time,ir,red,green,gyro,spo2,hr,temp
16:43:11:578,110440,97923,8480,1,0,0,0
16:43:11:598,110363,97932,8471,1,0,0,0
16:43:11:618,110447,97960,8492,1,0,0,0
16:43:11:638,110530,97990,8477,1,0,0,0
16:43:11:658,110672,98008,8506,1,0,0,0
16:43:11:678,110775,98080,8501,1,0,0,0
16:43:11:698,110824,98063,8500,1,0,0,0
16:43:11:718,110948,98122,8520,1,0,0,0
16:43:11:738,111023,98134,8506,1,0,0,0
16:43:11:758,111113,98150,8532,1,0,0,0
16:43:11:778,111120,98182,8528,1,0,0,0
16:43:11:798,111116,98138,8525,1,0,0,0
16:43:11:818,111089,98166,8526,1,0,0,0
16:43:11:838,111019,98138,8515,1,0,0,0
16:43:11:858,111027,98133,8527,1,0,0,0
16:43:11:878,111035,98158,8510,1,0,0,0
16:43:11:898,111060,98148,8525,1,0,0,0
16:43:11:918,111124,98181,8517,1,0,0,0
16:43:11:938,111138,98163,8517,1,0,0,0
16:43:11:958,111187,98190,8534,1,0,0,0
16:43:11:978,111195,98189,8519,1,0,0,0
16:43:11:998,111243,98181,8535,1,0,0,0
16:43:12:018,111301,98217,8555,1,0,0,0
16:43:12:038,111313,98216,8536,1,0,0,0
16:43:12:058,111351,98236,8542,1,0,0,0
16:43:12:078,111310,98220,8520,1,0,0,0
16:43:12:098,111321,98202,8550,1,0,0,0
16:43:12:118,111305,98202,8530,1,0,0,0
16:43:12:138,111323,98204,8541,1,0,0,0
16:43:12:158,111360,98238,8543,1,0,0,0
16:43:12:178,111346,98222,8517,1,0,0,0
16:43:12:198,111367,98215,8554,1,0,0,0
16:43:12:218,111375,98226,8542,1,0,0,0
16:43:12:238,111397,98214,8551,1,0,0,0
16:43:12:258,111459,98258,8548,1,0,0,0
16:43:12:278,111437,98244,8534,1,0,0,0
16:43:12:298,111436,98241,8562,1,0,0,0
16:43:12:318,111323,98221,8530,1,0,0,0
16:43:12:338,111079,98121,8545,1,0,0,0
16:43:12:358,110747,98020,8509,1,0,0,0
16:43:12:378,110384,97910,8480,1,0,0,0
16:43:12:398,110263,97890,8497,1,0,0,0
16:43:12:418,110238,97895,8475,1,0,0,0
16:43:12:438,110358,97933,8500,1,0,0,0
16:43:12:458,110533,98002,8490,1,0,0,0
16:43:12:478,110723,98034,8500,1,0,0,0
16:43:12:498,110878,98092,8521,1,0,0,0
16:43:12:518,110891,98101,8499,1,0,0,0
16:43:12:538,110972,98110,8530,1,0,0,0
16:43:12:558,111024,98129,8510,1,0,0,0
16:43:12:578,111057,98126,8524,1,0,0,0
16:43:12:598,111093,98157,8530,1,0,0,0
16:43:12:618,111049,98142,8515,1,0,0,0
16:43:12:638,111008,98110,8534,1,0,0,0
16:43:12:658,110986,98112,8504,1,0,0,0
16:43:12:678,110960,98089,8531,1,0,0,0
16:43:12:698,111056,98143,8525,1,0,0,0
16:43:12:718,111093,98138,8510,1,0,0,0
16:43:12:738,111193,98158,8542,1,0,0,0
16:43:12:758,111221,98188,8529,1,0,0,0
16:43:12:778,111299,98196,8554,1,0,0,0
16:43:12:798,111366,98228,8542,1,0,0,0
16:43:12:818,111377,98209,8532,1,0,0,0
16:43:12:838,111427,98243,8551,1,0,0,0
16:43:12:858,111447,98257,8531,1,0,0,0
16:43:12:878,111479,98241,8574,1,0,0,0
16:43:12:898,111487,98287,8535,1,0,0,0
16:43:12:918,111472,98261,8539,1,0,0,0
16:43:12:938,111513,98283,8556,1,0,0,0
16:43:12:958,111513,98288,8524,1,0,0,0
16:43:12:978,111554,98253,8557,1,0,0,0
16:43:12:998,111573,98300,8561,1,0,0,0
16:43:13:018,111572,98265,8557,1,0,0,0
16:43:13:038,111622,98322,8558,1,0,0,0
16:43:13:058,111614,98300,8539,1,0,0,0
16:43:13:078,111644,98319,8569,1,0,0,0
16:43:13:098,111598,98297,8545,1,0,0,0
16:43:13:118,111543,98260,8559,1,0,0,0
16:43:13:138,111359,98236,8550,1,0,0,0
16:43:13:158,111037,98117,8516,1,0,0,0
16:43:13:178,110732,98041,8525,1,0,0,0
16:43:13:198,110584,97993,8486,1,0,0,0
16:43:13:218,110592,97977,8517,1,0,0,0
16:43:13:238,110740,98045,8510,1,0,0,0
16:43:13:258,110867,98083,8514,1,0,0,0
16:43:13:278,111008,98122,8536,1,0,0,0
16:43:13:298,111047,98138,8519,1,0,0,0
16:43:13:318,111069,98137,8553,1,0,0,0
16:43:13:338,111140,98167,8528,1,0,0,0
16:43:13:358,111210,98162,8538,1,0,0,0
16:43:13:378,111315,98227,8544,1,0,0,0
16:43:13:398,111328,98221,8529,1,0,0,0
16:43:13:418,111348,98201,8541,1,0,0,0
16:43:13:438,111316,98220,8531,1,0,0,0
16:43:13:458,111284,98182,8546,1,0,0,0
16:43:13:478,111303,98213,8552,1,0,0,0
16:43:13:498,111294,98188,8534,1,0,0,0
16:43:13:518,111350,98216,8554,1,0,0,0
16:43:13:538,111351,98223,8535,1,0,0,0
16:43:13:558,111365,98196,8568,1,0,0,0
16:43:13:578,111424,98243,8547,1,0,0,0
16:43:13:598,111437,98235,8540,1,0,0,0
16:43:13:618,111496,98266,8561,1,0,0,0
16:43:13:638,111465,98259,8540,1,0,0,0
16:43:13:658,111469,98238,8566,1,0,0,0
16:43:13:678,111460,98261,8549,1,0,0,0
16:43:13:698,111463,98246,8555,1,0,0,0
16:43:13:718,111522,98271,8567,1,0,0,0
16:43:13:738,111527,98255,8535,1,0,0,0
16:43:13:758,111533,98246,8571,1,0,0,0
16:43:13:778,111551,98281,8551,1,0,0,0
16:43:13:798,111540,98255,8557,1,0,0,0
16:43:13:818,111605,98297,8564,1,0,0,0
16:43:13:838,111609,98283,8549,1,0,0,0
16:43:13:858,111637,98290,8570,1,0,0,0
16:43:13:878,111627,98311,8549,1,0,0,0
16:43:13:898,111613,98281,8565,1,0,0,0
16:43:13:918,111550,98282,8569,1,0,0,0
16:43:13:938,111326,98219,8540,1,0,0,0
16:43:13:958,111080,98127,8535,1,0,0,0
16:43:13:978,110765,98033,8505,1,0,0,0
16:43:13:998,110611,97964,8519,1,0,0,0
16:43:14:018,110635,98010,8510,1,0,0,0
16:43:14:038,110719,98005,8502,1,0,0,0
16:43:14:058,110878,98070,8548,1,0,0,0
16:43:14:078,110969,98092,8515,1,0,0,0
16:43:14:098,111048,98094,8544,1,0,0,0
16:43:14:118,111074,98125,8527,1,0,0,0
16:43:14:138,111103,98119,8538,1,0,0,0
16:43:14:158,111187,98146,8549,1,0,0,0
16:43:14:178,111231,98167,8524,1,0,0,0
16:43:14:198,111286,98170,8553,1,0,0,0
16:43:14:218,111268,98185,8544,1,0,0,0
16:43:14:238,111220,98161,8543,1,0,0,0
16:43:14:258,111198,98158,8542,1,0,0,0
16:43:14:278,111166,98137,8521,1,0,0,0
16:43:14:298,111243,98170,8549,1,0,0,0
16:43:14:318,111255,98183,8536,1,0,0,0
16:43:14:338,111265,98176,8554,1,0,0,0
16:43:14:358,111305,98192,8551,1,0,0,0
16:43:14:378,111311,98195,8537,1,0,0,0
16:43:14:398,111380,98205,8558,1,0,0,0
16:43:14:418,111391,98223,8534,1,0,0,0
16:43:14:438,111410,98213,8556,1,0,0,0
16:43:14:458,111447,98246,8551,1,0,0,0
16:43:14:478,111411,98217,8552,1,0,0,0
16:43:14:498,111421,98241,8557,1,0,0,0
16:43:14:518,111418,98225,8540,1,0,0,0
16:43:14:538,111446,98229,8565,1,0,0,0
16:43:14:558,111478,98251,8542,1,0,0,0
16:43:14:578,111473,98237,8548,1,0,0,0
16:43:14:598,111523,98266,8587,1,0,0,0
16:43:14:618,111500,98256,8539,1,0,0,0
16:43:14:638,111567,98265,8571,1,0,0,0
16:43:14:658,111584,98285,8550,1,0,0,0
16:43:14:678,111600,98275,8560,1,0,0,0
16:43:14:698,111609,98277,8561,1,0,0,0
16:43:14:718,111447,98244,8549,1,0,0,0
16:43:14:738,111255,98164,8555,1,0,0,0
16:43:14:758,110945,98088,8524,1,0,0,0
16:43:14:778,110659,97987,8526,1,0,0,0
16:43:14:798,110561,97972,8503,1,0,0,0
16:43:14:818,110552,97959,8482,1,0,0,0
16:43:14:838,110672,98008,8522,1,0,0,0
16:43:14:858,110783,98052,8497,1,0,0,0
16:43:14:878,110916,98063,8535,1,0,0,0
16:43:14:898,110976,98107,8526,1,0,0,0
16:43:14:918,110933,98066,8522,1,0,0,0
16:43:14:938,111014,98104,8540,1,0,0,0
16:43:14:958,111045,98110,8511,1,0,0,0
16:43:14:978,111119,98118,8552,1,0,0,0
16:43:14:998,111170,98149,8538,1,0,0,0
16:43:15:018,111139,98125,8543,1,0,0,0
16:43:15:038,111127,98133,8547,1,0,0,0
16:43:15:058,111051,98107,8522,1,0,0,0
16:43:15:078,111064,98110,8545,1,0,0,0
16:43:15:098,111086,98132,8525,1,0,0,0
16:43:15:118,111130,98124,8540,1,0,0,0
16:43:15:138,111184,98150,8547,1,0,0,0
16:43:15:158,111200,98147,8537,1,0,0,0
16:43:15:178,111230,98159,8554,1,0,0,0
16:43:15:198,111234,98165,8530,1,0,0,0
16:43:15:218,111268,98161,8555,1,0,0,0
16:43:15:238,111347,98197,8564,1,0,0,0
16:43:15:258,111333,98195,8529,1,0,0,0
16:43:15:278,111330,98177,8563,1,0,0,0
16:43:15:298,111359,98207,8544,1,0,0,0
16:43:15:318,111386,98190,8561,1,0,0,0
16:43:15:338,111427,98225,8563,1,0,0,0
16:43:15:358,111399,98218,8535,1,0,0,0
16:43:15:378,111399,98203,8565,1,0,0,0
16:43:15:398,111395,98229,8547,1,0,0,0
16:43:15:418,111414,98207,8556,1,0,0,0
16:43:15:438,111436,98235,8564,1,0,0,0
16:43:15:458,111357,98204,8556,1,100,47,0
16:43:19:567,111199,98141,8560,1,0,0,0
16:43:19:587,110846,98064,8525,1,0,0,0
16:43:19:607,110478,97910,8519,1,0,0,0
16:43:19:627,110320,97893,8500,1,0,0,0
16:43:19:647,110291,97878,8487,1,0,0,0
16:43:19:667,110411,97923,8510,1,0,0,0
16:43:19:687,110519,97967,8501,1,0,0,0
16:43:19:707,110582,97968,8530,1,0,0,0
16:43:19:727,110631,98000,8517,1,0,0,0
16:43:19:747,110639,97982,8515,1,0,0,0
16:43:19:767,110735,98032,8531,1,0,0,0
16:43:19:787,110806,98046,8504,1,0,0,0
16:43:19:807,110917,98058,8546,1,0,0,0
16:43:19:827,110941,98092,8530,1,0,0,0
16:43:19:847,110933,98062,8537,1,0,0,0
16:43:19:867,110933,98089,8539,1,0,0,0
16:43:19:887,110909,98056,8512,1,0,0,0
16:43:19:907,110946,98079,8549,1,0,0,0
16:43:19:927,110951,98084,8521,1,0,0,0
16:43:19:947,110935,98065,8541,1,0,0,0
16:43:19:967,111171,98093,8538,1,0,0,0
16:43:19:987,111144,98071,8517,1,0,0,0
16:43:20:007,111131,98063,8550,1,0,0,0
16:43:20:027,111162,98089,8515,1,0,0,0
16:43:20:047,111155,98061,8539,1,0,0,0
16:43:20:067,111190,98098,8546,1,0,0,0
16:43:20:087,111198,98071,8521,1,0,0,0
16:43:20:107,111257,98106,8552,1,0,0,0
16:43:20:127,111282,98116,8527,1,0,0,0
16:43:20:147,111299,98108,8549,1,0,0,0
16:43:20:167,111350,98134,8546,1,0,0,0
16:43:20:187,111339,98121,8555,1,0,0,0
16:43:20:207,111385,98133,8551,1,0,0,0
16:43:20:227,111374,98141,8531,1,0,0,0
16:43:20:247,111397,98131,8561,1,0,0,0
16:43:20:267,111414,98157,8552,1,0,0,0
16:43:20:287,111385,98123,8541,1,0,0,0
16:43:20:307,111447,98174,8558,1,0,0,0
16:43:20:327,111445,98169,8541,1,0,0,0
16:43:20:347,111474,98158,8562,1,0,0,0
16:43:20:367,111502,98183,8540,1,0,0,0
16:43:20:387,111495,98176,8551,1,0,0,0
16:43:20:407,111545,98199,8562,1,0,0,0
16:43:20:427,111553,98185,8541,1,0,0,0
16:43:20:447,111588,98200,8568,1,0,0,0
16:43:20:467,111591,98225,8545,1,0,0,0
16:43:20:487,111604,98203,8563,1,0,0,0
16:43:20:507,111616,98209,8554,1,0,0,0
16:43:20:527,111480,98171,8540,1,0,0,0
16:43:20:547,111227,98090,8550,1,0,0,0
16:43:20:567,110808,97956,8511,1,0,0,0
16:43:20:587,110382,97805,8499,1,0,0,0
16:43:20:607,110295,97803,8487,1,0,0,0
16:43:20:627,110395,97827,8492,1,0,0,0
16:43:20:647,110562,97883,8515,1,0,0,0
16:43:20:667,110705,97928,8498,1,0,0,0
16:43:20:687,110856,97959,8528,1,0,0,0
16:43:20:707,110944,98022,8523,1,0,0,0
16:43:20:727,110988,98009,8525,1,0,0,0
16:43:20:747,111074,98053,8546,1,0,0,0
16:43:20:767,111085,98037,8520,1,0,0,0
16:43:20:787,111106,98029,8542,1,0,0,0
16:43:20:807,111096,98057,8528,1,0,0,0
16:43:20:827,111078,98026,8537,1,0,0,0
16:43:20:847,111067,98033,8542,1,0,0,0
16:43:20:867,111020,98014,8519,1,0,0,0
16:43:20:887,111015,98008,8546,1,0,0,0
16:43:20:907,111035,98030,8519,1,0,0,0
16:43:20:927,111076,98010,8535,1,0,0,0
16:43:20:947,111161,98060,8526,1,0,0,0
16:43:20:967,111184,98065,8530,1,0,0,0
16:43:20:987,111238,98082,8554,1,0,0,0
16:43:21:007,111228,98094,8530,1,0,0,0
16:43:21:027,111251,98079,8546,1,0,0,0
16:43:21:047,111293,98112,8528,1,0,0,0
16:43:21:067,111281,98108,8537,1,0,0,0
16:43:21:087,111338,98114,8550,1,0,0,0
16:43:21:107,111319,98106,8533,1,0,0,0
16:43:21:127,111332,98095,8557,1,0,0,0
16:43:21:147,111329,98119,8538,1,0,0,0
16:43:21:167,111368,98121,8542,1,0,0,0
16:43:21:187,111412,98142,8556,1,0,0,0
16:43:21:207,111418,98134,8535,1,0,0,0
16:43:21:227,111450,98140,8558,1,0,0,0
16:43:21:247,111455,98156,8542,1,0,0,0
16:43:21:267,111484,98135,8563,1,0,0,0
16:43:21:287,111532,98169,8559,1,0,0,0
16:43:21:307,111551,98171,8541,1,0,0,0
16:43:21:327,111566,98185,8563,1,0,0,0
16:43:21:347,111524,98178,8548,1,0,0,0
16:43:21:367,111386,98108,8559,1,0,0,0
16:43:21:387,111164,98076,8545,1,0,0,0
16:43:21:407,110880,97959,8515,1,0,0,0
16:43:21:427,110686,97917,8524,1,0,0,0
16:43:21:447,110584,97886,8488,1,0,0,0
16:43:21:467,110614,97878,8518,1,0,0,0
16:43:21:487,110765,97934,8511,1,0,0,0
16:43:21:507,110906,97968,8522,1,0,0,0
16:43:21:527,111010,98006,8539,1,0,0,0
16:43:21:547,111030,98012,8520,1,0,0,0
16:43:21:567,111068,98013,8544,1,0,0,0
16:43:21:587,111129,98040,8520,1,0,0,0
16:43:21:607,111186,98043,8545,1,0,0,0
16:43:21:627,111233,98087,8550,1,0,0,0
16:43:21:647,111207,98059,8525,1,0,0,0
16:43:21:667,111162,98051,8547,1,0,0,0
16:43:21:687,111097,98032,8503,1,0,0,0
16:43:21:707,111099,98010,8539,1,0,0,0
16:43:21:727,111149,98047,8535,1,0,0,0
16:43:21:747,111170,98063,8524,1,0,0,0
16:43:21:767,111217,98065,8553,1,0,0,0
16:43:21:787,111197,98050,8536,1,0,0,0
16:43:21:807,111242,98063,8556,1,0,0,0
16:43:21:827,111292,98086,8545,1,0,0,0
16:43:21:847,111302,98091,8539,1,0,0,0
16:43:21:867,111349,98116,8567,1,0,0,0
16:43:21:887,111343,98118,8534,1,0,0,0
16:43:21:907,111346,98086,8562,1,0,0,0
16:43:21:927,111348,98105,8546,1,0,0,0
16:43:21:947,111348,98092,8545,1,0,0,0
16:43:21:967,111395,98121,8560,1,0,0,0
16:43:21:987,111366,98106,8539,1,0,0,0
16:43:22:007,111408,98102,8558,1,0,0,0
16:43:22:027,111392,98131,8538,1,0,0,0
16:43:22:047,111426,98103,8556,1,0,0,0
16:43:22:067,111457,98143,8558,1,0,0,0
16:43:22:087,111462,98133,8539,1,0,0,0
16:43:22:107,111490,98144,8572,1,0,0,0
16:43:22:127,111492,98144,8545,1,0,0,0
16:43:22:147,111484,98130,8563,1,0,0,0
16:43:22:167,111511,98163,8555,1,0,0,0
16:43:22:187,111440,98121,8540,1,0,0,0
16:43:22:207,111253,98043,8554,1,0,0,0
16:43:22:227,110908,97963,8516,1,0,0,0
16:43:22:247,110523,97830,8508,1,0,0,0
16:43:22:267,110402,97823,8497,1,0,0,0
16:43:22:287,110430,97818,8494,1,0,0,0
16:43:22:307,110591,97887,8513,1,0,0,0
16:43:22:327,110688,97908,8501,1,0,0,0
16:43:22:347,110796,97936,8536,1,0,0,0
16:43:22:367,110835,97952,8525,1,0,0,0
16:43:22:387,110883,97942,8524,1,0,0,0
16:43:22:407,110975,97980,8530,1,0,0,0
16:43:22:427,111007,97988,8549,1,0,0,0
16:43:22:447,111057,98002,8554,1,0,0,0
16:43:22:467,111062,98024,8528,1,0,0,0
16:43:22:487,111059,97997,8539,1,0,0,0
16:43:22:507,111085,98017,8545,1,0,0,0
16:43:22:527,111040,97992,8529,1,0,0,0
16:43:22:547,111059,98007,8552,1,0,0,0
16:43:22:567,111047,98005,8529,1,0,0,0
16:43:22:587,111082,97997,8549,1,0,0,0
16:43:22:607,111144,98034,8542,1,0,0,0
16:43:22:627,111157,98027,8536,1,0,0,0
16:43:22:647,111195,98037,8542,1,0,0,0
16:43:22:667,111202,98039,8526,1,0,0,0
16:43:22:687,111208,98022,8553,1,0,0,0
16:43:22:707,111233,98048,8537,1,0,0,0
16:43:22:727,111219,98030,8544,1,0,0,0
16:43:22:747,111237,98064,8547,1,0,0,0
16:43:22:767,111236,98048,8527,1,0,0,0
16:43:22:787,111277,98040,8558,1,0,0,0
16:43:22:807,111284,98067,8537,1,0,0,0
16:43:22:827,111286,98047,8549,1,0,0,0
16:43:22:847,111320,98065,8565,1,0,0,0
16:43:22:867,111359,98072,8541,1,0,0,0
16:43:22:887,111409,98083,8565,1,0,0,0
16:43:22:907,111419,98102,8552,1,0,0,0
16:43:22:927,111406,98084,8555,1,0,0,0
16:43:22:947,111420,98108,8552,1,0,0,0
16:43:22:967,111371,98093,8548,1,0,0,0
16:43:22:987,111387,98085,8570,1,0,0,0
16:43:23:007,111283,98066,8531,1,0,0,0
16:43:23:027,111077,97975,8555,1,0,0,0
16:43:23:047,110757,97901,8524,1,0,0,0
16:43:23:067,110390,97767,8518,1,0,0,0
16:43:23:087,110250,97740,8504,1,0,0,0
16:43:23:107,110270,97749,8482,1,0,0,0
16:43:23:127,110415,97780,8512,1,0,0,0
16:43:23:147,110562,97847,8502,1,0,0,0
16:43:23:167,110660,97842,8525,1,0,0,0
16:43:23:187,110735,97893,8531,1,0,0,0
16:43:23:207,110724,97897,8502,1,0,0,0
16:43:23:227,110786,97894,8535,1,0,0,0
16:43:23:247,110861,97935,8518,1,0,0,0
16:43:23:267,110920,97946,8532,1,0,0,0
16:43:23:287,110945,97963,8522,1,0,0,0
16:43:23:307,110905,97940,8515,1,0,0,0
16:43:23:327,110900,97927,8546,1,0,0,0
16:43:23:347,110870,97928,8520,1,0,0,0
16:43:23:367,110877,97916,8534,1,0,0,0
16:43:23:387,110911,97929,8541,1,0,0,0
16:43:23:407,110921,97932,8521,1,0,0,0
16:43:23:427,110949,97943,8543,1,0,0,0
16:43:23:447,110951,97954,8525,1,0,0,0
16:43:23:467,110989,97943,8549,1,0,0,0
16:43:23:487,111082,97972,8542,1,0,0,0
16:43:23:507,111067,97962,8531,1,0,0,0
16:43:23:527,111116,97996,8550,1,0,0,0
16:43:23:547,111103,97997,8531,1,0,0,0
16:43:23:567,111135,97995,8556,1,0,0,0
16:43:23:587,111171,98021,8546,1,0,0,0
16:43:23:607,111195,98009,8548,1,0,0,0
16:43:23:627,111243,98037,8551,1,0,0,0
16:43:23:647,111203,98029,8527,1,0,0,0
16:43:23:667,111245,98031,8559,1,0,0,0
16:43:23:687,111265,98049,8535,1,0,0,0
16:43:23:707,111278,98032,8561,1,0,0,0
16:43:23:727,111358,98075,8553,1,0,0,0
16:43:23:747,111328,98053,8533,1,0,0,0
16:43:23:767,111321,98054,8565,1,0,0,0
16:43:23:787,111296,98035,8545,1,0,0,0
16:43:23:807,111265,98021,8552,1,0,0,0
16:43:23:827,111137,98007,8546,1,0,0,0
16:43:23:847,110821,97889,8526,1,0,0,0
16:43:23:867,110461,97783,8516,1,0,0,0
16:43:23:887,110222,97726,8479,1,0,0,0
16:43:23:907,110171,97692,8509,1,0,0,0
16:43:23:927,110237,97743,8499,1,0,0,0
16:43:23:947,110337,97758,8496,1,0,0,0
16:43:23:967,110485,97820,8526,1,0,0,0
16:43:23:987,110545,97837,8493,1,0,0,0
16:43:24:007,110576,97822,8523,1,0,0,0
16:43:24:027,110557,97828,8512,1,0,0,0
16:43:24:047,110660,97846,8524,1,0,0,0
16:43:24:067,110781,97902,8532,1,0,0,0
16:43:24:087,110827,97904,8522,1,0,0,0
16:43:24:107,110826,97899,8533,1,0,0,0
16:43:24:127,110756,97882,8512,1,0,0,0
16:43:24:147,110718,97867,8528,1,0,0,0
16:43:24:167,110740,97886,8536,1,0,0,0
16:43:24:187,110740,97879,8512,1,0,0,0
16:43:24:207,110766,97889,8536,1,0,0,0
16:43:24:227,110778,97900,8506,1,0,0,0
16:43:24:247,110799,97880,8520,1,0,0,0
16:43:24:267,110885,97927,8528,1,0,0,0
16:43:24:287,110992,97954,8549,1,0,0,0
16:43:24:307,111005,97957,8522,1,0,0,0
16:43:24:327,111051,97949,8553,1,0,0,0
16:43:24:347,111097,98000,8538,1,0,0,0
16:43:24:367,111110,97984,8545,1,0,0,0
16:43:24:387,111157,98012,8548,1,0,0,0
16:43:24:407,111156,98004,8529,1,0,0,0
16:43:24:427,111188,97999,8553,1,0,0,0
16:43:24:447,111169,98010,8537,1,0,0,0
16:43:24:467,111139,97986,8549,1,0,0,0
16:43:24:487,111140,98002,8548,1,0,0,0
16:43:24:507,111132,97985,8535,1,0,0,0
16:43:24:527,111134,97984,8554,1,0,0,0
16:43:24:547,111110,97992,8537,1,100,74,0
16:43:28:603,111081,97961,8552,1,0,0,0
16:43:28:623,111025,97972,8538,1,0,0,0
16:43:28:643,110818,97895,8522,1,0,0,0
16:43:28:663,110504,97812,8521,1,0,0,0
16:43:28:683,110102,97693,8480,1,0,0,0
16:43:28:703,109811,97577,8463,1,0,0,0
16:43:28:723,109679,97559,8430,1,0,0,0
16:43:28:743,109695,97553,8416,1,0,0,0
16:43:28:763,109903,97639,8456,1,0,0,0
16:43:28:783,110047,97679,8445,1,0,0,0
16:43:28:803,110195,97714,8479,1,0,0,0
16:43:28:823,110262,97748,8467,1,0,0,0
16:43:28:843,110260,97732,8461,1,0,0,0
16:43:28:863,110332,97770,8478,1,0,0,0
16:43:28:883,110360,97765,8460,1,0,0,0
16:43:28:903,110416,97778,8488,1,0,0,0
16:43:28:923,110371,97776,8471,1,0,0,0
16:43:28:943,110255,97721,8486,1,0,0,0
16:43:28:963,105790,96113,6823,1,0,0,0
16:43:28:983,105829,96104,6816,1,0,0,0
16:43:29:003,105828,96105,6827,1,0,0,0
16:43:29:023,105815,96075,6822,1,0,0,0
16:43:29:043,105782,96045,6816,1,0,0,0
16:43:29:063,105780,96049,6799,1,0,0,0
16:43:29:083,105801,96042,6804,1,0,0,0
16:43:29:103,105786,96037,6811,1,0,0,0
16:43:29:123,105741,96006,6791,1,0,0,0
16:43:29:143,105750,95981,6798,1,0,0,0
16:43:29:163,105753,95987,6803,1,0,0,0
16:43:29:183,105677,95966,6769,1,0,0,0
16:43:29:203,105452,95886,6742,1,0,0,0
16:43:29:223,105118,95761,6664,1,0,0,0
16:43:29:243,104758,95627,6579,1,0,0,0
16:43:29:263,104415,95477,6456,1,0,0,0
16:43:29:283,104119,95358,6323,1,0,0,0
16:43:29:303,103912,95283,6234,1,0,0,0
16:43:29:323,103827,95226,6167,1,0,0,0
16:43:29:343,103943,95256,6155,1,0,0,0
16:43:29:363,104112,95322,6156,1,0,0,0
16:43:29:383,104290,95396,6177,1,0,0,0
16:43:29:403,104500,95463,6203,1,0,0,0
16:43:29:423,104682,95532,6217,1,0,0,0
16:43:29:443,104931,95617,6267,1,0,0,0
16:43:29:463,105187,95733,6285,1,0,0,0
16:43:29:483,105467,95846,6326,1,0,0,0
16:43:29:503,105827,96000,6358,1,0,0,0
16:43:29:523,106056,96086,6389,1,0,0,0
16:43:29:543,106332,96201,6438,1,0,0,0
16:43:29:563,106766,96384,6472,1,0,0,0
16:43:29:583,107446,96634,6522,1,0,0,0
16:43:29:603,108212,96926,6547,1,0,0,0
16:43:29:623,108751,97124,6578,1,0,0,0
16:43:29:643,109019,97216,6611,1,0,0,0
16:43:29:663,109031,97227,6619,1,0,0,0
16:43:29:683,108908,97170,6638,1,0,0,0
16:43:29:703,108733,97128,6626,1,0,0,0
16:43:29:723,108724,97099,6630,1,0,0,0
16:43:29:743,108900,97166,6656,1,0,0,0
16:43:29:763,109214,97270,6668,1,0,0,0
16:43:29:783,109581,97372,6697,1,0,0,0
16:43:29:803,109980,97510,6729,1,0,0,0
16:43:29:823,110296,97627,6743,1,0,0,0
16:43:29:843,110496,97704,6755,1,0,0,0
16:43:29:863,110593,97766,6762,1,0,0,0
16:43:29:883,110665,97804,6800,1,0,0,0
16:43:29:903,110550,97748,6805,1,0,0,0
16:43:29:923,110274,97685,6839,1,0,0,0
16:43:29:943,109965,97601,6849,1,0,0,0
16:43:29:963,109761,97537,6852,1,0,0,0
16:43:29:983,109637,97489,6862,1,0,0,0
16:43:30:003,109502,97468,6860,1,0,0,0
16:43:30:023,109375,97405,6878,1,0,0,0
16:43:30:043,109265,97344,6854,1,0,0,0
16:43:30:063,109168,97290,6841,1,0,0,0
16:43:30:083,109067,97249,6846,1,0,0,0
16:43:30:103,109067,97243,6834,1,0,0,0
16:43:30:123,109148,97254,6838,1,0,0,0
16:43:30:143,109178,97269,6847,1,0,0,0
16:43:30:163,109098,97219,6850,1,0,0,0
16:43:30:183,108967,97187,6845,1,0,0,0
16:43:30:203,108828,97139,6833,1,0,0,0
16:43:30:223,108716,97089,6841,1,0,0,0
16:43:30:243,108643,97058,6835,1,0,0,0
16:43:30:263,108522,97014,6835,1,0,0,0
16:43:30:283,108363,96954,6836,1,0,0,0
16:43:30:303,108189,96888,6824,1,0,0,0
16:43:30:323,108139,96878,6825,1,0,0,0
16:43:30:343,108191,96888,6819,1,0,0,0
16:43:30:363,108351,96938,6838,1,0,0,0
16:43:30:383,108742,97071,6859,1,0,0,0
16:43:30:403,109001,97157,6852,1,0,0,0
16:43:30:423,109135,97216,6866,1,0,0,0
16:43:30:443,109229,97277,6857,1,0,0,0
16:43:30:463,109367,97299,6868,1,0,0,0
16:43:30:483,109502,97348,6867,1,0,0,0
16:43:30:503,109566,97361,6864,1,0,0,0
16:43:30:523,109514,97342,6868,1,0,0,0
16:43:30:543,109159,97189,6843,1,0,0,0
16:43:30:563,108486,96956,6825,1,0,0,0
16:43:30:583,107925,96771,6789,1,0,0,0
16:43:30:603,107312,96572,6757,1,0,0,0
16:43:30:623,106661,96344,6703,1,0,0,0
16:43:30:643,106177,96159,6622,1,0,0,0
16:43:30:663,105867,96045,6574,1,0,0,0
16:43:30:683,105720,95981,6504,1,0,0,0
16:43:30:703,105654,95921,6484,1,0,0,0
16:43:30:723,105665,95909,6461,1,0,0,0
16:43:30:743,105695,95904,6439,1,0,0,0
16:43:30:763,105682,95902,6450,1,0,0,0
16:43:30:783,105669,95884,6427,1,0,0,0
16:43:30:803,105636,95832,6412,1,0,0,0
16:43:30:823,105597,95806,6404,1,0,0,0
16:43:30:843,105561,95767,6388,1,0,0,0
16:43:30:863,105530,95725,6383,1,0,0,0
