time,ir,red,green,gyro,spo2,hr,temp
16:42:25:877,105104,97359,6562,1,0,0,0
16:42:25:897,105048,97330,6523,1,0,0,0
16:42:25:917,105027,97318,6531,1,0,0,0
16:42:25:937,104970,97318,6497,1,0,0,0
16:42:25:957,104858,97237,6487,1,0,0,0
16:42:25:977,104681,97185,6453,1,0,0,0
16:42:25:997,104317,97050,6372,1,0,0,0
16:42:26:017,104050,96938,6307,1,0,0,0
16:42:26:037,103974,96929,6241,1,0,0,0
16:42:26:057,104186,96976,6265,1,0,0,0
16:42:26:077,104538,97110,6281,1,0,0,0
16:42:26:097,104916,97246,6321,1,0,0,0
16:42:26:117,105273,97368,6393,1,0,0,0
16:42:26:137,105496,97460,6413,1,0,0,0
16:42:26:157,105746,97508,6480,1,0,0,0
16:42:26:177,106033,97656,6514,1,0,0,0
16:42:26:197,106306,97749,6555,1,0,0,0
16:42:26:217,106599,97865,6610,1,0,0,0
16:42:26:237,106731,97942,6617,1,0,0,0
16:42:26:257,106828,97971,6663,1,0,0,0
16:42:26:277,106872,98014,6672,1,0,0,0
16:42:26:297,106981,98017,6705,1,0,0,0
16:42:26:317,107126,98101,6742,1,0,0,0
16:42:26:337,107241,98137,6750,1,0,0,0
16:42:26:357,107416,98184,6803,1,0,0,0
16:42:26:377,107679,98278,6826,1,0,0,0
16:42:26:397,108000,98394,6866,1,0,0,0
16:42:26:417,108397,98559,6910,1,0,0,0
16:42:26:437,108685,98647,6928,1,0,0,0
16:42:26:457,108861,98719,6974,1,0,0,0
16:42:26:477,108985,98792,6964,1,0,0,0
16:42:26:497,109080,98805,6983,1,0,0,0
16:42:26:517,109168,98839,7005,1,0,0,0
16:42:26:537,109214,98853,7000,1,0,0,0
16:42:26:557,109262,98883,7026,1,0,0,0
16:42:26:577,109287,98882,7007,1,0,0,0
16:42:26:597,109267,98879,7040,1,0,0,0
16:42:26:617,109354,98909,7037,1,0,0,0
16:42:26:637,109383,98887,7041,1,0,0,0
16:42:26:657,109457,98913,7063,1,0,0,0
16:42:26:677,109448,98901,7049,1,0,0,0
16:42:26:697,109465,98887,7073,1,0,0,0
16:42:26:717,109466,98914,7064,1,0,0,0
16:42:26:737,109396,98860,7077,1,0,0,0
16:42:26:757,109243,98823,7081,1,0,0,0
16:42:26:777,108750,98647,7048,1,0,0,0
16:42:26:797,108194,98454,7050,1,0,0,0
16:42:26:817,107888,98355,6985,1,0,0,0
16:42:26:837,107786,98302,7028,1,0,0,0
16:42:26:857,107847,98339,7025,1,0,0,0
16:42:26:877,107920,98353,7020,1,0,0,0
16:42:26:897,108063,98374,7060,1,0,0,0
16:42:26:917,108114,98424,7052,1,0,0,0
16:42:26:937,108220,98429,7073,1,0,0,0
16:42:26:957,108290,98465,7074,1,0,0,0
16:42:26:977,108411,98494,7079,1,0,0,0
16:42:26:997,108552,98545,7103,1,0,0,0
16:42:27:017,108660,98579,7096,1,0,0,0
16:42:27:037,108735,98586,7132,1,0,0,0
16:42:27:057,108744,98595,7113,1,0,0,0
16:42:27:077,108681,98555,7119,1,0,0,0
16:42:27:097,108671,98555,7133,1,0,0,0
16:42:27:117,108664,98558,7111,1,0,0,0
16:42:27:137,108757,98561,7147,1,0,0,0
16:42:27:157,108859,98610,7145,1,0,0,0
16:42:27:177,108935,98621,7147,1,0,0,0
16:42:27:197,109059,98666,7171,1,0,0,0
16:42:27:217,109095,98668,7152,1,0,0,0
16:42:27:237,109194,98650,7178,1,0,0,0
16:42:27:257,109245,98709,7154,1,0,0,0
16:42:27:277,109306,98721,7192,1,0,0,0
16:42:27:297,109373,98750,7189,1,0,0,0
16:42:27:317,109431,98756,7182,1,0,0,0
16:42:27:337,109521,98773,7209,1,0,0,0
16:42:27:357,109563,98789,7193,1,0,0,0
16:42:27:377,109660,98793,7216,1,0,0,0
16:42:27:397,109807,98863,7216,1,0,0,0
16:42:27:417,109901,98885,7207,1,0,0,0
16:42:27:437,110062,98916,7227,1,0,0,0
16:42:27:457,110090,98915,7225,1,0,0,0
16:42:27:477,110182,98928,7259,1,0,0,0
16:42:27:497,110218,98957,7239,1,0,0,0
16:42:27:517,110216,98940,7237,1,0,0,0
16:42:27:537,110238,98963,7268,1,0,0,0
16:42:27:557,110050,98903,7241,1,0,0,0
16:42:27:577,109697,98780,7268,1,0,0,0
16:42:27:597,109238,98666,7219,1,0,0,0
16:42:27:617,108843,98525,7215,1,0,0,0
16:42:27:637,108742,98489,7211,1,0,0,0
16:42:27:657,108789,98515,7199,1,0,0,0
16:42:27:677,108996,98559,7260,1,0,0,0
16:42:27:697,109182,98635,7236,1,0,0,0
16:42:27:717,109292,98641,7255,1,0,0,0
16:42:27:737,109374,98701,7262,1,0,0,0
16:42:27:757,109373,98679,7247,1,0,0,0
16:42:27:777,109670,98730,7294,1,0,0,0
16:42:27:797,109688,98756,7284,1,0,0,0
16:42:27:817,109608,98734,7274,1,0,0,0
16:42:27:837,109627,98721,7298,1,0,0,0
16:42:27:857,109590,98715,7281,1,0,0,0
16:42:27:877,109595,98686,7305,1,0,0,0
16:42:27:897,109617,98712,7294,1,0,8,0
16:42:31:943,109611,98690,7293,1,0,0,0
16:42:31:963,109682,98711,7317,1,0,0,0
16:42:31:983,109714,98704,7305,1,0,0,0
16:42:32:003,109795,98716,7339,1,0,0,0
16:42:32:023,109869,98748,7322,1,0,0,0
16:42:32:043,109915,98737,7343,1,0,0,0
16:42:32:063,109970,98777,7344,1,0,0,0
16:42:32:083,109957,98779,7329,1,0,0,0
16:42:32:103,110012,98772,7355,1,0,0,0
16:42:32:123,110039,98801,7351,1,0,0,0
16:42:32:143,110079,98785,7367,1,0,0,0
16:42:32:163,110132,98832,7376,1,0,0,0
16:42:32:183,110170,98815,7359,1,0,0,0
16:42:32:203,110231,98837,7399,1,0,0,0
16:42:32:223,110285,98855,7375,1,0,0,0
16:42:32:243,110349,98849,7408,1,0,0,0
16:42:32:263,110400,98896,7392,1,0,0,0
16:42:32:283,110403,98880,7380,1,0,0,0
16:42:32:303,110417,98892,7414,1,0,0,0
16:42:32:323,110226,98829,7394,1,0,0,0
16:42:32:343,109864,98709,7403,1,0,0,0
16:42:32:363,109407,98600,7376,1,0,0,0
16:42:32:383,109035,98458,7359,1,0,0,0
16:42:32:403,108952,98447,7360,1,0,0,0
16:42:32:423,109045,98488,7348,1,0,0,0
16:42:32:443,109710,98401,7706,1,0,0,0
16:42:32:463,109837,98447,7706,1,0,0,0
16:42:32:483,109880,98444,7710,1,0,0,0
16:42:32:503,109949,98468,7718,1,0,0,0
16:42:32:523,109905,98460,7703,1,0,0,0
16:42:32:543,109899,98433,7716,1,0,0,0
16:42:32:563,109840,98442,7711,1,0,0,0
16:42:32:583,109908,98446,7717,1,0,0,0
16:42:32:603,109929,98464,7727,1,0,0,0
16:42:32:623,109964,98466,7702,1,0,0,0
16:42:32:643,110030,98480,7729,1,0,0,0
16:42:32:663,110083,98506,7719,1,0,0,0
16:42:32:683,110101,98503,7724,1,0,0,0
16:42:32:703,110186,98545,7736,1,0,0,0
16:42:32:723,110205,98523,7723,1,0,0,0
16:42:32:743,110264,98547,7743,1,0,0,0
16:42:32:763,110260,98568,7727,1,0,0,0
16:42:32:783,110283,98537,7725,1,0,0,0
16:42:32:803,110325,98569,7743,1,0,0,0
16:42:32:823,110342,98554,7737,1,0,0,0
16:42:32:843,110377,98569,7758,1,0,0,0
16:42:32:863,110373,98568,7738,1,0,0,0
16:42:32:883,110396,98562,7747,1,0,0,0
16:42:32:903,110458,98602,7753,1,0,0,0
16:42:32:923,110461,98584,7755,1,0,0,0
16:42:32:943,110529,98617,7756,1,0,0,0
16:42:32:963,110527,98618,7750,1,0,0,0
16:42:32:983,110558,98592,7774,1,0,0,0
16:42:33:003,110507,98608,7754,1,0,0,0
16:42:33:023,110269,98521,7752,1,0,0,0
16:42:33:043,109880,98431,7737,1,0,0,0
16:42:33:063,109425,98269,7697,1,0,0,0
16:42:33:083,109137,98198,7703,1,0,0,0
16:42:33:103,109064,98173,7677,1,0,0,0
16:42:33:123,109174,98197,7697,1,0,0,0
16:42:33:143,109357,98278,7707,1,0,0,0
16:42:33:163,109493,98305,7715,1,0,0,0
16:42:33:183,109607,98336,7740,1,0,0,0
16:42:33:203,109639,98357,7721,1,0,0,0
16:42:33:223,109699,98362,7738,1,0,0,0
16:42:33:243,109786,98410,7736,1,0,0,0
16:42:33:263,109854,98410,7726,1,0,0,0
16:42:33:283,109976,98450,7754,1,0,0,0
16:42:33:303,109998,98420,7736,1,0,0,0
16:42:33:323,109978,98422,7754,1,0,0,0
16:42:33:343,109951,98440,7741,1,0,0,0
16:42:33:363,109923,98423,7746,1,0,0,0
16:42:33:383,109965,98443,7756,1,0,0,0
16:42:33:403,109977,98445,7739,1,0,0,0
16:42:33:423,110032,98447,7770,1,0,0,0
16:42:33:443,110060,98473,7751,1,0,0,0
16:42:33:463,110097,98466,7771,1,0,0,0
16:42:33:483,110159,98490,7768,1,0,0,0
16:42:33:503,110185,98492,7757,1,0,0,0
16:42:33:523,110250,98502,7801,1,0,0,0
16:42:33:543,110273,98517,7761,1,0,0,0
16:42:33:563,110296,98497,7776,1,0,0,0
16:42:33:583,110326,98538,7778,1,0,0,0
16:42:33:603,110351,98535,7769,1,0,0,0
16:42:33:623,110411,98551,7792,1,0,0,0
16:42:33:643,110415,98553,7767,1,0,0,0
16:42:33:663,110447,98542,7792,1,0,0,0
16:42:33:683,110495,98579,7789,1,0,0,0
16:42:33:703,110515,98570,7781,1,0,0,0
16:42:33:723,110586,98585,7805,1,0,0,0
16:42:33:743,110573,98587,7789,1,0,0,0
16:42:33:763,110640,98589,7811,1,0,0,0
16:42:33:783,110653,98623,7799,1,0,0,0
16:42:33:803,110610,98588,7795,1,0,0,0
16:42:33:823,110534,98580,7809,1,0,0,0
16:42:33:843,110206,98479,7783,1,0,0,0
16:42:33:863,109794,98344,7777,1,0,0,0
16:42:33:883,109376,98230,7737,1,0,0,0
16:42:33:903,109154,98145,7732,1,0,0,0
16:42:33:923,109213,98183,7732,1,0,0,0
16:42:33:943,109385,98237,7730,1,0,0,0
16:42:33:963,109543,98287,7764,1,0,0,0
16:42:33:983,109657,98338,7749,1,0,0,0
16:42:34:003,109739,98335,7783,1,0,0,0
16:42:34:023,109775,98373,7768,1,0,0,0
16:42:34:043,109806,98371,7765,1,0,0,0
16:42:34:063,109938,98399,7799,1,0,0,0
16:42:34:083,110012,98432,7772,1,0,0,0
16:42:34:103,110057,98422,7788,1,0,0,0
16:42:34:123,110051,98452,7781,1,0,0,0
16:42:34:143,110007,98418,7784,1,0,0,0
16:42:34:163,110021,98432,7803,1,0,0,0
16:42:34:183,109997,98416,7773,1,0,0,0
16:42:34:203,110017,98419,7795,1,0,0,0
16:42:34:223,110070,98446,7786,1,0,0,0
16:42:34:243,110104,98440,7795,1,0,0,0
16:42:34:263,110163,98467,7801,1,0,0,0
16:42:34:283,110183,98469,7790,1,0,0,0
16:42:34:303,110241,98471,7814,1,0,0,0
16:42:34:323,110295,98500,7795,1,0,0,0
16:42:34:343,110336,98489,7815,1,0,0,0
16:42:34:363,110375,98556,7812,1,0,0,0
16:42:34:383,110365,98504,7792,1,0,0,0
16:42:34:403,110431,98521,7821,1,0,0,0
16:42:34:423,110466,98538,7805,1,0,0,0
16:42:34:443,110468,98524,7824,1,0,0,0
16:42:34:463,110508,98564,7826,1,0,0,0
16:42:34:483,110505,98541,7817,1,0,0,0
16:42:34:503,110581,98565,7838,1,0,0,0
16:42:34:523,110579,98567,7808,1,0,0,0
16:42:34:543,110613,98565,7835,1,0,0,0
16:42:34:563,110661,98592,7829,1,0,0,0
16:42:34:583,110690,98596,7836,1,0,0,0
16:42:34:603,110721,98595,7844,1,0,0,0
16:42:34:623,110720,98608,7827,1,0,0,0
16:42:34:643,110701,98575,7847,1,0,0,0
16:42:34:663,110506,98536,7828,1,0,0,0
16:42:34:683,110083,98400,7824,1,0,0,0
16:42:34:703,109630,98294,7788,1,0,0,0
16:42:34:723,109387,98203,7760,1,0,0,0
16:42:34:743,109367,98184,7781,1,0,0,0
16:42:34:763,109512,98246,7777,1,0,0,0
16:42:34:783,109675,98292,7798,1,0,0,0
16:42:34:803,109843,98362,7825,1,0,0,0
16:42:34:823,109917,98377,7797,1,0,0,0
16:42:34:843,109997,98396,7819,1,0,0,0
16:42:34:863,110018,98428,7802,1,0,0,0
16:42:34:883,110114,98411,7827,1,0,0,0
16:42:34:903,110234,98472,7824,1,0,0,0
16:42:34:923,110284,98475,7814,1,0,0,0
16:42:34:943,110338,98498,7833,1,0,0,0
16:42:34:963,110282,98476,7813,1,0,0,0
16:42:34:983,110251,98451,7835,1,0,0,0
16:42:35:003,110240,98474,7828,1,0,0,0
16:42:35:023,110190,98439,7815,1,0,0,0
16:42:35:043,110246,98464,7844,1,0,0,0
16:42:35:063,110236,98450,7819,1,0,0,0
16:42:35:083,110273,98440,7848,1,0,0,0
16:42:35:103,110323,98476,7829,1,0,0,0
16:42:35:123,110389,98458,7844,1,0,0,0
16:42:35:143,110445,98498,7846,1,0,0,0
16:42:35:163,110461,98502,7839,1,0,0,0
16:42:35:183,110556,98519,7864,1,0,0,0
16:42:35:203,110565,98541,7849,1,0,0,0
16:42:35:223,110589,98536,7867,1,0,0,0
16:42:35:243,110625,98546,7861,1,0,0,0
16:42:35:263,110623,98528,7840,1,0,0,0
16:42:35:283,110668,98554,7873,1,0,0,0
16:42:35:303,110674,98564,7851,1,0,0,0
16:42:35:323,110679,98552,7865,1,0,0,0
16:42:35:343,110715,98568,7847,1,0,0,0
16:42:35:363,110733,98554,7855,1,0,0,0
16:42:35:383,110789,98594,7878,1,0,0,0
16:42:35:403,110793,98583,7862,1,0,0,0
16:42:35:423,110810,98577,7876,1,0,0,0
16:42:35:443,110823,98606,7864,1,0,0,0
16:42:35:463,110831,98582,7881,1,0,0,0
16:42:35:483,110791,98597,7874,1,0,0,0
16:42:35:503,110538,98504,7853,1,0,0,0
16:42:35:523,110158,98388,7862,1,0,0,0
16:42:35:543,109745,98294,7822,1,0,0,0
16:42:35:563,109525,98198,7822,1,0,0,0
16:42:35:583,109514,98220,7818,1,0,0,0
16:42:35:603,109609,98234,7804,1,0,0,0
16:42:35:623,109791,98293,7841,1,0,0,0
16:42:35:643,109898,98340,7825,1,0,0,0
16:42:35:663,109953,98342,7822,1,0,0,0
16:42:35:683,110029,98375,7843,1,0,0,0
16:42:35:703,110082,98388,7835,1,0,0,0
16:42:35:723,110192,98416,7860,1,0,0,0
16:42:35:743,110230,98431,7843,1,0,0,0
16:42:35:763,110294,98440,7864,1,0,0,0
16:42:35:783,110277,98445,7852,1,0,0,0
16:42:35:803,110232,98417,7851,1,0,0,0
16:42:35:823,110202,98421,7866,1,0,0,0
16:42:35:843,110158,98406,7834,1,0,0,0
16:42:35:863,110191,98388,7863,1,0,0,0
16:42:35:883,110205,98418,7858,1,0,0,0
16:42:35:903,110238,98414,7857,1,0,0,0
16:42:35:923,110314,98452,7871,1,0,0,0
16:42:35:943,110361,98453,7855,1,0,0,0
16:42:35:963,110441,98470,7886,1,0,0,0
16:42:35:983,110474,98496,7842,1,0,0,0
16:42:36:003,110489,98485,7880,1,0,0,0
16:42:36:023,110543,98504,7874,1,0,0,0
16:42:36:043,110556,98504,7861,1,0,0,0
16:42:36:063,110605,98510,7884,1,0,0,0
16:42:36:083,110616,98511,7867,1,0,0,0
16:42:36:103,110637,98512,7882,1,0,0,0
16:42:36:123,110674,98551,7882,1,0,0,0
16:42:36:143,110682,98525,7867,1,0,0,0
16:42:36:163,110717,98549,7892,1,0,0,0
16:42:36:183,110716,98556,7874,1,0,0,0
16:42:36:203,110753,98551,7892,1,0,0,0
16:42:36:223,110807,98585,7880,1,0,0,0
16:42:36:243,110803,98576,7880,1,0,0,0
16:42:36:263,110869,98608,7901,1,0,0,0
16:42:36:283,110864,98608,7886,1,0,0,0
16:42:36:303,110881,98601,7932,1,0,0,0
16:42:36:323,110737,98582,7875,1,0,0,0
16:42:36:343,110399,98471,7863,1,0,0,0
16:42:36:363,109925,98357,7847,1,0,0,0
16:42:36:383,109493,98205,7803,1,0,0,0
16:42:36:403,109327,98130,7809,1,0,0,0
16:42:36:423,109384,98183,7795,1,0,0,0
16:42:36:443,109560,98230,7826,1,0,0,0
16:42:36:463,109751,98308,7823,1,0,0,0
16:42:36:483,109847,98330,7827,1,0,0,0
16:42:36:503,109946,98341,7849,1,0,0,0
16:42:36:523,109964,98376,7835,1,0,0,0
16:42:36:543,110057,98374,7860,1,0,0,0
16:42:36:563,110154,98421,7855,1,0,0,0
16:42:36:583,110222,98423,7847,1,0,0,0
16:42:36:603,110295,98453,7869,1,0,0,0
16:42:36:623,110275,98452,7847,1,0,0,0
16:42:36:643,110264,98426,7874,1,0,0,0
16:42:36:663,110248,98434,7858,1,0,0,0
16:42:36:683,110225,98416,7854,1,0,0,0
16:42:36:703,110274,98441,7875,1,0,0,0
16:42:36:723,110289,98453,7851,1,0,0,0
16:42:36:743,110338,98443,7883,1,0,0,0
16:42:36:763,110388,98484,7869,1,0,0,0
16:42:36:783,110452,98476,7878,1,0,0,0
16:42:36:803,110531,98505,7883,1,0,0,0
16:42:36:823,110563,98502,7868,1,0,0,0
16:42:36:843,110616,98517,7904,1,0,0,0
16:42:36:863,110640,98528,7874,1,0,0,0
16:42:36:883,110646,98522,7889,1,0,0,0
16:42:36:903,110680,98548,7889,1,0,0,0
16:42:36:923,110694,98539,7881,1,100,49,35.02
16:42:42:167,110737,98542,7903,1,0,0,0
16:42:42:187,110743,98557,7879,1,0,0,0
16:42:42:207,110773,98534,7902,1,0,0,0
16:42:42:227,110793,98578,7899,1,0,0,0
16:42:42:247,110800,98560,7884,1,0,0,0
16:42:42:267,110843,98578,7902,1,0,0,0
16:42:42:287,110870,98582,7886,1,0,0,0
16:42:42:307,110906,98582,7908,1,0,0,0
16:42:42:327,110929,98611,7898,1,0,0,0
16:42:42:347,110937,98585,7893,1,0,0,0
16:42:42:367,110958,98600,7911,1,0,0,0
16:42:42:387,110848,98569,7892,1,0,0,0
16:42:42:407,110588,98483,7895,1,0,0,0
16:42:42:427,110154,98368,7867,1,0,0,0
16:42:42:447,109722,98217,7853,1,0,0,0
16:42:42:467,109539,98178,7845,1,0,0,0
16:42:42:487,109544,98187,7824,1,0,0,0
16:42:42:507,109693,98232,7855,1,0,0,0
16:42:42:527,109871,98294,7861,1,0,0,0
16:42:42:547,109978,98321,7868,1,0,0,0
16:42:42:567,110087,98360,7881,1,0,0,0
16:42:42:587,110095,98361,7857,1,0,0,0
16:42:42:607,110178,98376,7886,1,0,0,0
16:42:42:627,110227,98390,7869,1,0,0,0
16:42:42:647,110314,98401,7890,1,0,0,0
16:42:42:667,110341,98240,7993,1,0,0,0
16:42:42:687,110412,98262,8018,1,0,0,0
16:42:42:707,110470,98282,7995,1,0,0,0
16:42:42:727,110506,98267,8019,1,0,0,0
16:42:42:747,110552,98295,8008,1,0,0,0
16:42:42:767,110577,98297,8004,1,0,0,0
16:42:42:787,110650,98330,8014,1,0,0,0
16:42:42:807,110666,98333,8006,1,0,0,0
16:42:42:827,110709,98341,8031,1,0,0,0
16:42:42:847,110724,98360,8025,1,0,0,0
16:42:42:867,110719,98346,8021,1,0,0,0
16:42:42:887,110790,98378,8032,1,0,0,0
16:42:42:907,110786,98359,8004,1,0,0,0
16:42:42:927,110811,98362,8041,1,0,0,0
16:42:42:947,110826,98382,8022,1,0,0,0
16:42:42:967,110852,98356,8029,1,0,0,0
16:42:42:987,110895,98393,8041,1,0,0,0
16:42:43:007,110905,98389,8019,1,0,0,0
16:42:43:027,110959,98400,8045,1,0,0,0
16:42:43:047,110940,98399,8035,1,0,0,0
16:42:43:067,110957,98390,8045,1,0,0,0
16:42:43:087,110993,98421,8040,1,0,0,0
16:42:43:107,110990,98401,8023,1,0,0,0
16:42:43:127,110958,98394,8046,1,0,0,0
16:42:43:147,110722,98310,8022,1,0,0,0
16:42:43:167,110385,98210,8011,1,0,0,0
16:42:43:187,110081,98148,7996,1,0,0,0
16:42:43:207,109887,98077,7988,1,0,0,0
16:42:43:227,109931,98103,8006,1,0,0,0
16:42:43:247,110025,98138,7986,1,0,0,0
16:42:43:267,110150,98149,8022,1,0,0,0
16:42:43:287,110257,98197,8004,1,0,0,0
16:42:43:307,110283,98194,8007,1,0,0,0
16:42:43:327,110333,98223,8024,1,0,0,0
16:42:43:347,110348,98218,8002,1,0,0,0
16:42:43:367,110455,98233,8060,1,0,0,0
16:42:43:387,110518,98278,8010,1,0,0,0
16:42:43:407,110563,98254,8023,1,0,0,0
16:42:43:427,110587,98282,8032,1,0,0,0
16:42:43:447,110564,98266,8011,1,0,0,0
16:42:43:467,110571,98263,8036,1,0,0,0
16:42:43:487,110539,98273,8025,1,0,0,0
16:42:43:507,110546,98250,8038,1,0,0,0
16:42:43:527,110572,98273,8035,1,0,0,0
16:42:43:547,110538,98244,8016,1,0,0,0
16:42:43:567,110587,98269,8038,1,0,0,0
16:42:43:587,110591,98272,8009,1,0,0,0
16:42:43:607,110624,98253,8046,1,0,0,0
16:42:43:627,110695,98301,8042,1,0,0,0
16:42:43:647,110717,98295,8039,1,0,0,0
16:42:43:667,110777,98320,8051,1,0,0,0
16:42:43:687,110781,98303,8033,1,0,0,0
16:42:43:707,110826,98327,8059,1,0,0,0
16:42:43:727,110838,98350,8048,1,0,0,0
16:42:43:747,110832,98317,8047,1,0,0,0
16:42:43:767,110875,98350,8060,1,0,0,0
16:42:43:787,110875,98364,8035,1,0,0,0
16:42:43:807,110904,98347,8069,1,0,0,0
16:42:43:827,110931,98373,8041,1,0,0,0
16:42:43:847,110943,98346,8051,1,0,0,0
16:42:43:867,110997,98394,8058,1,0,0,0
16:42:43:887,110994,98374,8039,1,0,0,0
16:42:43:907,111035,98370,8070,1,0,0,0
16:42:43:927,111032,98392,8053,1,0,0,0
16:42:43:947,110973,98354,8069,1,0,0,0
16:42:43:967,110842,98325,8061,1,0,0,0
16:42:43:987,110557,98242,8034,1,0,0,0
16:42:44:007,110220,98122,8038,1,0,0,0
16:42:44:027,109917,98072,7999,1,0,0,0
16:42:44:047,109851,98029,8018,1,0,0,0
16:42:44:067,109932,98076,8013,1,0,0,0
16:42:44:087,110019,98083,8001,1,0,0,0
16:42:44:107,110158,98137,8032,1,0,0,0
16:42:44:127,110212,98164,8007,1,0,0,0
16:42:44:147,110256,98161,8043,1,0,0,0
16:42:44:167,110301,98171,8033,1,0,0,0
16:42:44:187,110337,98174,8032,1,0,0,0
16:42:44:207,110439,98203,8051,1,0,0,0
16:42:44:227,110459,98219,8013,1,0,0,0
16:42:44:247,110515,98215,8053,1,0,0,0
16:42:44:267,110487,98227,8048,1,0,0,0
16:42:44:287,110428,98182,8046,1,0,0,0
16:42:44:307,110434,98200,8046,1,0,0,0
16:42:44:327,110389,98187,8034,1,0,0,0
16:42:44:347,110449,98195,8063,1,0,0,0
16:42:44:367,110463,98219,8044,1,0,0,0
16:42:44:387,110524,98210,8058,1,0,0,0
16:42:44:407,110586,98241,8055,1,0,0,0
16:42:44:427,110595,98255,8049,1,0,0,0
16:42:44:447,110645,98261,8076,1,0,0,0
16:42:44:467,110660,98249,8051,1,0,0,0
16:42:44:487,110694,98246,8067,1,0,0,0
16:42:44:507,110731,98286,8054,1,0,0,0
16:42:44:527,110730,98267,8060,1,0,0,0
16:42:44:547,110788,98286,8069,1,0,0,0
16:42:44:567,110783,98294,8050,1,0,0,0
16:42:44:587,110790,98278,8076,1,0,0,0
16:42:44:607,110824,98310,8067,1,0,0,0
16:42:44:627,110834,98301,8064,1,0,0,0
16:42:44:647,110866,98319,8075,1,0,0,0
16:42:44:667,110907,98324,8064,1,0,0,0
16:42:44:687,110960,98323,8086,1,0,0,0
16:42:44:707,110963,98345,8070,1,0,0,0
16:42:44:727,110944,98321,8078,1,0,0,0
16:42:44:747,110989,98350,8083,1,0,0,0
16:42:44:767,110945,98340,8075,1,0,0,0
16:42:44:787,110857,98299,8084,1,0,0,0
16:42:44:807,110538,98223,8056,1,0,0,0
16:42:44:827,110159,98086,8055,1,0,0,0
16:42:44:847,109895,98032,8036,1,0,0,0
16:42:44:867,109762,97984,8005,1,0,0,0
16:42:44:887,109873,98032,8045,1,0,0,0
16:42:44:907,109970,98066,8026,1,0,0,0
16:42:44:927,110078,98083,8049,1,0,0,0
16:42:44:947,110159,98121,8038,1,0,0,0
16:42:44:967,110174,98117,8034,1,0,0,0
16:42:44:987,110238,98130,8060,1,0,0,0
16:42:45:007,110272,98144,8029,1,0,0,0
16:42:45:027,110385,98164,8058,1,0,0,0
16:42:45:047,110444,98215,8059,1,0,0,0
16:42:45:067,110459,98172,8058,1,0,0,0
16:42:45:087,110478,98210,8070,1,0,0,0
16:42:45:107,110458,98187,8038,1,0,0,0
16:42:45:127,110475,98166,8070,1,0,0,0
16:42:45:147,110450,98197,8049,1,0,0,0
16:42:45:167,110445,98165,8058,1,0,0,0
16:42:45:187,110489,98206,8077,1,0,0,0
16:42:45:207,110497,98187,8046,1,0,0,0
16:42:45:227,110584,98214,8080,1,0,0,0
16:42:45:247,110628,98232,8058,1,0,0,0
16:42:45:267,110664,98220,8071,1,0,0,0
16:42:45:287,110684,98233,8078,1,0,0,0
16:42:45:307,110714,98255,8061,1,0,0,0
16:42:45:327,110768,98260,8087,1,0,0,0
16:42:45:347,110759,98270,8060,1,0,0,0
16:42:45:367,110777,98251,8084,1,0,0,0
16:42:45:387,110816,98301,8082,1,0,0,0
16:42:45:407,110810,98272,8078,1,0,0,0
16:42:45:427,110870,98297,8093,1,0,0,0
16:42:45:447,110879,98300,8068,1,0,0,0
16:42:45:467,110904,98286,8104,1,0,0,0
16:42:45:487,110942,98306,8090,1,0,0,0
16:42:45:507,110947,98295,8080,1,0,0,0
16:42:45:527,110997,98336,8107,1,0,0,0
16:42:45:547,111013,98326,8081,1,0,0,0
16:42:45:567,111030,98319,8105,1,0,0,0
16:42:45:587,111021,98331,8095,1,0,0,0
16:42:45:607,110939,98278,8096,1,0,0,0
16:42:45:627,110737,98248,8091,1,0,0,0
16:42:45:647,110347,98126,8057,1,0,0,0
16:42:45:667,110061,98036,8062,1,0,0,0
16:42:45:687,109914,98005,8030,1,0,0,0
16:42:45:707,109929,97984,8045,1,0,0,0
16:42:45:727,110042,98054,8069,1,0,0,0
16:42:45:747,110136,98072,8047,1,0,0,0
16:42:45:767,110224,98104,8068,1,0,0,0
16:42:45:787,110255,98113,8049,1,0,0,0
16:42:45:807,110256,98086,8077,1,0,0,0
16:42:45:827,110312,98123,8083,1,0,0,0
16:42:45:847,110349,98135,8067,1,0,0,0
16:42:45:867,110487,98162,8081,1,0,0,0
16:42:45:887,110529,98193,8071,1,0,0,0
16:42:45:907,110556,98177,8086,1,0,0,0
16:42:45:927,110561,98157,8078,1,0,0,0
16:42:45:947,110506,98164,8079,1,0,0,0
16:42:45:967,110547,98173,8082,1,0,0,0
16:42:45:987,110530,98188,8061,1,0,0,0
16:42:46:007,110563,98166,8091,1,0,0,0
16:42:46:027,110599,98192,8081,1,0,0,0
16:42:46:047,110632,98184,8087,1,0,0,0
16:42:46:067,110720,98216,8099,1,0,0,0
16:42:46:087,110738,98216,8084,1,0,0,0
16:42:46:107,110798,98226,8120,1,0,0,0
16:42:46:127,110778,98249,8089,1,0,0,0
16:42:46:147,110799,98219,8132,1,0,0,0
16:42:46:167,110841,98255,8105,1,0,0,0
16:42:46:187,110838,98249,8084,1,0,0,0
16:42:46:207,110903,98263,8117,1,0,0,0
16:42:46:227,110894,98260,8093,1,0,0,0
16:42:46:247,110900,98222,8104,1,0,0,0
16:42:46:267,110928,98274,8095,1,0,0,0
16:42:46:287,110923,98269,8088,1,0,0,0
