time,cnt,ir,red,green,spo2,hr,temp
14:36:53:909,8030,121372,110557,7076,0,0,0
14:36:53:932,8052,138942,122572,7696,0,0,0
14:36:53:955,8074,143214,124641,7916,0,0,0
14:36:53:976,8095,145664,125644,7967,0,0,0
14:36:54:001,8117,148095,127165,7993,0,0,0
14:36:54:021,8139,149759,128234,8291,0,0,0
14:36:54:044,8161,152028,129507,8519,0,0,0
14:36:54:066,8183,154164,130514,8820,0,0,0
14:36:54:089,8204,156025,131334,9029,0,0,0
14:36:54:112,8226,156806,131612,9234,0,0,0
14:36:54:131,8247,157304,131626,9394,0,0,0
14:36:54:146,8269,157574,131660,9617,0,0,0
14:36:54:168,8291,157419,131932,9959,0,0,0
14:36:54:190,8313,156992,131986,10215,0,0,0
14:36:54:214,8334,155634,131692,10205,0,0,0
14:36:54:235,8356,154196,131297,10260,0,0,0
14:36:54:257,8377,151184,129449,10124,0,0,0
14:36:54:280,8399,144862,126204,10062,0,0,0
14:36:54:305,8421,120374,110667,8448,0,0,0
14:36:54:327,8442,118371,107715,8243,0,0,0
14:36:54:346,8464,123796,111685,8129,0,0,0
14:36:54:369,8486,129908,115533,8067,0,0,0
14:36:54:391,8507,136211,119850,9721,0,0,0
14:36:54:413,8529,123959,111314,9863,0,0,0
14:36:54:437,8550,114457,105204,9957,0,0,0
14:36:54:459,8572,111854,102035,9275,0,0,0
14:36:54:482,8594,111562,101546,10451,0,0,0
14:36:54:496,8615,112086,101696,9817,0,0,0
14:36:54:516,8637,114303,102971,9974,0,0,0
14:36:54:540,8658,127748,112867,9958,0,0,0
14:36:54:560,8680,139942,125742,10068,0,0,0
14:36:54:584,8702,143457,127806,10053,0,0,0
14:36:54:608,8723,143606,127455,9783,0,0,0
14:36:54:629,8745,147247,129931,10151,0,0,0
14:36:54:651,8766,152239,133715,10419,0,0,0
14:36:54:674,8788,156306,136467,11248,0,0,0
14:36:54:698,8809,157957,137271,11513,0,0,0
14:36:54:717,8831,158137,137513,11723,0,0,0
14:36:54:742,8853,158680,137988,11870,0,0,0
14:36:54:766,8874,158019,137870,11850,0,0,0
14:36:54:785,8896,157026,137117,12265,0,0,0
14:36:54:809,8918,156509,136482,12282,0,0,0
14:36:54:820,8939,156460,136321,12528,0,0,0
14:36:54:843,8961,157571,136785,12802,0,0,0
14:36:54:867,8982,159874,137995,13476,0,0,0
14:36:54:888,9004,160817,138495,13617,0,0,0
14:36:54:912,9026,161375,138703,13800,0,0,0
14:36:54:933,9047,162065,138807,13993,0,0,0
14:36:54:956,9069,162169,138820,14151,0,0,0
14:36:54:978,9091,162328,138646,14314,0,0,0
14:36:54:999,9113,162395,138797,14432,0,0,0
14:36:55:022,9134,162392,138668,14588,0,0,0
14:36:55:045,9156,162837,138692,14735,0,0,0
14:36:55:072,9178,162876,138715,14833,0,0,0
14:36:55:090,9199,163129,139049,15120,0,0,0
14:36:55:113,9221,163020,138860,15244,0,0,0
14:36:55:135,9243,163196,138775,15289,0,0,0
14:36:55:157,9264,162985,138699,15332,0,0,0
14:36:55:170,9286,162949,138473,15390,0,0,0
14:36:55:193,9308,162928,138700,15405,0,0,0
14:36:55:214,9330,162870,138434,15454,0,0,0
14:36:55:236,9351,162999,138438,15526,0,0,0
