time,spo2,hr,temp
11:48:53.801,97,,
11:48:56.902,94,,35
11:48:59.844,96,,
11:49:02.860,97,,
11:49:05.870,98,,
11:49:08.897,100,,
11:49:11.986,100,,36.2
11:49:14.952,100,,
11:49:17.966,100,,
11:49:20.984,100,,
11:49:24.021,100,,
11:49:27.109,100,,36.9
11:49:30.053,100,,
11:49:33.087,99,66,
11:49:36.100,99,63,
11:49:39.117,99,,
11:49:42.219,99,67,37.4
11:49:45.170,98,,
11:49:48.186,95,,
11:49:51.215,97,71,
11:49:54.224,98,74,
11:49:57.326,99,72,37.7
11:50:00.278,100,,
11:50:03.291,100,,
11:50:06.306,100,,
11:50:09.344,100,,
11:50:12.446,100,,32.4
11:50:15.386,100,,
