time,spo2,hr,temp
13:18:22.689,,,27.2
13:18:22.728,100,,
13:18:24.437,98,75,
13:18:27.237,100,,
13:18:30.262,98,72,
13:18:33.350,98,72,28.8
13:18:36.306,100,,
13:18:39.310,99,75,
13:18:42.336,99,75,
13:18:45.358,100,,
13:18:48.445,100,,28.8
13:18:51.404,100,,
13:18:54.428,100,,
13:21:04.421,2,,28.6
13:21:07.400,31,,
13:21:10.404,52,,
13:21:13.433,66,,
13:21:16.458,76,,
13:21:19.553,84,82,29.1
13:21:22.532,89,77,
13:21:25.514,87,80,
13:21:28.543,89,83,
13:21:31.568,85,85,
13:21:34.652,86,87,29.3
13:21:37.604,88,86,
13:21:40.670,89,87,
13:21:43.660,90,89,
13:21:46.663,89,87,
13:21:49.758,90,86,29.3
13:21:52.741,92,84,
13:21:55.753,92,86,
13:21:58.757,94,88,
13:22:01.784,95,90,
13:22:04.881,93,91,29.3
13:22:07.834,95,,
13:22:10.867,96,,
13:22:13.866,94,93,
13:22:16.892,95,94,
13:22:19.976,94,93,29.3
13:22:22.942,96,95,
13:22:25.976,98,93,
13:22:28.984,99,92,
