time,cnt,ir,red,green,spo2,hr,temp
15:35:52:933,2024,11667,12699,737,0,0,24.4
15:35:52:942,2029,11667,12699,737,83,81,0
15:35:52:972,2051,12030,12975,1230,0,0,0
15:35:53:006,2074,12119,13973,1119,0,0,0
15:35:53:033,2096,11150,12882,1079,0,0,0
15:35:53:063,2119,11664,12655,891,0,0,0
15:35:53:095,2141,11733,12659,1199,0,0,0
15:35:53:121,2163,11415,13414,1034,0,0,0
15:35:53:153,2185,9872,11771,944,0,0,0
15:35:53:185,2208,10549,11364,1005,0,0,0
15:35:53:211,2230,10169,11133,855,0,0,0
15:35:53:242,2252,10274,11215,1071,0,0,0
15:35:53:273,2274,10321,12455,938,0,0,0
15:35:53:303,2298,8982,11015,834,0,0,0
15:35:53:335,2327,9830,10606,954,0,0,0
15:35:53:363,2357,9129,10063,959,0,0,0
15:35:53:395,2387,9353,11442,817,0,0,0
15:35:53:425,2417,8342,10382,736,0,0,0
15:35:53:454,2446,9602,10480,1001,0,0,0
15:35:53:484,2477,9551,10472,855,0,0,0
15:35:53:516,2507,9372,10291,964,0,0,0
15:35:53:543,2536,9300,11361,824,0,0,0
15:35:53:574,2566,8176,10150,692,0,0,0
15:35:53:607,2596,9299,10123,1067,0,0,0
15:35:53:632,2626,9305,10217,823,0,0,0
15:35:53:692,2656,9192,10034,904,0,0,0
15:35:53:727,2685,8004,9768,652,0,0,0
15:35:53:752,2715,8869,9648,1202,0,0,0
15:35:53:783,2745,8890,9690,800,0,0,0
15:35:53:816,2775,8771,9395,833,0,0,0
15:35:53:873,2834,8730,10323,779,0,0,0
15:35:53:873,2863,7887,9339,632,0,0,0
15:35:53:905,2893,8743,9412,1352,0,0,0
15:35:53:935,2923,8845,9582,796,0,0,0
15:35:53:965,2953,718,1190,279,0,0,0
15:35:53:993,2983,667,1107,350,0,0,0
15:35:54:026,3013,795,3594,220,0,0,0
15:35:54:052,3043,0,1150,26,0,0,0
15:35:54:083,3073,783,1124,893,0,0,0
15:35:54:116,3102,691,1192,335,0,0,0
15:35:54:141,3132,839,3498,216,0,0,0
15:35:54:171,3162,0,1164,7,0,0,0
15:35:54:202,3192,795,1110,1344,0,0,0
15:35:54:239,3222,739,1213,265,0,0,0
15:35:54:263,3251,630,653,220,0,0,0
15:35:54:293,3281,829,3080,234,0,0,0
15:35:54:327,3311,830,1085,1817,0,0,0
15:35:54:353,3341,746,1241,261,0,0,0
15:35:54:382,3370,830,2444,248,0,0,0
15:35:54:415,3400,0,1185,29,0,0,0
