time,cnt,ir,red,green,spo2,hr,temp
14:15:24:791,95836,0,0,0,0,0,0
14:15:24:806,95857,46,41,37,0,0,0
14:15:24:836,95879,7,0,32,0,0,0
14:15:24:882,95900,34,54,12,0,0,0
14:15:24:932,95925,42,18,33,0,0,0
14:15:58:678,2018,0,17,0,0,0,32
14:15:58:707,2019,0,17,0,0,0,0
14:15:58:735,2040,14,0,37,0,0,0
14:15:58:737,2062,34,47,0,0,0,0
14:15:58:767,2083,0,0,0,0,0,0
14:15:58:798,2105,48,37,29,0,0,0
14:15:58:798,2126,0,25,0,0,0,0
14:15:58:856,2148,13,0,38,0,0,0
14:15:58:857,2169,34,36,0,0,0,0
14:15:58:887,2191,0,0,0,0,0,0
14:15:58:916,2212,46,16,28,0,0,0
14:15:58:916,2234,0,28,0,0,0,0
14:15:58:947,2255,2,0,39,0,0,0
14:15:58:950,2277,0,47,2,0,0,0
14:15:58:978,2298,47,28,40,0,0,0
14:15:59:009,2320,0,22,0,0,0,0
14:15:59:009,2341,0,0,35,0,0,0
14:15:59:039,2363,29,44,7,0,0,0
14:15:59:068,2384,0,0,0,0,0,0
14:15:59:097,2406,55,19,53,0,0,0
14:15:59:097,2428,0,32,0,0,0,0
14:15:59:127,2449,0,0,21,0,0,0
14:15:59:155,2471,29,52,19,0,0,0
14:15:59:188,2492,0,0,0,0,0,0
14:15:59:246,2514,43,9,40,0,0,0
14:15:59:268,2536,0,35,0,0,0,0
14:15:59:277,2557,0,0,22,0,0,0
14:15:59:338,2579,41,50,13,0,0,0
14:15:59:367,2600,39,0,50,0,0,0
14:15:59:398,2621,11,30,0,0,0,0
14:15:59:398,2643,0,0,24,0,0,0
14:15:59:428,2664,41,49,30,0,0,0
14:15:59:457,2709,0,0,0,0,0,0
14:15:59:488,2738,54,2,52,0,0,0
14:15:59:518,2760,3,2,0,0,0,0
14:15:59:519,2782,0,0,63,0,0,0
14:15:59:519,2803,0,0,0,0,0,0
14:15:59:577,2828,46,6,50,0,0,0
14:15:59:608,2849,18,25,0,0,0,0
14:15:59:608,2875,0,0,21,0,0,0
14:15:59:637,2897,33,53,27,0,0,0
14:15:59:668,2918,0,0,0,0,0,0
14:15:59:696,2947,25,0,51,0,0,0
14:15:59:727,2969,28,36,0,0,0,0
14:15:59:727,2990,0,0,30,0,0,0
14:15:59:757,3012,59,47,26,0,0,0
14:15:59:788,3036,20,0,0,0,0,0
14:15:59:818,3066,27,41,0,0,0,0
14:15:59:848,3087,0,0,7,0,0,0
14:15:59:848,3109,50,42,37,0,0,0
14:15:59:877,3130,0,0,0,0,0,0
14:15:59:907,3155,33,0,43,0,0,0
14:15:59:937,3177,26,53,0,0,0,0
14:15:59:968,3199,0,0,3,0,0,0
14:15:59:969,3220,54,41,36,0,0,0
14:15:59:997,3245,0,3,0,0,0,0
14:16:00:026,3274,22,0,49,0,0,0
14:16:00:028,3295,25,0,0,0,0,0
14:16:00:058,3317,0,0,61,0,0,0
14:16:00:059,3338,0,21,0,0,0,0
14:16:00:087,3364,20,0,50,0,0,0
14:16:00:118,3385,27,58,4,0,0,0
14:16:00:146,3407,0,0,0,0,0,0
14:16:00:177,3428,56,21,40,0,0,0
14:16:00:177,3450,5,0,51,0,0,0
14:16:00:209,3472,0,0,0,0,0,0
14:16:00:238,3493,49,22,39,0,0,0
14:16:00:238,3514,0,28,0,0,0,0
14:16:00:298,3536,13,0,50,0,0,0
14:16:00:327,3557,41,41,6,0,0,0
14:16:00:343,3579,0,0,0,0,0,0
14:16:00:358,3600,50,23,36,0,0,0
14:16:00:387,3621,0,0,22,0,0,0
14:16:00:417,3643,33,49,7,0,0,0
14:16:00:417,3664,0,0,0,0,0,0
14:16:00:446,3692,50,12,51,0,0,0
14:16:00:477,3721,0,44,0,0,0,0
14:16:00:506,3752,32,0,35,0,0,0
14:16:00:537,3781,0,0,0,0,0,0
14:16:00:565,3810,38,21,46,0,0,0
14:16:00:579,3832,6,26,0,0,0,0
14:16:00:597,3854,0,0,17,0,0,0
14:16:00:627,3875,108,27,22,0,0,0
14:16:00:686,3900,42,0,49,0,0,0
14:16:00:716,3921,10,42,0,0,0,0
14:16:00:717,3943,0,0,25,0,0,0
14:16:00:747,3964,48,39,26,0,0,0
14:16:00:777,3990,0,7,0,0,0,0
14:16:00:807,4019,12,51,0,0,0,0
14:16:00:807,4049,0,0,19,0,0,0
14:16:00:837,4079,39,52,26,0,0,0
14:16:00:867,4108,0,7,0,0,0,0
14:16:00:897,4138,28,0,58,0,0,0
14:16:00:926,4160,27,41,0,0,0,0
14:16:00:957,4181,0,8,0,0,0,0
14:16:00:980,4203,38,37,41,0,0,0
14:16:00:987,4227,10,0,45,0,0,0
14:16:01:017,4257,33,39,1,0,0,0
14:16:01:047,4278,0,0,11,0,0,0
14:16:01:078,4300,39,59,42,0,0,0
14:16:01:078,4321,0,6,0,0,0,0
14:16:01:108,4347,9,0,42,0,0,0
14:16:01:138,4376,29,34,0,0,0,0
14:16:01:138,4406,0,0,0,0,0,0
14:16:01:167,4428,59,36,47,0,0,0
14:16:01:197,4449,0,10,0,0,0,0
14:16:01:227,4471,20,24,36,0,0,0
14:16:01:227,4492,0,0,0,0,0,0
14:16:01:258,4514,50,35,50,0,0,0
14:16:01:287,4535,11,0,39,0,0,0
14:16:01:318,4556,30,54,0,0,0,0
14:16:01:348,4578,52,35,47,0,0,0
14:16:01:377,4599,0,18,0,0,0,0
14:16:01:406,4621,0,0,41,0,0,0
14:16:01:407,4645,41,53,15,0,0,0
