time,ir,red,spo2,hr,temp

164119953,7493,12657,0,0,0
164120080,7493,16659,0,0,0
164120102,8414,13647,0,0,0
164120131,8414,13647,0,0,0
164120185,125668,500,0,0,0
164120210,11004,15798,0,0,0
164120236,15737,20492,0,0,0
164120283,14856,19391,0,0,0
164120310,5898,9653,0,0,0
164120337,5898,9653,0,0,0
164120388,5710,10296,0,0,0
164120413,9081,13796,0,0,0
164120434,9081,13796,0,0,0
164120458,9081,13796,0,0,0
164120510,10551,15302,0,0,0
164120533,8955,13427,0,0,0
164120556,8955,13427,0,0,0
164120577,8955,13427,0,0,0
164120620,9913,15101,0,0,0
164120644,8493,12947,0,0,0
164120665,8493,12947,0,0,0
164120689,8493,12947,0,0,0
164120732,10068,15777,0,0,0
164120756,8089,13315,0,0,0
164120778,8089,13315,0,0,0
164120802,8089,13315,0,0,0
164120846,10678,15715,0,0,0
164120868,8924,14263,0,0,0
164120891,8924,14263,0,0,0
164120913,8924,14263,0,0,0
164120956,10340,15041,0,0,0
164120981,9521,14306,0,0,0
164121002,9521,14306,0,0,0
164121026,9521,14306,0,0,0
164121071,9687,14129,0,0,0
164121095,9342,13903,0,0,0
164121116,9342,13903,0,0,0
164121140,9342,13903,0,0,0
164121182,8965,13818,0,0,0
164121204,8878,13400,0,0,0
164121228,8878,13400,0,0,0
164121249,8878,13400,0,0,0
164121292,9012,14437,0,0,0
164121317,8432,13715,0,0,0
164121340,8432,13715,0,0,0
164121362,8432,13715,0,0,0
164121405,9707,14484,0,0,0
164121429,9222,14730,0,0,0
164121450,9222,14730,0,0,0
164121474,9222,14730,0,0,0
164121517,9407,13789,0,0,0
164121539,9986,14859,0,0,0
164121562,9986,14859,0,0,0
164121584,9986,14859,0,0,0
164121629,8586,12654,0,0,0
164121651,9844,14504,0,0,0
164121675,9844,14504,0,0,0
164121696,9844,14504,0,0,0
164121739,9373,13991,0,0,0
164121763,9373,13991,0,0,0
164121784,9373,13991,0,0,0
164121807,9373,13991,0,0,0
164121850,8924,14250,0,0,0
164121872,8924,14250,0,0,0
164121895,8924,14250,0,0,0
164121917,8924,14250,0,0,0
164121962,9623,15349,0,0,0
164121983,9623,15349,0,0,0
164122007,9623,15349,0,0,0
164122028,9623,8423,0,0,0
164122071,10471,15586,0,0,0
