time,ir,red,spo2,hr,temp

163151130,751,495,null,0,0
163151241,751,495,null,0,0
163151264,751,495,null,0,0
163151294,971,750,null,0,0
163151349,774,650,null,0,0
163151377,774,650,null,0,0
163151404,774,650,null,0,0
163151454,1000,667,null,0,0
163151481,971,743,null,0,0
163151506,971,743,null,0,0
163151556,971,743,null,0,0
163151582,909,578,null,0,0
163151605,1029,694,null,0,0
163151631,1029,694,null,0,0
163151679,1029,694,null,0,0
163151702,761,454,null,0,0
163151727,967,551,null,0,0
163151750,967,551,null,0,0
163151794,967,551,null,0,0
163151818,696,563,null,0,0
163151842,814,447,null,0,0
163151864,814,447,null,0,0
163151907,814,447,null,0,0
163151931,873,760,null,0,0
163151953,810,650,null,0,0
163151976,810,650,null,0,0
163152020,810,650,null,0,0
163152042,1028,752,null,0,0
163152065,986,741,null,0,0
163152089,986,741,null,0,0
163152133,986,741,null,0,0
163152156,964,642,null,0,0
163152180,976,654,null,0,0
163152202,976,654,null,0,0
163152245,976,654,null,0,0
163152271,829,529,null,0,0
163152293,905,547,null,0,0
163152317,905,547,null,0,0
163152359,905,547,null,0,0
163152383,754,604,null,0,0
163152405,734,457,null,0,0
163152428,734,457,null,0,0
163152472,734,457,null,0,0
163152494,894,745,null,0,0
163152518,714,640,null,0,0
163152539,714,640,null,0,0
163152582,714,640,null,0,0
163152606,994,707,null,0,0
163152630,908,767,null,0,0
163152653,908,767,null,0,0
163152696,908,767,null,0,0
163152721,953,551,null,0,0
163152742,1017,730,null,0,0
163152765,1017,730,null,0,0
163152809,1017,730,null,0,0
163152833,918,606,null,0,0
163152857,918,606,null,0,0
163152878,918,606,null,0,0
163152928,918,606,null,0,0
163152950,793,523,null,0,0
163152973,793,523,null,0,0
163152995,793,523,null,0,0
163153039,793,523,null,0,0
163153064,759,679,null,0,0
163153086,759,679,null,0,0
163153109,759,679,null,0,0
163153153,759,712,null,0,0
163153176,928,745,null,0,0
163153200,928,745,null,0,0
163153225,928,745,null,0,0
163153272,928,605,null,0,0
163153295,1028,655,null,0,0
163153319,1028,655,null,0,0
163153341,1028,655,null,0,0
163153386,885,486,null,0,0
163153412,948,532,null,0,0
163153434,948,532,null,0,0
163153459,948,532,null,0,0
163153504,1360,500,null,0,0
163153549,740,500,null,0,0
163153569,851,501,null,0,0
163153621,851,501,null,0,0
163153652,851,501,null,0,0
163153673,835,660,null,0,0
163153697,750,536,null,0,0
163153744,750,536,null,0,0
163153767,985,734,null,0,0
163153792,934,588,null,0,0
163153816,831,463,null,0,0
163153858,750,563,null,0,0
163153882,783,429,null,0,0
163153906,831,723,null,0,0
163153928,736,600,null,0,0
163153969,736,600,null,0,0
163153989,736,600,null,0,0
163154016,954,732,null,0,0
163154077,931,730,null,0,0
163154098,931,730,null,0,0
163154120,931,730,null,0,0
163154140,932,625,null,0,0
163154180,1054,692,null,0,0
163154203,1054,692,null,0,0
163154224,1054,692,null,0,0
163154244,855,534,null,0,0
163154283,958,593,null,0,0
163154306,958,593,null,0,0
163154327,958,593,null,0,0
163154349,737,564,null,0,0
163154389,793,488,null,0,0
163154410,793,488,null,0,0
163154433,793,488,null,0,0
163154453,867,676,null,0,0
163154494,740,588,null,0,0
163154516,740,588,null,0,0
163154537,1040,710,null,0,0
163154559,972,616,null,0,0
163154600,857,499,null,0,0
163154620,757,516,null,0,0
163154646,862,705,null,0,0
163154665,1012,730,null,0,0
163154704,975,632,null,0,0
163154726,857,488,null,0,0
163154746,741,494,null,0,0
163154768,851,714,null,0,0
163154806,998,727,null,0,0
163154829,974,634,null,0,0
163154849,864,490,null,0,0
163154870,748,494,null,0,0
163154912,830,683,null,0,0
163154932,1005,731,null,0,0
163154953,976,643,null,0,0
163154973,864,501,null,0,0
163155011,746,487,null,0,0
163155034,814,689,null,0,0
163155054,997,733,null,0,0
163155076,987,653,null,0,0
163155116,868,491,null,0,0
163155135,736,494,null,0,0
163155157,810,687,null,0,0
163155177,982,739,null,0,0
163155217,981,660,null,0,0
163155239,880,523,null,0,0
163155259,762,485,null,0,0
163155281,796,676,null,0,0
163155320,977,734,null,0,0
163155341,1003,675,null,0,0
163155362,886,525,null,0,0
163155382,755,437,null,0,0
163155421,780,656,null,0,0
163155443,977,747,null,0,0
163155462,996,677,null,0,0
163155481,894,531,null,0,0
163155502,791,474,null,0,0
163155541,782,648,null,0,0
163155562,984,742,null,0,0
163155583,997,675,null,0,0
163155602,906,549,null,0,0
163155641,774,472,null,0,0
163155666,771,649,null,0,0
163155685,960,738,null,0,0
163155707,1001,676,null,0,0
163155747,908,552,null,0,0
163155767,778,474,null,0,0
163155788,782,643,null,0,0
163155808,947,737,null,0,0
163155850,1006,680,null,0,0
163155874,922,558,null,0,0
163155893,785,482,null,0,0
163155915,776,619,null,0,0
163155953,956,741,null,0,0
163155974,779,473,null,0,0
163155996,769,602,null,0,0
163156016,790,474,null,0,0
163156055,760,584,null,0,0
163156075,943,744,null,0,0
163156097,947,636,null,0,0
163156117,799,455,null,0,0
163156157,971,583,null,0,0
163156180,800,451,null,0,0
163156200,934,588,null,0,0
163156222,831,463,null,0,0
163156265,750,563,null,0,0
163156289,998,596,null,0,0
163156327,833,488,null,0,0
163156376,961,595,null,0,0
163156397,851,477,null,0,0
163156421,946,605,null,0,0
163156442,1360,500,null,0,0
163156483,751,495,null,0,0
163156506,869,510,null,0,0
163156525,869,650,null,0,0
163156547,792,513,null,0,0
163156588,792,513,null,0,0
163156608,792,513,null,0,0
163156630,792,743,null,0,0
163156650,888,674,null,0,0
163156689,888,674,null,0,0
163156711,888,674,null,0,0
163156731,888,694,null,0,0
163156752,1033,703,null,0,0
163156789,1033,703,null,0,0
163156812,1033,703,null,0,0
163156831,849,652,null,0,0
163156853,947,636,null,0,0
163156891,799,455,null,0,0
163156912,958,619,null,0,0
163156934,860,508,null,0,0
163156955,959,634,null,0,0
163156995,871,498,null,0,0
163157017,983,685,null,0,0
163157036,966,623,null,0,0
163157058,948,707,null,0,0
163157098,964,714,null,0,0
163157118,972,632,null,0,0
163157140,921,744,null,0,0
163157160,959,644,null,0,0
163157199,1019,730,null,0,0
163157221,972,652,null,0,0
163157240,882,533,null,0,0
163157261,957,704,null,0,0
163157281,982,650,null,0,0
163157319,983,712,null,0,0
163157341,973,651,null,0,0
163157360,895,560,null,0,0
163157380,952,717,null,0,0
163157419,978,671,null,0,0
163157441,948,702,null,0,0
163157460,986,670,null,0,0
163157482,805,587,null,0,0
163157520,942,707,null,0,0
163157541,982,677,null,0,0
163157562,789,628,null,0,0
163157581,932,712,null,0,0
163157620,806,583,null,0,0
163157646,929,710,null,0,0
163157665,785,592,null,0,0
163157686,780,561,null,0,0
163157724,834,547,null,0,0
163157744,893,677,null,0,0
163157765,964,673,null,0,0
163157785,947,633,null,0,0
163157824,869,556,null,0,0
163157849,783,557,null,0,0
163157868,865,676,null,0,0
163157890,900,533,null,0,0
163157926,785,540,null,0,0
163157948,861,684,null,0,0
163157967,841,519,null,0,0
163157988,779,557,null,0,0
163158008,852,679,null,0,0
163158046,858,532,null,0,0
163158079,781,541,null,0,0
163158106,868,543,null,0,0
163158160,841,542,null,0,0
163158188,794,526,null,0,0
163158207,840,662,null,0,0
163158229,876,547,null,0,0
163158267,793,534,null,0,0
163158287,830,651,null,0,0
163158308,895,545,null,0,0
163158331,796,520,null,0,0
163158370,902,556,null,0,0
163158392,800,520,null,0,0
163158412,816,644,null,0,0
163158433,903,660,null,0,0
163158471,898,561,null,0,0
163158491,954,668,null,0,0
163158512,897,572,null,0,0
163158532,963,727,null,0,0
163158570,902,571,null,0,0
163158590,1025,674,null,0,0
163158612,920,583,null,0,0
163158631,977,672,null,0,0
163158652,919,596,null,0,0
163158691,827,518,null,0,0
163158711,967,672,null,0,0
163158733,932,588,null,0,0
163158752,975,673,null,0,0
163158791,935,591,null,0,0
163158813,975,673,null,0,0
163158833,939,623,null,0,0
163158855,912,724,null,0,0
163158896,977,685,null,0,0
163158922,860,670,null,0,0
163158945,974,691,null,0,0
163158965,934,604,null,0,0
163159004,879,681,null,0,0
163159027,970,685,null,0,0
163159047,939,616,null,0,0
163159068,841,695,null,0,0
163159107,978,693,null,0,0
163159127,935,624,null,0,0
163159149,906,690,null,0,0
163159168,985,696,null,0,0
163159210,952,631,null,0,0
163159230,854,682,null,0,0
163159252,970,697,null,0,0
163159272,860,679,null,0,0
163159313,973,685,null,0,0
163159336,855,672,null,0,0
163159356,967,691,null,0,0
163159379,842,655,null,0,0
163159419,811,577,null,0,0
163159441,1360,500,null,0,0
163159464,859,506,null,0,0
163159485,740,588,null,0,0
163159525,799,455,null,0,0
163159548,971,583,null,0,0
163159568,800,451,null,0,0
163159596,934,588,null,0,0
163159660,831,463,null,0,0
163159681,750,563,null,0,0
163159703,998,596,null,0,0
163159722,833,488,null,0,0
163159763,961,595,null,0,0
163159786,851,477,null,0,0
163159805,946,605,null,0,0
163159828,6499,4502,null,0,0
163159866,841,488,null,0,0
163159888,827,518,null,0,0
163159908,967,672,null,0,0
163159930,807,626,null,0,0
163159969,860,547,null,0,0
163159990,827,641,null,0,0
163200012,817,506,null,0,0
163200032,814,638,null,0,0
163200073,812,515,null,0,0
163200097,829,658,null,0,0
163200122,786,488,null,0,0
163200144,815,642,null,0,0
163200185,931,698,null,0,0
163200206,764,540,null,0,0
163200228,807,626,null,0,0
163200248,931,700,null,0,0
163200288,824,512,null,0,0
163200312,805,616,null,0,0
