
162243563,2806,1511,null,0,0
162243673,2806,1511,null,0,0
162243697,2973,1517,null,0,0
162243721,2958,1587,null,0,0
162243748,2958,1587,null,0,0
162243801,2958,1587,null,0,0
162243827,2904,1447,null,0,0
162243852,2928,1528,null,0,0
162243900,2928,1528,null,0,0
162243925,2928,1528,null,0,0
162243948,2778,1381,null,0,0
162243974,2841,1422,null,0,0
162244017,2841,1422,null,0,0
162244039,2841,1422,null,0,0
162244062,2797,1487,null,0,0
162244084,2798,1416,null,0,0
162244128,2798,1416,null,0,0
162244152,2798,1416,null,0,0
162244172,2881,1529,null,0,0
162244196,2826,1474,null,0,0
162244238,2826,1474,null,0,0
162244261,2826,1474,null,0,0
162244282,2899,1481,null,0,0
162244305,2944,1559,null,0,0
162244348,2944,1559,null,0,0
162244369,2944,1559,null,0,0
162244392,2858,1426,null,0,0
162244413,2966,1497,null,0,0
162244456,2966,1497,null,0,0
162244480,2966,1497,null,0,0
162244502,2737,1380,null,0,0
162244524,2869,1424,null,0,0
162244567,2869,1424,null,0,0
162244591,2869,1424,null,0,0
162244611,2741,1479,null,0,0
162244635,2798,1411,null,0,0
162244677,2798,1411,null,0,0
162244698,2798,1411,null,0,0
162244721,2902,1599,null,0,0
162244742,2821,1519,null,0,0
162244784,2821,1519,null,0,0
162244808,2821,1519,null,0,0
162244829,2941,1551,null,0,0
162244852,2920,1534,null,0,0
162244894,2920,1534,null,0,0
162244918,2920,1534,null,0,0
162244938,2889,1474,null,0,0
162244962,2909,1507,null,0,0
162245004,2909,1507,null,0,0
162245026,2909,1507,null,0,0
162245049,2794,1415,null,0,0
162245070,2875,1433,null,0,0
162245112,2875,1433,null,0,0
162245135,2875,1433,null,0,0
162245155,2743,1459,null,0,0
162245178,2789,1422,null,0,0
162245221,2789,1422,null,0,0
162245242,2789,1422,null,0,0
162245265,2878,1528,null,0,0
162245288,2820,1456,null,0,0
162245330,2820,1456,null,0,0
162245351,2820,1456,null,0,0
162245374,2940,1519,null,0,0
162245394,2934,1571,null,0,0
162245436,2934,1571,null,0,0
162245460,2934,1571,null,0,0
162245480,2902,1406,null,0,0
162245503,2940,1504,null,0,0
162245545,2940,1504,null,0,0
162245566,2940,1504,null,0,0
162245589,2802,1340,null,0,0
162245610,2927,1418,null,0,0
162245652,2927,1418,null,0,0
162245675,2927,1418,null,0,0
162245698,2756,1400,null,0,0
162245719,106593,500,null,0,0
162245760,2789,1459,null,0,0
162245783,2578,1292,null,0,0
162245804,2578,1292,null,0,0
162245827,2818,1576,null,0,0
162245870,2617,1385,null,0,0
162245892,2617,1385,null,0,0
