time,ir,red,spo2,hr,temp

163630437,111249,119903,0,0,0
163630460,111716,120623,0,0,0
163630479,112142,121200,0,0,0
163630500,112733,122045,0,0,0
163630538,112858,122378,0,0,0
163630558,113001,122638,0,0,0
163630579,113068,123072,0,0,0
163630598,113063,123457,0,0,0
163630637,111900,122845,0,0,0
163630659,110951,122012,0,0,0
163630679,110621,121641,0,0,0
163630700,108889,119480,0,0,0
163630719,108408,118875,0,0,0
163630758,108072,118443,0,0,0
163630780,107717,118035,0,0,0
163630799,107775,118171,0,0,0
163630822,107968,118492,0,0,0
163630891,108511,119496,0,0,0
163630911,109030,120415,0,0,0
163630932,109909,121700,0,0,0
163630954,112040,124530,0,0,0
163630992,113042,125639,0,0,0
163631012,113881,126442,0,0,0
163631036,114980,127192,0,0,0
163631056,115262,127325,0,0,0
163631094,115457,127336,0,0,0
163631116,116152,127714,0,0,0
163631135,116553,128238,0,0,0
163710384,1465,1192,0,0,0
163710479,1018,560,0,0,0
163710504,1299,795,0,0,0
163710532,1299,795,0,0,0
163710606,1299,795,0,0,0
163710630,819,168,0,0,0
163710656,819,168,0,0,0
163710708,819,168,0,0,0
163710732,819,168,0,0,0
163710759,301,219,0,0,0
163710804,301,219,0,0,0
163710827,301,219,0,0,0
163710850,301,1397,0,0,0
163710872,762,1098,0,0,0
163710922,762,1098,0,0,0
163710944,762,1098,0,0,0
163710968,1435,1145,0,0,0
163710990,1505,1218,0,0,0
163711034,1505,1218,0,0,0
163711058,1505,1218,0,0,0
163711079,1077,660,0,0,0
163711103,1359,841,0,0,0
163711145,1359,841,0,0,0
163711168,1359,841,0,0,0
163711192,459,250,0,0,0
163711215,866,221,0,0,0
163711258,866,221,0,0,0
163711280,866,221,0,0,0
163711303,387,903,0,0,0
163711325,286,206,0,0,0
163711369,286,206,0,0,0
163711399,286,206,0,0,0
163711422,1168,1374,0,0,0
163711473,629,1082,0,0,0
163711497,629,1082,0,0,0
163711522,629,1082,0,0,0
163711543,1413,1132,0,0,0
163711585,1431,1270,0,0,0
163711610,1431,1270,0,0,0
163711631,1431,1270,0,0,0
163711655,1070,673,0,0,0
163711698,1300,897,0,0,0
163711720,1300,897,0,0,0
163711743,1300,897,0,0,0
163711766,432,219,0,0,0
163711810,828,276,0,0,0
163711832,828,276,0,0,0
163711856,828,276,0,0,0
163711878,331,800,0,0,0
163711920,275,243,0,0,0
163711944,275,243,0,0,0
163711966,275,243,0,0,0
163711990,1063,1397,0,0,0
163712032,529,1090,0,0,0
163712058,529,1090,0,0,0
163712081,529,1090,0,0,0
163712105,1415,1233,0,0,0
163712147,1374,1380,0,0,0
163712169,1374,1380,0,0,0
163712196,1374,1380,0,0,0
163712258,1132,771,0,0,0
163712280,4016,500,0,0,0
163712304,1414,914,0,0,0
163712325,1414,914,0,0,0
163712368,1256,1264,0,0,0
163712393,1374,1380,0,0,0
163712416,1374,1380,0,0,0
163712437,1132,771,0,0,0
163712480,922,362,0,0,0
163712504,1339,1061,0,0,0
163712525,1339,1061,0,0,0
163712549,902,431,0,0,0
163712592,902,431,0,0,0
163712614,902,431,0,0,0
163712639,902,431,0,0,0
163712661,365,302,0,0,0
163712711,365,302,0,0,0
163712734,365,302,0,0,0
163712757,365,302,0,0,0
163712778,481,1060,0,0,0
163712822,481,1060,0,0,0
163712852,481,1060,0,0,0
163712874,481,1217,0,0,0
163712899,1337,1324,0,0,0
163712942,1337,1324,0,0,0
163712964,1337,1324,0,0,0
163712989,1172,740,0,0,0
163713014,1319,1042,0,0,0
163713076,1319,1042,0,0,0
163713099,639,230,0,0,0
163713123,944,481,0,0,0
163713182,944,481,0,0,0
163713205,944,481,0,0,0
163713225,380,635,0,0,0
163713256,363,333,0,0,0
163713301,363,333,0,0,0
163713324,363,333,0,0,0
163713347,1104,1338,0,0,0
163713369,479,1080,0,0,0
163713412,479,1080,0,0,0
163713436,479,1080,0,0,0
163713462,1465,1211,0,0,0
163713484,1273,1424,0,0,0
163713524,1273,1424,0,0,0
163713551,1273,1424,0,0,0
163713571,1171,766,0,0,0
163713592,1354,1134,0,0,0
163713630,1354,1134,0,0,0
163713651,1354,1134,0,0,0
163713672,626,271,0,0,0
163713692,970,589,0,0,0
163713731,305,595,0,0,0
163713753,1000,1304,0,0,0
163713773,1434,1235,0,0,0
163713794,1198,793,0,0,0
163713833,703,271,0,0,0
163713853,302,518,0,0,0
163713877,933,1285,0,0,0
163713906,1441,1253,0,0,0
163713959,1221,801,0,0,0
163713982,738,289,0,0,0
163714002,297,471,0,0,0
163714024,861,1264,0,0,0
163714061,1416,1261,0,0,0
163714083,1211,847,0,0,0
163714103,774,328,0,0,0
163714125,308,434,0,0,0
163714164,767,1220,0,0,0
163714184,1402,1297,0,0,0
163714206,1216,853,0,0,0
163714227,794,346,0,0,0
163714265,299,374,0,0,0
163714288,701,1183,0,0,0
163714307,1389,1297,0,0,0
163714329,1268,950,0,0,0
163714368,825,367,0,0,0
163714388,316,352,0,0,0
163714410,639,1140,0,0,0
163714429,1361,1336,0,0,0
163714468,1323,1006,0,0,0
163714491,856,377,0,0,0
163714510,355,325,0,0,0
163714531,577,1103,0,0,0
163714570,1349,1353,0,0,0
163714590,1335,1096,0,0,0
163714612,893,427,0,0,0
163714631,365,288,0,0,0
163714670,516,1054,0,0,0
163714691,1309,1352,0,0,0
163714724,1339,1071,0,0,0
163714752,929,469,0,0,0
163714805,385,265,0,0,0
163714828,470,1024,0,0,0
163714848,1271,1365,0,0,0
