time,ir,red,hr,spo2,temp
162643781,65847,61165,null,0,0
162643802,65846,61160,null,0,0
162643823,65881,61209,null,0,0
162643842,65939,61276,null,0,0
162643882,66028,61302,null,0,0
162643904,66067,61364,null,0,0
162643923,66100,61387,null,0,0
162643944,1929,500,null,0,0
162643984,6954,5074,null,0,0
162644004,8535,7595,null,0,0
162644025,8605,7845,null,0,0
162644045,8836,8286,null,0,0
162644090,61520,57104,null,0,0
162644113,68355,63391,null,0,0
162644133,68358,63412,null,0,0
162644161,66145,61401,null,0,0
162644205,66130,61417,null,0,0
162644232,66212,61509,null,0,0
162644253,66299,61577,null,0,0
162644275,66362,61614,null,0,0
162644317,66401,61668,null,0,0
162644337,66468,61715,null,0,0
162644359,66565,61771,null,0,0
162644380,66559,61788,null,0,0
162644426,66583,61829,null,0,0
162644453,66598,61835,null,0,0
162644478,66621,61846,null,0,0
162644502,66642,61908,null,0,0
162644549,66701,61948,null,0,0
162644568,66715,61948,null,0,0
162644588,66733,61952,null,0,0
162644607,66732,61973,null,0,0
162644651,66704,61915,null,0,0
162644671,66680,61924,null,0,0
162644693,66916,62091,null,0,0
162644712,66874,62112,null,0,0
162644751,66942,62156,null,0,0
162644772,67045,62247,null,0,0
162644791,67133,62361,null,0,0
162644812,67198,62397,null,0,0
162644831,67247,62429,null,0,0
162644870,67444,62598,null,0,0
162644894,67509,62665,null,0,0
162644925,67530,62666,null,0,0
162644971,67611,62738,null,0,0
162644993,67610,62779,null,0,0
162645012,67858,62902,null,0,0
162645037,67867,62962,null,0,0
162645074,67931,62973,null,0,0
162645095,67943,62988,null,0,0
162645114,68032,63071,null,0,0
162645135,68077,63125,null,0,0
162645154,68040,63132,null,0,0
162645192,68124,63144,null,0,0
162645214,68103,63130,null,0,0
162645233,68139,63193,null,0,0
162645254,68140,63178,null,0,0
162645273,68134,63180,null,0,0
162645311,68111,63193,null,0,0
162645333,68114,63123,null,0,0
162645351,68067,63117,null,0,0
162645372,68129,63203,null,0,0
162645390,68168,63180,null,0,0
162645428,68160,63179,null,0,0
162645447,68149,63228,null,0,0
162645468,68161,63209,null,0,0
162645486,68173,63202,null,0,0
162645507,68229,63305,null,0,0
162645545,68270,63276,null,0,0
162645565,68283,63302,null,0,0
162645586,68290,63313,null,0,0
162645605,68266,63299,null,0,0
162645643,68289,63336,null,0,0
162645671,68307,63335,null,0,0
162645698,68297,63353,null,0,0
162645751,68379,63379,null,0,0
162645773,68361,63377,null,0,0
162645792,68347,63364,null,0,0
162645813,68337,63387,null,0,0
162645831,68318,63383,null,0,0
162645870,68320,63364,null,0,0
162645889,68284,63373,null,0,0
162645911,68342,63404,null,0,0
162645930,68340,63335,null,0,0
162645951,68267,63350,null,0,0
162645989,68301,63370,null,0,0
162646008,68330,63326,null,0,0
162646028,68298,63380,null,0,0
162646047,68289,63379,null,0,0
162646068,68280,63328,null,0,0
162646105,68323,63406,null,0,0
162646124,68326,63393,null,0,0
162646145,68309,63370,null,0,0
162646163,68344,63429,null,0,0
162646184,68396,63456,null,0,0
162646221,68398,63478,null,0,0
162646240,68400,63483,null,0,0
162646259,68416,63482,null,0,0
162646279,68363,63442,null,0,0
162646298,68355,63391,null,0,0
162646335,68358,63412,null,0,0
162646356,68355,63360,null,0,0
162646375,68322,63347,null,0,0
162646395,68305,63331,null,0,0
162646414,68281,63311,null,0,0
162646467,68264,63287,null,0,0
162646504,68344,63345,null,0,0
162646523,68334,63364,null,0,0
162646561,68384,63405,null,0,0
162646582,68438,63409,null,0,0
162646600,68374,63422,null,0,0
162646621,68470,63522,null,0,0
162646639,68511,63526,null,0,0
162646677,1929,500,null,0,0
162646696,55969,52377,null,0,0
162646716,55872,52295,null,0,0
162646735,65371,60817,null,0,0
162646755,65438,60818,null,0,0
162646793,67867,62962,null,0,0
162646812,67931,62973,null,0,0
162646832,68476,63589,null,0,0
162646850,68508,63552,null,0,0
162646871,68510,63552,null,0,0
162646908,68561,63591,null,0,0
162646927,68636,63646,null,0,0
162646947,68630,63643,null,0,0
162646966,68685,63751,null,0,0
162646986,68654,63700,null,0,0
162647022,68661,63685,null,0,0
162647043,68630,63692,null,0,0
162647062,68668,63713,null,0,0
