time,spo2,hr,temp
11:50:07.517,98,92,
11:50:40.737,98,84,
11:50:43.764,97,,
11:51:17.006,97,89,
11:51:20.088,97,89,32.2
11:51:50.323,93,79,32.5
11:51:53.265,94,,
11:51:56.291,92,,
11:51:59.318,94,,
11:52:02.346,91,,
11:52:05.432,92,83,32.6
11:52:08.374,93,81,
11:52:11.400,93,81,
11:52:14.426,92,85,
11:52:17.452,91,87,
11:52:20.553,90,89,32.7
11:52:23.484,91,,
11:52:26.511,93,89,
11:52:29.537,92,,
11:52:32.561,94,,
11:52:35.660,94,,32.9
11:52:38.604,94,,
11:52:41.628,96,,
11:52:44.658,97,,
11:52:47.658,97,,
11:52:50.759,97,84,33.1
11:52:53.701,98,,
11:52:53.701,98,,
11:52:56.726,97,87,
11:52:59.754,98,,
11:53:02.778,97,,
11:53:05.869,97,,33.2
11:53:08.831,95,84,
