time,ir,red,green,spo2,hr,temp
11:32:43,0,0,0,0,0,0
11:32:43,21,25,0,25,0,0
11:32:43,39,9,17,9,17,0
11:32:43,0,0,0,0,0,0
11:32:43,0,31,0,31,0,0
11:32:43,22,24,24,24,24,0
11:32:43,0,10,0,10,0,0
11:32:43,8,0,25,0,25,0
11:32:43,10,29,12,29,12,0
11:32:43,0,0,0,0,0,0
11:32:43,25,0,36,0,36,0
11:32:43,0,11,0,11,0,0
11:32:43,0,0,30,0,30,0
11:32:43,19,29,11,29,11,0
11:32:44,19,29,11,29,11,0
11:32:44,33,9,30,9,30,0
11:32:44,14,18,0,18,0,0
11:32:44,0,0,11,0,11,0
11:32:44,24,40,9,40,9,0
11:32:44,0,0,0,0,0,0
11:32:44,28,5,26,5,26,0
11:32:44,6,22,0,22,0,0
11:32:44,0,0,17,0,17,0
11:32:44,27,35,17,35,17,0
11:32:44,0,0,0,0,0,0
11:32:44,22,0,33,0,33,0
11:32:44,0,21,0,21,0,0
11:32:44,0,0,7,0,7,0
11:32:45,30,18,12,18,12,0
11:32:45,0,1,0,1,0,0
11:32:45,20,0,29,0,29,0
11:32:45,17,30,0,30,0,0
11:32:45,0,0,4,0,4,0
11:32:45,28,27,23,27,23,0
11:32:45,0,0,0,0,0,0
11:32:45,5,0,34,0,34,0
11:32:45,21,16,0,16,0,0
11:32:45,0,0,0,0,0,0
11:32:45,29,17,21,17,21,0
11:32:45,0,26,0,26,0,0
11:32:45,0,0,31,0,31,0
11:32:45,7,22,7,22,7,0
11:32:45,0,0,0,0,0,0
11:32:45,38,16,7,16,7,0
11:32:45,0,14,0,14,0,0
11:32:45,5,0,23,0,23,0
11:32:45,18,34,9,34,9,0
11:32:45,0,24,38,24,38,0
11:32:45,0,8,0,8,0,0
11:32:45,3,0,25,0,25,0
11:32:45,20,53,0,53,0,0
11:32:45,0,0,0,0,0,0
11:32:45,20,18,29,18,29,0
11:32:45,5,15,0,15,0,0
11:32:45,0,0,26,0,26,0
11:32:45,20,32,9,32,9,0
11:32:45,0,0,0,0,0,0
11:32:45,88,0,26,0,26,0
11:32:45,3,14,0,14,0,0
11:32:45,0,0,18,0,18,0
11:32:45,22,30,22,30,22,0
11:32:45,0,0,0,0,0,0
11:32:45,0,0,75,0,75,0
11:32:45,6,18,0,18,0,0
11:32:45,0,0,0,0,0,0
11:32:45,31,27,26,27,26,0
11:32:45,0,9,0,9,0,0
11:32:45,15,0,0,0,0,0
11:32:46,9,22,0,22,0,0
11:32:46,0,0,0,0,0,0
11:32:46,35,26,28,26,28,0
11:32:46,3,0,25,0,25,0
11:32:46,9,28,9,28,9,0
11:32:46,0,0,0,0,0,0
11:32:46,33,22,20,22,20,0
11:32:46,0,0,30,0,30,0
11:32:46,15,32,0,32,0,0
11:32:46,0,0,0,0,0,0
11:32:46,30,17,25,17,25,0
11:32:46,0,0,23,0,23,0
11:32:46,24,36,0,36,0,0
11:32:46,0,0,0,0,0,0
11:32:46,28,4,29,4,29,0
11:32:46,0,0,13,0,13,0
11:32:46,23,28,15,28,15,0
11:32:46,0,0,0,0,0,0
11:32:46,0,24,0,24,0,0
11:32:46,0,0,8,0,8,0
11:32:46,0,4,0,4,0,0
11:32:46,31,0,45,0,45,0
11:32:46,11,84,0,84,0,0
