time,ir,red,green,spo2,hr,temp
09:52:06,1108,741,218,741,218,0
09:52:07,1100,553,75,553,75,0
09:52:07,984,872,118,872,118,0
09:52:07,1167,727,129,727,129,0
09:52:07,1169,800,137,800,137,0
09:52:07,1241,715,192,715,192,0
09:52:07,1121,846,129,846,129,0
09:52:07,1152,896,0,896,0,0
09:52:07,1144,646,74,646,74,0
09:52:07,1074,722,102,722,102,0
09:52:08,1207,648,113,648,113,0
09:52:08,1235,676,139,676,139,0
09:52:08,1191,533,84,533,84,0
09:52:08,1061,758,147,758,147,0
09:52:08,1150,727,110,727,110,0
09:52:08,1226,798,118,798,118,0
09:52:08,1221,673,83,673,83,0
09:52:08,1142,792,83,792,83,0
09:52:08,1143,708,239,708,239,0
09:52:08,1254,413,90,413,90,0
09:52:09,1213,760,216,760,216,0
09:52:09,1152,408,161,408,161,0
09:52:09,1192,765,205,765,205,0
09:52:09,1055,1028,222,1028,222,0
09:52:09,1180,894,148,894,148,0
09:52:09,1113,946,102,946,102,0
09:52:09,1154,728,43,728,43,0
09:52:09,1186,865,103,865,103,0
09:52:09,1227,753,218,753,218,0
09:52:09,1169,788,128,788,128,0
09:52:10,1135,748,0,748,0,0
09:52:10,1159,674,127,674,127,0
09:52:10,1250,910,51,910,51,0
09:52:10,1154,793,169,793,169,0
09:52:10,1207,737,27,737,27,0
09:52:10,1043,361,23,361,23,0
09:52:10,1228,801,219,801,219,0
09:52:10,1195,641,198,641,198,0
09:52:10,1090,510,0,510,0,0
09:52:10,1083,713,33,713,33,0
09:52:11,1143,0,40,0,40,0
09:52:11,1262,548,170,548,170,73
09:52:11,1337,602,0,602,0,0
09:52:11,1263,893,117,893,117,0
09:52:11,1093,720,0,720,0,0
09:52:11,1282,582,165,582,165,0
09:52:11,1247,658,41,658,41,0
09:52:11,1061,823,18,823,18,0
09:52:11,1171,807,179,807,179,0
09:52:11,1272,781,169,781,169,0
09:52:11,1278,737,139,737,139,0
09:52:11,1042,799,94,799,94,0
09:52:12,1132,876,161,876,161,0
09:52:12,1188,733,183,733,183,0
09:52:12,1220,529,90,529,90,0
09:52:12,1292,739,9,739,9,0
09:52:12,1249,508,101,508,101,0
09:52:12,1260,719,95,719,95,0
09:52:12,1194,683,199,683,199,0
09:52:12,1277,660,107,660,107,0
09:52:12,1237,768,0,768,0,0
09:52:12,1183,806,0,806,0,0
09:52:12,1157,362,137,362,137,0
09:52:12,1337,729,252,729,252,0
09:52:13,1084,892,202,892,202,0
09:52:13,1221,746,56,746,56,0
09:52:13,1085,848,75,848,75,0
09:52:13,1108,748,146,748,146,0
09:52:13,1206,856,165,856,165,0
09:52:13,1193,1066,146,1066,146,0
09:52:13,1112,731,0,731,0,0
09:52:13,1213,671,154,671,154,0
09:52:13,1247,712,95,712,95,0
09:52:13,1044,666,299,666,299,0
09:52:13,1269,841,183,841,183,0
09:52:13,968,643,77,643,77,0
09:52:14,1148,567,145,567,145,0
09:52:14,1109,770,137,770,137,0
09:52:14,1147,769,19,769,19,0
09:52:14,1192,455,82,455,82,0
09:52:14,1187,808,108,808,108,0
