time,ir,red,green,spo2,hr,temp
11:36:42,13,29,0,29,0,0
11:36:42,21,0,41,0,41,0
11:36:42,0,0,5,0,5,0
11:36:42,16,29,0,29,0,0
11:36:42,29,18,8,18,8,0
11:36:42,0,0,0,0,0,0
11:36:42,0,0,0,0,0,0
11:36:42,37,20,28,20,28,0
11:36:42,0,6,0,6,0,0
11:36:42,16,33,2,33,2,0
11:36:42,10,0,21,0,21,0
11:36:42,33,21,0,21,0,0
11:36:42,0,0,0,0,0,0
11:36:42,29,2,19,2,19,0
11:36:42,0,14,0,14,0,0
11:36:42,3,0,23,0,23,0
11:36:42,23,27,0,27,0,0
11:36:43,0,0,0,0,0,0
11:36:43,24,17,26,17,26,0
11:36:43,5,15,0,15,0,0
11:36:43,0,0,12,0,12,0
11:36:43,26,25,14,25,14,0
11:36:43,0,0,0,0,0,0
11:36:43,17,3,30,3,30,0
11:36:43,0,13,0,13,0,0
11:36:43,0,0,1,0,1,0
11:36:43,31,36,19,36,19,0
11:36:43,0,0,0,0,0,0
11:36:43,31,0,35,0,35,0
11:36:43,0,13,0,13,0,0
11:36:43,0,0,12,0,12,0
11:36:43,33,23,17,23,17,0
11:36:43,0,3,0,3,0,0
11:36:43,17,0,41,0,41,0
11:36:43,19,20,0,20,0,0
11:36:43,0,0,8,0,8,0
11:36:43,28,21,11,21,11,0
11:36:43,0,11,0,11,0,0
11:36:43,6,0,27,0,27,0
11:36:43,35,21,0,21,0,0
11:36:43,0,0,0,0,0,0
11:36:43,62,19,0,19,0,0
11:36:43,0,5,0,5,0,0
11:36:43,2,0,22,0,22,0
11:36:43,14,15,10,15,10,0
11:36:44,0,0,0,0,0,0
11:36:44,28,17,0,17,0,0
11:36:44,0,15,0,15,0,0
11:36:44,0,0,30,0,30,0
11:36:44,30,26,9,26,9,0
11:36:44,0,0,0,0,0,0
11:36:44,32,0,18,0,18,0
11:36:44,0,10,0,10,0,0
11:36:44,0,0,15,0,15,0
11:36:44,16,33,2,33,2,0
11:36:44,0,0,0,0,0,0
11:36:44,29,5,24,5,24,0
11:36:44,7,13,0,13,0,0
11:36:44,0,0,12,0,12,0
11:36:44,11,22,9,22,9,0
11:36:44,0,5,0,5,0,0
11:36:44,14,0,35,0,35,0
11:36:44,0,21,0,21,0,0
11:36:44,38,0,0,0,0,0
11:36:44,34,14,20,14,20,0
11:36:44,0,0,0,0,0,0
11:36:44,6,0,32,0,32,0
11:36:44,10,31,0,31,0,0
11:36:44,0,0,0,0,0,0
11:36:44,37,16,24,16,24,0
11:36:44,0,0,0,0,0,0
11:36:44,13,0,33,0,33,0
11:36:45,3,30,4,30,4,0
11:36:45,0,0,0,0,0,0
11:36:45,34,24,32,24,32,0
11:36:45,0,0,0,0,0,0
11:36:45,14,0,33,0,33,0
11:36:45,14,41,0,41,0,0
11:36:45,0,0,0,0,0,0
11:36:45,33,27,15,27,15,0
11:36:45,0,16,0,16,0,0
11:36:45,0,0,22,0,22,0
11:36:45,7,38,2,38,2,0
11:36:45,0,18,0,18,0,0
11:36:45,17,0,18,0,18,0
11:36:45,54,0,0,0,0,0
11:36:45,0,0,20,0,20,0
11:36:45,19,19,2,19,2,0
11:36:45,0,0,0,0,0,0
11:36:45,20,5,17,5,17,0
11:36:45,7,13,0,13,0,0
11:36:45,0,0,20,0,20,0
11:36:45,21,32,13,32,13,0
11:36:45,0,0,0,0,0,0
11:36:45,30,4,22,4,22,0
11:36:45,4,23,0,23,0,0
11:36:45,0,0,2,0,2,0
11:36:45,38,27,23,27,23,0
11:36:45,0,0,0,0,0,0
11:36:45,14,0,27,0,27,0
11:36:45,3,22,0,22,0,0
11:36:45,0,0,0,0,0,0
11:36:45,37,24,0,24,0,0
11:36:45,0,6,0,6,0,0
11:36:45,0,0,30,0,30,0
11:36:45,17,16,0,16,0,0
11:36:45,0,0,0,0,0,0
11:36:46,73,8,24,8,24,0
11:36:46,0,10,0,10,0,0
11:36:46,5,0,19,0,19,0
11:36:46,36,32,6,32,6,0
11:36:46,0,0,0,0,0,0
11:36:46,29,19,32,19,32,0
11:36:46,0,14,0,14,0,0
11:36:46,4,0,18,0,18,0
11:36:46,41,43,3,43,3,0
11:36:46,0,0,0,0,0,0
11:36:46,25,9,28,9,28,0
11:36:46,0,16,0,16,0,0
11:36:46,0,0,18,0,18,0
11:36:46,21,27,5,27,5,0
11:36:46,0,0,0,0,0,0
11:36:46,31,0,29,0,29,0
11:36:46,31,0,29,0,29,0
11:36:46,0,0,0,0,0,0
11:36:46,33,23,17,23,17,0
11:36:46,0,0,0,0,0,0
11:36:46,17,0,38,0,38,0
11:36:46,10,25,0,25,0,0
11:36:46,30,0,10,0,10,0
11:36:46,26,28,18,28,18,0
11:36:46,0,8,0,8,0,0
11:36:46,8,0,28,0,28,0
11:36:46,18,29,0,29,0,0
11:36:46,0,0,0,0,0,0
11:36:46,30,26,25,26,25,0
11:36:46,0,17,0,17,0,0
11:36:46,6,0,21,0,21,0
11:36:46,12,25,0,25,0,0
11:36:47,1,0,0,0,0,0
11:36:47,23,13,37,13,37,0
11:36:47,0,7,0,7,0,0
11:36:47,0,0,31,0,31,0
11:36:47,26,32,5,32,5,0
11:36:47,0,0,0,0,0,0
11:36:47,31,17,17,17,17,0
11:36:47,0,6,0,6,0,0
11:36:47,0,0,19,0,19,0
11:36:47,23,26,7,26,7,0
11:36:47,0,0,0,0,0,0
11:36:47,23,1,31,1,31,0
11:36:48,56,0,0,0,0,0
11:36:48,0,0,12,0,12,0
11:36:48,0,0,0,0,0,0
