time,ir,red,green,spo2,hr,temp
11:35:28,32,11,0,11,0,0
11:35:28,0,0,0,0,0,0
11:35:28,0,11,0,11,0,0
11:35:28,30,21,18,21,18,0
11:35:28,0,0,5,0,5,0
11:35:28,0,6,0,6,0,0
11:35:28,11,16,14,16,14,0
11:35:28,0,0,16,0,16,0
11:35:29,26,23,0,23,0,0
11:35:29,24,23,24,23,24,0
11:35:29,0,29,0,29,0,0
11:35:29,29,15,13,15,13,0
11:35:29,0,20,0,20,0,0
11:35:29,0,0,9,0,9,0
11:35:29,21,32,21,32,21,0
11:35:29,49,0,0,0,0,0
11:35:29,22,0,29,0,29,0
11:35:29,0,23,0,23,0,0
11:35:29,0,0,15,0,15,0
11:35:29,30,32,16,32,16,0
11:35:29,0,0,33,0,33,0
11:35:29,38,0,39,0,39,0
11:35:29,0,30,0,30,0,0
11:35:29,0,0,0,0,0,0
11:35:29,31,32,11,32,11,0
11:35:29,0,0,0,0,0,0
11:35:29,18,0,22,0,22,0
11:35:29,1,22,0,22,0,0
11:35:29,0,0,2,0,2,0
11:35:29,27,35,23,35,23,0
11:35:29,0,0,0,0,0,0
11:35:29,13,0,34,0,34,0
11:35:29,15,25,2,25,2,0
11:35:29,0,0,0,0,0,0
11:35:29,30,22,22,22,22,0
11:35:29,0,2,0,2,0,0
11:35:29,2,0,30,0,30,0
11:35:29,11,37,1,37,1,0
11:35:29,0,0,0,0,0,0
11:35:29,41,11,26,11,26,0
11:35:29,0,15,0,15,0,0
11:35:29,1,0,22,0,22,0
11:35:29,31,27,3,27,3,0
11:35:29,0,0,0,0,0,0
11:35:30,32,11,25,11,25,0
11:35:30,0,9,0,9,0,0
11:35:30,0,0,16,0,16,0
11:35:30,2,37,13,37,13,0
11:35:30,0,0,0,0,0,0
11:35:30,24,27,29,27,29,0
11:35:30,10,14,0,14,0,0
11:35:30,0,0,0,0,0,0
11:35:30,20,16,19,16,19,0
11:35:30,0,5,0,5,0,0
11:35:30,19,0,35,0,35,0
11:35:30,8,26,0,26,0,0
11:35:30,0,0,14,0,14,0
11:35:30,32,26,19,26,19,0
11:35:30,0,0,0,0,0,0
11:35:30,27,36,32,36,32,0
11:35:30,17,23,0,23,0,0
11:35:30,0,0,10,0,10,0
11:35:30,22,26,26,26,26,0
11:35:30,0,0,0,0,0,0
11:35:30,42,0,32,0,32,0
11:35:30,19,14,0,14,0,0
11:35:30,0,0,0,0,0,0
11:35:30,25,18,17,18,17,0
11:35:30,0,1,0,1,0,0
11:35:30,7,0,24,0,24,0
11:35:30,20,30,3,30,3,0
11:35:30,0,0,42,0,42,0
11:35:30,33,22,23,22,23,0
11:35:30,0,2,0,2,0,0
11:35:30,11,0,31,0,31,0
11:35:30,23,25,3,25,3,0
11:35:30,0,0,0,0,0,0
11:35:30,14,19,31,19,31,0
11:35:30,2,2,0,2,0,0
11:35:30,0,0,16,0,16,0
11:35:30,21,34,9,34,9,0
11:35:31,0,0,0,0,0,0
11:35:31,19,0,18,0,18,0
11:35:31,13,17,0,17,0,0
11:35:31,0,0,22,0,22,0
11:35:31,31,23,9,23,9,0
11:35:31,0,0,0,0,0,0
11:35:31,12,0,37,0,37,0
11:35:31,0,24,0,24,0,0
11:35:31,0,0,4,0,4,0
11:35:31,31,31,15,31,15,0
11:35:31,0,3,0,3,0,0
11:35:31,17,0,24,0,24,0
11:35:31,22,27,0,27,0,0
11:35:31,0,0,5,0,5,0
11:35:31,31,19,15,19,15,0
11:35:31,0,8,0,8,0,0
11:35:31,13,0,26,0,26,0
11:35:31,21,18,0,18,0,0
11:35:31,0,0,0,0,0,0
11:35:31,19,14,26,14,26,0
11:35:31,0,7,0,7,0,0
11:35:31,0,0,41,0,41,0
11:35:31,20,32,2,32,2,0
11:35:31,0,0,0,0,0,0
11:35:31,22,15,18,15,18,0
11:35:31,0,6,0,6,0,0
11:35:31,3,0,26,0,26,0
11:35:31,27,38,1,38,1,0
11:35:31,0,0,0,0,0,0
11:35:31,33,8,26,8,26,0
11:35:31,9,20,0,20,0,0
11:35:31,0,0,23,0,23,0
11:35:31,39,30,0,30,0,0
11:35:31,0,0,0,0,0,0
11:35:31,78,0,30,0,30,0
11:35:31,0,19,0,19,0,0
11:35:31,0,0,19,0,19,0
11:35:31,27,21,22,21,22,0
11:35:31,0,0,0,0,0,0
11:35:31,0,0,57,0,57,0
11:35:32,13,21,0,21,0,0
11:35:32,0,0,8,0,8,0
11:35:32,29,30,12,30,12,0
11:35:32,0,4,0,4,0,0
11:35:32,21,0,32,0,32,0
11:35:32,16,23,0,23,0,0
11:35:32,0,0,0,0,0,0
11:35:32,38,17,12,17,12,0
11:35:32,0,0,0,0,0,0
11:35:32,16,0,24,0,24,0
11:35:32,21,19,16,19,16,0
11:35:32,0,0,0,0,0,0
11:35:32,34,11,28,11,28,0
11:35:33,0,7,0,7,0,0
11:35:33,0,0,23,0,23,0
11:35:33,28,22,6,22,6,0
11:35:33,0,0,0,0,0,0
11:35:33,27,8,20,8,20,0
11:35:33,0,7,0,7,0,0
11:35:33,0,0,24,0,24,0
11:35:33,13,29,12,29,12,0
11:35:33,0,0,0,0,0,0
11:35:33,36,0,26,0,26,0
11:35:33,3,23,0,23,0,0
11:35:33,0,0,19,0,19,0
11:35:33,18,21,17,21,17,0
11:35:33,0,0,0,0,0,0
11:35:34,26,0,34,0,34,0
11:35:34,14,13,0,13,0,0
11:35:34,0,0,11,0,11,0
11:35:34,25,36,5,36,5,0
11:35:34,0,2,0,2,0,0
11:35:34,21,0,34,0,34,0
11:35:34,11,23,0,23,0,0
11:35:34,0,0,8,0,8,0
11:35:34,19,33,14,33,14,0
11:35:34,0,9,0,9,0,0
11:35:34,7,0,33,0,33,0
11:35:34,13,18,3,18,3,0
11:35:34,0,0,4,0,4,0
11:35:35,0,15,0,15,0,0
11:35:35,0,0,22,0,22,0
11:35:35,16,0,0,0,0,0
11:35:35,0,0,0,0,0,0
11:35:35,4,0,0,0,0,0
11:35:35,0,0,16,0,16,0
11:35:35,0,30,7,30,7,0
11:35:35,0,0,0,0,0,0
11:35:35,0,7,0,7,0,0
11:35:35,0,0,26,0,26,0
11:35:35,23,29,7,29,7,0
11:35:35,0,0,0,0,0,0
11:35:35,94,0,33,0,33,0
11:35:36,21,30,17,30,17,0
11:35:36,42,0,24,0,24,0
11:35:36,0,19,0,19,0,0
11:35:36,23,22,16,22,16,0
11:35:36,0,0,0,0,0,0
