time,spo2,hr,temp
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.103,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:52.694,0,0,0
09:26:53.185,88,105,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.185,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:53.700,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.199,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:54.738,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.278,0,0,0
09:26:55.545,0,0,0
09:26:55.545,0,0,0
09:26:55.545,0,0,0
09:26:55.545,0,0,0
09:26:55.545,0,0,0
09:26:55.545,0,0,0
09:26:55.545,0,0,0
09:26:55.545,87,104,0
09:26:55.545,0,0,0
09:26:55.545,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.700,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:55.892,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.094,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.296,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.490,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.691,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:56.893,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.139,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:57.292,0,0,0
09:26:58.518,0,0,0
09:26:58.518,0,0,0
09:26:58.518,0,0,0
09:26:58.518,0,0,0
09:26:58.518,0,0,0
09:26:58.518,86,102,24.8
09:26:58.518,0,0,0
09:26:58.518,0,0,0
09:26:58.518,0,0,0
09:26:58.518,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.755,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:58.994,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.224,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.465,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.705,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:26:59.943,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.186,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.430,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.679,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:00.928,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.175,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:01.436,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.024,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.279,0,0,0
09:27:02.529,0,0,0
09:27:02.529,0,0,0
09:27:02.529,0,0,0
09:27:02.529,0,0,0
09:27:02.529,87,103,0
09:27:02.529,0,0,0
09:27:02.529,0,0,0
09:27:02.529,0,0,0
09:27:02.529,0,0,0
09:27:02.529,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:02.775,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.032,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.292,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.547,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:03.794,0,0,0
09:27:04.047,0,0,0
09:27:04.047,0,0,0
09:27:04.047,0,0,0
09:27:04.047,0,0,0
09:27:04.047,0,0,0
