time,cnt,ir,red,green,spo2,hr,temp
15:53:59:150,2032,137767,118976,8703,0,0,31.7
15:53:59:164,2045,137767,118976,8703,92,70,0
15:53:59:216,2047,137770,118991,8729,0,0,0
15:53:59:265,2061,137802,118995,8711,0,0,0
15:53:59:309,2081,137869,119001,8745,0,0,0
15:53:59:360,2101,137915,119007,8758,0,0,0
15:53:59:414,2121,137966,119018,8751,0,0,0
15:53:59:463,2159,137955,119057,8778,0,0,0
15:53:59:512,2207,138152,119101,8801,0,0,0
15:53:59:554,2255,138157,119111,8818,0,0,0
15:53:59:609,2304,138129,119085,8805,0,0,0
15:53:59:656,2352,137888,119018,8751,0,0,0
15:53:59:705,2401,137446,118836,8685,0,0,0
15:53:59:755,2449,136929,118641,8570,0,0,0
15:53:59:802,2497,136542,118480,8489,0,0,0
15:53:59:854,2546,136254,118377,8441,0,0,0
15:53:59:902,2594,136145,118335,8419,0,0,0
15:53:59:951,2643,136134,118325,8397,0,0,0
15:54:00:000,2691,136163,118336,8430,0,0,0
15:54:00:044,2739,136206,118359,8421,0,0,0
15:54:00:138,2788,136210,118344,8432,0,0,0
15:54:00:143,2836,136230,118356,8426,0,0,0
15:54:00:186,2885,136252,118314,8442,0,0,0
15:54:00:339,2933,136262,118404,8443,0,0,0
15:54:00:345,2982,136563,118484,8488,0,0,0
15:54:00:389,3030,136635,118536,8494,0,0,0
15:54:00:437,3079,136649,118530,8482,0,0,0
15:54:00:488,3140,136625,118518,8487,95,70,0
15:54:00:536,3175,136595,118533,8473,0,0,0
15:54:00:585,3273,136574,118521,8472,0,0,0
15:54:00:652,3321,136582,118530,8494,0,0,0
15:54:00:680,3369,136571,118495,8500,0,0,0
15:54:00:730,3417,136518,118483,8521,0,0,0
15:54:00:778,3466,136385,118412,8504,0,0,0
15:54:00:826,3514,164375,130638,17204,0,0,0
15:54:00:875,3563,164540,130654,17108,0,0,0
15:54:00:919,3611,164555,130670,17178,0,0,0
15:54:01:021,3660,164578,130702,17190,0,0,0
15:54:01:037,3707,164615,130707,17211,0,0,0
15:54:01:070,3756,164690,130767,17263,0,0,0
15:54:01:160,3804,164708,130759,17297,0,0,0
15:54:01:161,3853,164761,130789,17364,0,0,0
15:54:01:210,3901,164703,130801,17399,0,0,0
15:54:01:259,3950,164623,130739,17448,0,0,0
15:54:01:445,3999,164727,130785,17496,0,0,0
15:54:01:445,4046,164798,130805,17515,0,0,0
15:54:01:446,4095,164877,130825,17577,0,0,0
15:54:01:453,4143,164928,130843,17614,0,0,0
15:54:01:500,4192,165020,130866,17657,0,0,0
15:54:01:550,4240,165075,130994,17699,0,0,0
15:54:01:659,4289,165134,130888,17741,0,0,0
15:54:01:660,4337,165227,130936,17784,0,0,0
15:54:01:745,4385,165285,130978,17801,0,0,0
15:54:01:797,4434,165333,130976,17850,0,0,0
15:54:01:846,4482,165360,131009,17861,0,0,0
15:54:01:894,4531,165416,131051,17895,0,0,0
15:54:01:950,4579,165431,130964,17919,0,0,0
15:54:01:992,4676,165467,131036,17959,0,0,0
15:54:02:043,4724,165505,129876,17993,0,0,0
15:54:02:138,4772,165560,129891,18016,0,0,0
15:54:02:241,4820,165601,129946,18055,0,0,0
15:54:02:241,4869,165480,129850,18090,0,0,0
15:54:02:285,4917,165563,129997,18107,0,0,0
15:54:02:333,4966,165616,129960,18141,0,0,0
15:54:02:384,5063,165709,129979,18167,0,0,0
15:54:02:432,5111,165779,130042,18192,0,0,0
15:54:02:481,5159,165822,130074,18230,0,0,0
15:54:02:532,5208,165822,130085,18241,0,0,0
15:54:02:579,5256,165878,130122,18276,0,0,0
15:54:02:630,5305,165894,130043,18289,0,0,0
15:54:02:734,5353,165957,130148,18318,0,0,0
15:54:02:734,5401,165947,130154,18449,0,0,0
15:54:02:736,5450,166026,130194,18376,0,0,0
15:54:02:740,5498,166012,130187,18392,0,0,0
15:54:02:768,5547,166022,130208,18413,0,0,0
15:54:02:778,5561,166070,130255,18444,0,0,0
15:54:02:789,5596,166095,130189,18454,0,0,0
15:54:02:800,5651,166115,130270,18488,0,0,0
15:54:02:813,5662,166031,130243,18486,0,0,0
15:54:02:837,5685,165943,130190,18509,0,0,0
15:54:02:937,5701,165948,130208,18521,0,0,0
15:54:02:937,5721,165985,130225,18538,0,0,0
15:54:02:938,5741,166030,130270,18552,0,0,0
15:54:02:939,5761,166052,130330,18582,0,0,0
15:54:02:939,5781,166106,130301,18592,0,0,0
15:54:02:940,5801,166085,130297,18673,0,0,0
15:54:02:941,5821,166129,130322,18625,0,0,0
15:54:02:956,5841,166177,130347,18653,0,0,0
15:54:02:969,5861,166228,130370,18654,0,0,0
15:54:02:992,5881,166263,130393,18701,0,0,0
15:54:03:095,5901,166308,130442,18732,0,0,0
15:54:03:095,5921,166231,130440,18753,0,0,0
15:54:03:096,5941,166366,130464,18767,0,0,0
15:54:03:096,5961,166364,130456,18784,0,0,0
15:54:03:097,5981,166391,130499,18795,0,0,0
15:54:03:097,6001,166353,130466,18817,0,0,0
15:54:03:115,6021,166199,130381,18818,0,0,0
15:54:03:138,6041,166217,130399,18950,0,0,0
15:54:03:149,6061,166319,130427,18856,0,0,0
15:54:03:171,6081,166350,130467,18872,0,0,0
15:54:03:275,6113,166372,130487,18886,98,66,0
15:54:03:275,6121,166358,130465,18889,0,0,0
15:54:03:276,6141,166393,130472,18903,0,0,0
15:54:03:276,6161,166438,130526,18925,0,0,0
15:54:03:277,6181,166390,130552,19021,0,0,0
15:54:03:297,6201,166504,130569,18959,0,0,0
15:54:03:320,6221,166516,130620,18963,0,0,0
15:54:03:343,6241,166528,130595,18972,0,0,0
15:54:03:355,6261,166560,130612,18974,0,0,0
15:54:03:377,6281,166577,130628,18997,0,0,0
15:54:03:485,6301,166589,130646,19006,0,0,0
15:54:03:486,6321,166606,130669,19001,0,0,0
15:54:03:486,6341,166609,130666,19009,0,0,0
15:54:03:486,6361,166636,130691,19019,0,0,0
15:54:03:501,6381,166645,130695,19018,0,0,0
15:54:03:516,6401,166626,130690,19024,0,0,0
15:54:03:517,6421,166660,130704,19038,0,0,0
15:54:03:546,6441,166658,130711,19036,0,0,0
15:54:03:556,6461,166653,130719,19035,0,0,0
15:54:03:592,6481,166623,130685,19047,0,0,0
15:54:03:704,6501,166537,130677,19045,0,0,0
15:54:03:704,6521,166477,130739,19037,0,0,0
15:54:03:705,6541,166429,130612,19045,0,0,0
15:54:03:705,6561,166411,130581,19109,0,0,0
15:54:03:705,6581,166428,130610,19052,0,0,0
15:54:03:705,6601,166449,130622,19064,0,0,0
15:54:03:736,6621,166490,130616,19074,0,0,0
15:54:03:742,6641,166468,130636,19069,0,0,0
15:54:03:758,6661,166475,130614,19071,0,0,0
15:54:03:783,6681,166483,130622,19078,0,0,0
15:54:03:884,6701,166510,130620,19089,0,0,0
15:54:03:884,6721,166495,130614,19081,0,0,0
15:54:03:884,6741,166516,130613,19094,0,0,0
15:54:03:885,6761,166509,130616,19108,0,0,0
15:54:03:885,6781,166528,130617,19115,0,0,0
15:54:03:905,6801,166542,130629,19095,0,0,0
15:54:03:932,6821,166503,130628,19092,0,0,0
15:54:03:938,6841,166518,130625,19130,0,0,0
15:54:03:961,6861,166537,130545,19132,0,0,0
15:54:03:985,6881,166461,130656,19133,0,0,0
15:54:04:086,6901,166603,130676,19141,0,0,0
15:54:04:086,6921,166611,130676,19127,0,0,0
15:54:04:087,6941,166634,130699,19143,0,0,0
15:54:04:087,6961,166659,130704,19165,0,0,0
15:54:04:087,6981,166673,130720,19162,0,0,0
15:54:04:124,7001,166663,130726,19149,0,0,0
15:54:04:140,7021,166677,130725,19181,0,0,0
15:54:04:164,7041,166699,130737,19171,0,0,0
15:54:04:169,7061,166682,130741,19175,0,0,0
15:54:04:188,7081,166690,130740,19172,0,0,0
