time,cnt,ir,red,green,spo2,hr,temp
12:23:11:399,2019,116188,88172,11509,0,0,34.8
12:23:11:459,2031,116188,88172,11509,91,0,0
12:23:11:490,2053,116207,88226,11523,0,0,0
12:23:11:520,2074,116243,88279,11526,0,0,0
12:23:11:548,2096,116316,88362,11540,0,0,0
12:23:11:578,2117,116435,88504,11566,0,0,0
12:23:11:610,2139,116388,88470,11556,0,0,0
12:23:11:638,2160,116366,88459,11559,0,0,0
12:23:11:668,2182,116333,88447,11539,0,0,0
12:23:11:698,2203,116348,88468,11550,0,0,0
12:23:11:728,2225,116345,88458,11542,0,0,0
12:23:11:758,2254,116339,88489,11544,0,0,0
12:23:11:788,2283,116361,88529,11539,0,0,0
12:23:11:818,2313,116374,88526,11538,0,0,0
12:23:11:848,2343,116401,88546,11541,0,0,0
12:23:11:878,2373,116352,88515,11538,0,0,0
12:23:11:908,2402,116331,88438,11518,0,0,0
12:23:11:938,2432,116346,88479,11526,0,0,0
12:23:11:968,2462,116389,88520,11530,0,0,0
12:23:11:998,2492,116433,88562,11538,0,0,0
12:23:12:028,2522,116424,88644,11569,0,0,0
12:23:12:060,2551,116582,88699,11564,0,0,0
12:23:12:088,2581,116585,88721,11572,0,0,0
12:23:12:118,2611,116619,88744,11565,0,0,0
12:23:12:148,2641,116617,88785,11563,0,0,0
12:23:12:178,2670,116650,88783,11584,0,0,0
12:23:12:208,2700,116720,88862,11598,0,0,0
12:23:12:238,2730,116761,88920,11609,0,0,0
12:23:12:268,2760,116745,88898,11592,0,0,0
12:23:12:298,2790,116696,88859,11594,0,0,0
12:23:12:328,2819,116748,88882,11609,0,0,0
12:23:12:358,2849,116781,88892,11601,0,0,0
12:23:12:388,2879,116839,88987,11610,0,0,0
12:23:12:420,2909,116853,89016,11614,0,0,0
12:23:12:448,2938,116472,88822,11526,0,0,0
12:23:12:478,2968,116449,88833,11528,0,0,0
12:23:12:508,2998,116348,88646,11498,0,0,0
12:23:12:538,3028,116206,88576,11491,0,0,0
12:23:12:568,3058,116490,88855,11540,0,0,0
12:23:12:600,3099,117328,89618,11678,91,73,0
12:23:12:628,3121,118139,90517,11793,0,0,0
12:23:12:660,3147,118556,90975,11850,0,0,0
12:23:12:688,3177,118810,91226,11889,0,0,0
12:23:12:718,3207,119066,91490,11926,0,0,0
12:23:12:748,3236,119450,92153,11981,0,0,0
12:23:12:778,3266,119754,92613,12029,0,0,0
12:23:12:808,3296,120449,93835,12182,0,0,0
12:23:12:839,3326,120449,93923,12199,0,0,0
12:23:12:868,3355,121439,95300,12381,0,0,0
12:23:12:898,3385,122859,97365,12696,0,0,0
12:23:12:928,3415,123068,98049,12695,0,0,0
12:23:12:958,3445,123094,97983,12675,0,0,0
12:23:12:990,3475,124705,100077,13028,0,0,0
12:23:13:020,3504,128318,104258,13720,0,0,0
12:23:13:048,3534,127531,103470,13398,0,0,0
12:23:13:078,3564,128330,104253,13536,0,0,0
12:23:13:108,3594,129840,106114,13742,0,0,0
12:23:13:138,3623,129553,105707,13661,0,0,0
12:23:13:168,3653,132411,110577,14243,0,0,0
12:23:13:198,3683,134191,113883,14603,0,0,0
12:23:13:228,3713,134273,114330,14662,0,0,0
12:23:13:260,3743,141823,123399,16498,0,0,0
12:23:13:288,3772,148027,129255,17683,0,0,0
12:23:13:318,3802,152290,132024,18430,0,0,0
12:23:13:348,3832,155687,131640,18746,0,0,0
12:23:13:378,3862,156517,131086,18839,0,0,0
12:23:13:408,3892,157166,128278,18704,0,0,0
12:23:13:438,3921,157626,126743,18760,0,0,0
12:23:13:468,3951,158114,123874,18818,0,0,0
12:23:13:500,3981,155969,120422,18299,0,0,0
12:23:13:528,4011,153832,116542,18086,0,0,0
12:23:13:558,4040,154148,115848,18473,0,0,0
12:23:13:588,4070,154221,114770,19269,0,0,0
12:23:13:618,4100,154095,114472,19387,0,0,0
12:23:13:650,4130,153598,114583,19603,0,0,0
12:23:13:650,4160,153286,114492,19709,0,0,0
12:23:13:679,4189,152603,113833,19621,0,0,0
12:23:13:709,4219,152034,113307,19512,0,0,0
12:23:13:739,4249,151512,112763,19368,0,0,0
12:23:13:769,4278,151443,112719,19385,0,0,0
12:23:13:799,4300,151323,112688,19307,0,0,0
