time,spo2,hr,temp
13:58:22.310,,,36.1
13:58:22.341,98,,
13:58:23.601,98,84,
13:58:26.526,96,,
13:58:29.541,96,,
13:58:32.604,97,,36
13:58:35.594,97,83,
13:58:38.610,97,,
13:58:41.636,97,,
13:58:44.652,97,,
13:58:47.710,97,,36
13:58:50.692,97,82,
13:58:53.728,97,,
13:58:56.744,97,85,
13:58:59.761,96,80,
13:59:02.824,97,,36
13:59:05.802,97,82,
13:59:08.840,97,85,
13:59:11.852,95,81,
14:01:03.758,98,79,36.4
14:01:06.672,97,,
14:01:09.691,98,75,
14:01:12.716,97,71,
14:00:09.277,96,73,
14:00:12.286,98,76,
14:00:06.246,95,76,
14:01:27.830,98,,
14:01:30.859,98,,
14:01:33.923,98,74,36.3
14:01:36.887,98,,
14:01:39.903,97,,
14:01:42.939,96,,
14:01:45.957,98,,
14:01:49.015,98,,36.3
14:01:51.998,97,70,
14:01:55.033,98,,
14:01:58.048,97,,
14:02:01.062,97,71,
14:02:04.142,97,70,36.4
14:02:07.116,98,,
14:02:22.214,94,,
14:02:25.228,90,,
14:02:28.269,92,,
14:02:31.292,94,,
14:02:34.357,95,75,36.2
14:02:37.323,96,71,
14:02:40.349,98,70,
14:02:43.364,98,70,
14:02:46.401,98,,
14:02:49.442,98,67,36.2
14:02:52.432,98,,
14:02:55.460,98,,
14:02:58.477,100,,
14:03:01.488,100,,
14:03:04.547,100,,36.3
14:03:07.554,100,,
14:03:10.566,100,,
14:03:13.582,99,64,
14:03:16.607,99,67,
14:03:19.673,99,63,36.3
14:03:22.661,99,64,
14:03:25.677,99,,
14:03:28.694,99,66,
14:03:49.940,99,,36.4
14:03:31.716,99,70,
14:03:34.784,99,,36.3
14:03:43.804,99,,
14:03:46.833,99,,
14:03:40.785,99,,
14:03:37.769,99,69,
14:03:52.884,99,66,
14:03:55.894,100,,
14:03:58.919,100,,
14:04:01.936,99,70,
14:04:05.051,99,,36.5
14:04:14.029,99,64,
14:04:17.044,99,61,
14:04:07.994,99,67,
14:04:11.019,99,,
14:04:20.162,98,,36.5
14:04:23.100,98,58,
14:04:26.113,99,,
14:04:29.127,99,64,
14:04:32.151,98,,
14:04:35.273,100,,36.6
14:04:41.230,99,,
14:04:44.245,100,,
14:04:47.260,100,,
14:04:38.204,99,,
14:05:02.380,98,,
14:05:05.456,98,,36.2
14:05:08.412,95,68,
14:05:11.449,95,,
14:05:14.474,95,70,
14:05:17.489,95,,
14:05:20.567,95,,36.2
14:05:23.519,95,67,
14:05:26.545,94,66,
14:05:29.585,94,,
