time,cnt,ir,red,green,spo2,hr,temp
13:58:22:310,2017,154423,145068,22916,0,0,36.1
13:58:22:341,2029,154423,145068,22916,98,0,0
13:58:22:371,2051,154634,145275,22963,0,0,0
13:58:22:399,2072,154682,145345,22969,0,0,0
13:58:22:429,2094,154487,145109,22911,0,0,0
13:58:22:459,2115,154349,144999,22886,0,0,0
13:58:22:489,2136,154237,144848,22858,0,0,0
13:58:22:521,2158,154046,144715,22838,0,0,0
13:58:22:549,2179,153633,144315,22764,0,0,0
13:58:22:579,2201,153625,144273,22754,0,0,0
13:58:22:611,2222,153573,144251,22742,0,0,0
13:58:22:639,2244,152943,143726,22626,0,0,0
13:58:22:669,2265,151908,142729,22411,0,0,0
13:58:22:699,2287,150733,141655,22206,0,0,0
13:58:22:729,2314,150034,141026,22071,0,0,0
13:58:22:761,2343,149581,140565,21999,0,0,0
13:58:22:789,2373,149209,140259,21919,0,0,0
13:58:22:820,2403,148619,139713,21814,0,0,0
13:58:22:849,2433,148107,139232,21709,0,0,0
13:58:22:879,2462,147716,138890,21639,0,0,0
13:58:22:910,2492,147210,138403,21566,0,0,0
13:58:22:942,2522,147101,138277,21542,0,0,0
13:58:22:970,2552,148203,139214,21764,0,0,0
13:58:23:000,2582,150255,141128,22156,0,0,0
13:58:23:030,2611,151736,142503,22410,0,0,0
13:58:23:059,2641,151959,142763,22430,0,0,0
13:58:23:090,2671,152129,142881,22466,0,0,0
13:58:23:120,2701,152064,142839,22467,0,0,0
13:58:23:151,2730,151949,142732,22439,0,0,0
13:58:23:180,2760,151858,142658,22431,0,0,0
13:58:23:210,2790,151644,142433,22375,0,0,0
13:58:23:239,2820,151747,142523,22408,0,0,0
13:58:23:271,2850,152355,143027,22528,0,0,0
13:58:23:300,2879,153331,144001,22727,0,0,0
13:58:23:332,2909,162835,153731,24998,0,0,0
13:58:23:360,2939,163221,154088,25074,0,0,0
13:58:23:390,2969,163419,154362,25145,0,0,0
13:58:23:420,2999,163378,154295,25100,0,0,0
13:58:23:449,3028,163190,154080,25063,0,0,0
13:58:23:480,3058,162906,153832,25021,0,0,0
13:58:23:510,3088,162553,153493,24942,0,0,0
13:58:23:541,3118,162262,153203,24885,0,0,0
