time,spo2,hr,temp
14:07:40.708,,,36.4
14:07:42.519,96,86,
14:07:43.644,96,89,
14:07:45.619,94,,
14:07:48.599,91,89,
14:07:51.691,93,,36.5
14:07:54.654,94,89,
14:07:57.634,97,92,
14:08:00.693,95,89,
14:08:03.707,96,,
14:08:06.763,95,89,36.4
14:08:09.749,94,84,
14:08:12.742,92,82,
14:08:15.790,92,,
14:08:18.806,93,80,
14:08:21.873,96,76,36.5
14:08:24.871,96,,
14:08:27.872,95,77,
14:08:30.888,95,76,
14:08:33.926,94,,
14:08:36.980,94,78,36.5
14:08:39.978,95,81,
14:08:43.029,95,84,
14:08:46.008,93,87,
14:08:49.147,93,,
14:08:52.196,94,82,36.5
14:08:55.502,96,85,
14:08:58.438,96,,
14:09:01.105,95,80,
14:09:04.123,94,79,
14:09:07.200,94,78,36.5
14:09:10.561,94,79,
14:09:13.288,95,75,
14:09:16.495,95,,
14:09:19.374,94,75,
14:09:22.347,94,71,36.5
14:09:25.450,94,75,
14:09:28.455,95,,
14:09:31.390,94,77,
14:09:34.530,94,79,
14:09:37.466,95,80,36.5
14:09:40.393,95,83,
14:09:43.394,94,82,
14:09:46.445,94,78,
14:09:49.481,94,74,
14:09:52.581,94,75,36.5
14:09:55.487,94,78,
14:09:58.551,94,82,
14:10:02.274,94,82,
14:10:05.230,94,77,
14:10:07.635,95,,36.5
14:10:10.835,96,,
14:10:15.493,96,,
14:10:18.059,96,,
14:10:19.947,96,,
14:10:22.769,96,,36.6
14:10:25.917,93,81,
14:10:29.080,94,,
14:10:31.747,94,,
14:10:34.773,90,84,
14:10:37.863,91,87,36.5
14:10:40.815,94,,
14:10:43.855,95,86,
14:10:47.418,95,,
14:10:49.891,96,86,
14:10:55.559,96,85,36.5
14:10:56.025,96,83,
14:10:59.077,95,,
14:11:02.065,96,,
14:11:04.992,95,82,
14:11:08.090,95,,36.5
14:11:11.080,94,,
14:12:14.561,95,78,
14:12:17.813,95,,
14:12:20.558,95,76,
14:12:23.609,95,78,36.6
14:12:26.891,95,78,
14:12:29.727,95,76,
14:11:14.080,95,77,
14:11:17.087,94,80,
14:11:20.109,95,84,
14:11:23.181,95,84,36.6
14:11:27.491,95,87,
14:11:29.632,95,89,
14:11:32.667,95,91,
14:11:35.607,95,,
14:11:38.349,96,91,36.6
14:11:41.271,94,88,
14:11:47.081,95,90,
14:11:48.868,95,88,
14:11:50.371,95,87,
14:11:53.395,95,86,36.6
14:11:56.393,94,86,
14:11:59.517,94,85,
14:12:02.500,95,,
14:12:07.753,95,82,
14:12:08.540,95,82,36.6
14:12:11.490,95,82,
14:12:32.639,95,,
14:12:35.679,95,79,
14:12:38.716,96,79,36.6
14:12:42.078,94,75,
14:12:59.841,95,,
14:13:02.900,94,75,
14:13:05.883,94,78,
14:13:08.965,95,81,36.7
14:12:44.731,95,77,
14:12:47.817,94,77,
14:12:50.775,95,73,
14:12:53.851,95,74,36.7
14:12:56.930,95,75,
14:13:11.926,96,,
14:13:21.929,95,79,
14:13:25.903,95,79,
14:13:26.621,95,75,
14:13:28.107,95,72,36.7
14:13:30.094,95,69,
14:13:33.096,95,68,
14:13:36.179,96,67,
14:13:39.172,95,68,36.7
14:13:42.131,95,73,
14:13:45.168,95,72,
14:14:15.374,95,79,
14:14:18.412,93,82,
14:14:21.473,94,85,
14:14:24.555,94,84,36.7
14:14:39.717,94,87,36.8
14:14:42.580,94,88,
14:14:45.653,95,86,
14:14:48.630,94,81,
14:14:27.509,94,83,
14:14:30.507,94,83,
14:14:33.542,94,83,
14:14:36.555,94,86,
14:14:03.315,96,77,
14:14:06.342,96,72,
14:14:09.415,94,76,36.7
14:14:12.376,96,77,
14:13:48.171,95,76,
14:13:51.210,95,79,
14:13:54.288,95,81,36.7
14:13:57.317,95,78,
14:14:00.277,95,77,
14:15:27.907,94,83,
14:15:30.918,95,,
14:15:33.945,95,85,
14:15:03.752,95,,
14:15:06.764,94,85,
14:15:09.993,95,,36.8
14:15:12.875,94,,
14:15:15.849,95,,
14:15:18.856,95,,
14:15:21.880,94,,
14:15:24.980,95,87,36.8
14:14:51.669,96,,
14:14:54.763,95,84,36.8
14:14:57.686,94,88,
14:15:00.726,93,,
14:15:36.966,96,,
14:15:40.087,96,,36.8
14:15:43.158,95,86,
14:15:46.060,95,83,
14:15:49.056,94,,
14:16:16.268,95,,
14:16:19.272,95,,
14:16:22.310,95,78,
14:16:25.422,95,,36.8
14:16:28.363,95,,
14:16:31.403,96,,
14:16:34.407,95,82,
14:16:37.408,96,79,
14:16:04.175,95,85,
14:16:07.616,95,83,
14:16:10.302,96,80,36.8
14:16:13.274,95,75,
14:15:52.291,94,80,
14:15:55.167,94,82,36.8
14:15:58.136,94,82,
14:16:01.148,94,86,
14:16:40.530,95,80,36.9
14:16:43.469,95,75,
14:16:46.488,94,75,
14:16:49.589,95,76,
14:17:16.721,95,79,
14:17:19.719,94,83,
14:17:22.725,94,86,
14:17:25.842,94,86,36.9
14:17:28.784,95,85,
14:17:31.810,95,88,
14:17:34.847,95,84,
14:17:04.631,94,78,
14:17:07.635,95,82,
14:17:10.742,95,85,36.9
14:17:13.687,94,80,
14:17:37.885,95,83,
14:17:40.921,95,85,36.9
14:17:43.905,95,84,
14:17:46.958,95,85,
14:16:52.530,95,77,
14:16:55.616,95,77,36.9
14:16:58.558,95,79,
14:17:01.575,94,79,
14:18:26.299,95,82,37
14:18:29.210,96,,
14:18:32.268,96,86,
14:18:35.265,96,,
14:17:49.924,94,88,
14:17:53.042,94,91,
14:17:56.076,95,91,36.9
14:17:59.042,95,91,
14:18:02.029,95,91,
14:18:05.130,95,86,
14:18:08.088,95,87,
14:18:11.181,95,88,36.9
14:18:14.105,95,87,
14:18:17.166,95,90,
14:18:20.156,95,87,
14:18:23.204,95,88,
14:19:02.462,96,86,
14:19:05.478,96,81,
14:19:08.508,96,,
14:19:11.623,96,,37
14:18:50.372,96,84,
14:18:53.392,96,,
14:18:56.520,96,,37
14:18:59.449,96,,
14:19:14.539,96,,
14:19:17.572,96,,
14:19:20.598,97,,
14:19:23.617,97,,
14:18:38.276,96,,
14:18:41.405,96,,36.9
14:18:44.331,96,84,
14:18:47.367,96,86,
14:19:26.729,96,,37
14:19:29.643,95,,
14:19:32.693,96,83,
14:19:35.768,95,86,
14:19:38.734,96,,
14:19:41.836,96,,37
14:19:44.775,95,,
14:19:47.795,97,84,
14:19:50.828,97,82,
14:19:53.842,96,,
14:19:56.936,95,79,37.1
14:19:59.887,95,81,
14:20:02.915,94,,
14:20:05.923,96,,
14:20:09.107,97,77,
14:20:12.064,97,73,37.1
14:20:14.986,92,,
14:20:18.052,94,76,
