time,cnt,ir,red,green,spo2,hr,temp
14:05:56:770,2009,131569,106729,20207,0,0,36.3
14:05:56:799,2010,131569,106729,20207,0,0,0
14:05:56:811,2043,131616,106736,20210,95,64,0
14:05:56:842,2064,131535,106710,20184,0,0,0
14:05:56:871,2086,131668,106812,20196,0,0,0
14:05:56:902,2107,131763,106901,20250,0,0,0
14:05:56:931,2128,131744,106890,20231,0,0,0
14:05:56:961,2150,131879,106991,20279,0,0,0
14:05:56:991,2172,132031,107127,20275,0,0,0
14:05:57:021,2193,132101,107228,20319,0,0,0
14:05:57:051,2215,132134,107260,20325,0,0,0
14:05:57:082,2236,132011,107145,20280,0,0,0
14:05:57:111,2265,131886,107022,20284,0,0,0
14:05:57:141,2294,131871,106974,20242,0,0,0
14:05:57:171,2324,131817,106959,20258,0,0,0
14:05:57:202,2354,131896,107045,20266,0,0,0
14:05:57:231,2384,131789,106933,20241,0,0,0
14:05:57:261,2413,131679,106800,20218,0,0,0
14:05:57:291,2443,131489,106601,20183,0,0,0
14:05:57:322,2473,131468,106603,20201,0,0,0
14:05:57:350,2503,131453,106593,20175,0,0,0
14:05:57:381,2533,131437,106560,20176,0,0,0
14:05:57:410,2562,131421,106537,20177,0,0,0
14:05:57:443,2592,131473,106595,20178,0,0,0
14:05:57:472,2622,131443,106569,20154,0,0,0
14:05:57:502,2652,131483,106613,20179,0,0,0
14:05:57:531,2682,131471,106565,20158,0,0,0
14:05:57:562,2711,131490,106600,20162,0,0,0
14:05:57:592,2741,131409,106551,20173,0,0,0
14:05:57:621,2771,131270,106403,20161,0,0,0
14:05:57:651,2801,131280,106420,20137,0,0,0
14:05:57:681,2830,131247,106365,20126,0,0,0
14:05:57:711,2860,131275,106414,20153,0,0,0
14:05:57:741,2890,131339,106448,20148,0,0,0
14:05:57:774,2920,131167,106333,20111,0,0,0
14:05:57:801,2950,131256,106426,20128,0,0,0
14:05:57:831,2979,131311,106477,20157,0,0,0
14:05:57:862,3009,131380,106531,20155,0,0,0
14:05:57:892,3039,131372,106551,20145,0,0,0
14:05:57:921,3069,131404,106539,20160,0,0,0
14:05:57:950,3098,131411,106568,20162,0,0,0
14:05:57:981,3128,131510,106634,20176,0,0,0
14:05:58:011,3158,131580,106718,20195,0,0,0
14:05:58:042,3188,131455,106630,20179,0,0,0
14:05:58:072,3218,131396,106594,20217,0,0,0
14:05:58:103,3247,131503,106667,20187,0,0,0
14:05:58:131,3277,131473,106649,20229,0,0,0
14:05:58:161,3307,131467,106623,20176,0,0,0
14:05:58:193,3337,131502,106650,20212,0,0,0
14:05:58:221,3366,131536,106673,20187,0,0,0
14:05:58:251,3396,131548,106708,20226,0,0,0
14:05:58:282,3426,131571,106691,20187,0,0,0
14:05:58:312,3456,131542,106686,20209,0,0,0
14:05:58:341,3486,131604,106729,20209,0,0,0
14:05:58:371,3515,131604,106737,20253,0,0,0
14:05:58:401,3545,131573,106723,20192,0,0,0
14:05:58:432,3575,131487,106658,20208,0,0,0
14:05:58:461,3605,131510,106651,20177,0,0,0
14:05:58:491,3635,131384,106529,20139,0,0,0
14:05:58:521,3664,131391,106524,20142,0,0,0
14:05:58:550,3694,131438,106583,20159,0,0,0
14:05:58:581,3724,131394,106554,20166,0,0,0
14:05:58:611,3754,131345,106533,20151,0,0,0
14:05:58:641,3784,131423,106517,20168,0,0,0
14:05:58:671,3813,131314,106458,20133,0,0,0
14:05:58:702,3843,131182,106323,20091,0,0,0
14:05:58:731,3873,131129,106277,20087,0,0,0
14:05:58:761,3903,131151,106289,20094,0,0,0
14:05:58:791,3932,131243,106377,20115,0,0,0
14:05:58:821,3962,131255,106385,20093,0,0,0
14:05:58:851,3992,131314,106505,20131,0,0,0
14:05:58:881,4022,131353,106515,20148,0,0,0
14:05:58:911,4052,131347,106528,20142,0,0,0
14:05:58:941,4081,131374,106531,20150,0,0,0
14:05:58:971,4111,131569,106733,20179,0,0,0
14:05:59:001,4141,131472,106641,20182,0,0,0
14:05:59:032,4171,131485,106608,20166,0,0,0
14:05:59:061,4200,131562,106690,20183,0,0,0
14:05:59:093,4230,131369,106510,20144,0,0,0
14:05:59:121,4260,131371,106533,20148,0,0,0
14:05:59:151,4290,131457,106626,20165,0,0,0
14:05:59:183,4320,131514,106654,20181,0,0,0
14:05:59:211,4349,131521,106702,20172,0,0,0
14:05:59:241,4379,131531,106672,20204,0,0,0
14:05:59:271,4409,131593,106745,20180,0,0,0
14:05:59:302,4439,131717,106885,20229,0,0,0
14:05:59:332,4468,131492,106665,20179,0,0,0
14:05:59:361,4498,131408,106555,20138,0,0,0
14:05:59:393,4528,131585,106732,20190,0,0,0
14:05:59:422,4558,131709,106850,20220,0,0,0
14:05:59:451,4588,131508,106636,20166,0,0,0
14:05:59:481,4617,131484,106634,20179,0,0,0
14:05:59:511,4647,131528,106670,20177,0,0,0
14:05:59:541,4677,131501,106672,20163,0,0,0
14:05:59:571,4707,131412,106589,20152,0,0,0
14:05:59:602,4737,131397,106525,20143,0,0,0
14:05:59:632,4766,131451,106600,20162,0,0,0
14:05:59:662,4796,131426,106593,20135,0,0,0
14:05:59:693,4826,131249,106404,20114,0,0,0
14:05:59:721,4856,131329,106482,20125,0,0,0
14:05:59:751,4885,131302,106477,20122,0,0,0
14:05:59:813,4915,131172,106344,20090,0,0,0
14:05:59:842,4945,131261,106414,20121,0,0,0
14:05:59:870,4975,131388,106524,20139,0,0,0
14:05:59:901,5005,131458,106609,20147,0,0,0
14:05:59:932,5046,131348,106503,20130,95,66,0
14:05:59:962,5094,131438,106560,20149,0,0,0
14:05:59:992,5124,131506,106676,20167,0,0,0
14:06:00:025,5154,131391,106555,20144,0,0,0
14:06:00:058,5184,131379,106530,20139,0,0,0
14:06:00:072,5214,131574,106721,20178,0,0,0
14:06:00:081,5243,131549,106693,20181,0,0,0
14:06:00:093,5273,131459,106606,20154,0,0,0
14:06:00:104,5303,131474,106628,20162,0,0,0
14:06:00:116,5340,131436,106596,20152,0,0,0
14:06:00:126,5362,131571,106722,20176,0,0,0
14:06:00:138,5384,131540,106690,20176,0,0,0
14:06:00:149,5406,131479,106651,20174,0,0,0
14:06:00:171,5428,131724,106877,20225,0,0,0
