time,ir,red,green,spo2,hr,temp
10:30:54,155810,119539,17300,119539,17300,0
10:30:54,155726,119197,17397,119197,17397,0
10:30:54,155811,119514,17477,119514,17477,0
10:30:54,155796,119325,17329,119325,17329,0
10:30:54,155759,119490,17542,119490,17542,0
10:30:54,155771,119229,17419,119229,17419,0
10:30:54,155902,119619,17448,119619,17448,0
10:30:54,155921,119530,17425,119530,17425,0
10:30:54,155823,119207,17473,119207,17473,0
10:30:54,155722,119233,17422,119233,17422,0
10:30:54,155713,119289,17485,119289,17485,0
10:30:54,155783,119396,17608,119396,17608,0
10:30:54,155723,119490,17547,119490,17547,0
10:30:54,155759,119250,17581,119250,17581,0
10:30:54,155821,119436,17619,119436,17619,0
10:30:54,155683,119054,17544,119054,17544,0
10:30:54,155632,119329,17546,119329,17546,0
10:30:54,155704,119165,17532,119165,17532,0
10:30:54,155854,119040,17668,119040,17668,0
10:30:54,155855,119123,17550,119123,17550,0
10:30:54,155898,118980,17629,118980,17629,0
10:30:54,155787,119195,17543,119195,17543,0
10:30:54,155847,119459,17608,119459,17608,0
10:30:54,155740,119182,17592,119182,17592,0
10:30:54,155468,119422,17615,119422,17615,0
10:30:56,155108,119260,17578,119260,17578,0
10:30:56,154785,119203,17651,119203,17651,0
10:30:56,154686,118825,17571,118825,17571,0
10:30:56,154481,118740,17742,118740,17742,0
10:30:56,154435,118733,17670,118733,17670,0
10:30:56,154530,118777,17577,118777,17577,0
10:30:56,154587,118853,17650,118853,17650,0
10:30:56,154508,118949,17645,118949,17645,0
10:30:56,154308,118794,17564,118794,17564,0
10:30:56,154492,118921,17705,118921,17705,0
10:30:56,154476,118766,17630,118766,17630,0
10:30:56,154497,118945,17655,118945,17655,0
10:30:56,154637,119029,17735,119029,17735,69
10:30:56,154492,118799,17703,118799,17703,0
10:30:56,154542,118921,17803,118921,17803,0
10:30:56,154713,118856,17601,118856,17601,0
10:30:56,154557,118861,17640,118861,17640,0
10:30:56,154587,118964,17723,118964,17723,0
10:30:56,154645,118974,17752,118974,17752,0
10:30:56,154549,119012,17686,119012,17686,0
10:30:56,154666,118945,17735,118945,17735,0
10:30:56,154841,118959,17756,118959,17756,0
10:30:56,154576,118939,17678,118939,17678,0
10:30:56,154839,118940,17708,118940,17708,0
10:30:56,154788,118988,17676,118988,17676,010:30:57,154790,118712,17753,118712,17753,0
10:30:57,154957,118986,17705,118986,17705,0
10:30:57,155100,119243,17686,119243,17686,0
10:30:57,154976,119059,17767,119059,17767,0
10:30:57,155296,118929,17804,118929,17804,0
10:30:57,155330,118986,17804,118986,17804,0
10:30:57,155316,118668,17837,118668,17837,0
10:30:57,154719,118554,17745,118554,17745,0
10:30:57,154485,118360,17746,118360,17746,0
