time,ir,red,green,spo2,hr,temp
09:35:40,846,161,0,161,0,0
09:35:40,856,423,69,423,69,54
09:35:40,826,449,110,449,110,0
09:35:40,670,358,4,358,4,0
09:35:40,745,244,45,244,45,0
09:35:40,832,217,91,217,91,0
09:35:40,715,309,39,309,39,0
09:35:40,720,510,26,510,26,0
09:35:40,688,266,15,266,15,0
09:35:40,852,669,44,669,44,0
09:35:40,695,363,0,363,0,0
09:35:40,622,293,75,293,75,0
09:35:40,622,119,98,119,98,0
09:35:40,780,413,90,413,90,0
09:35:40,766,478,32,478,32,0
09:35:40,783,255,18,255,18,0
09:35:40,612,199,36,199,36,0
09:35:40,763,157,94,157,94,0
09:35:40,682,245,0,245,0,0
09:35:40,768,319,42,319,42,0
09:35:40,775,416,47,416,47,0
09:35:40,690,219,88,219,88,0
09:35:40,759,349,71,349,71,0
09:35:40,767,273,116,273,116,0
09:35:41,803,50,120,50,120,0
09:35:41,787,586,162,586,162,0
09:35:41,844,337,0,337,0,0
09:35:41,731,266,56,266,56,0
09:35:41,722,146,0,146,0,0
09:35:41,780,213,108,213,108,0
09:35:41,772,383,79,383,79,0
09:35:41,800,314,67,314,67,0
09:35:41,775,516,82,516,82,0
09:35:41,736,491,7,491,7,0
09:35:41,689,303,171,303,171,0
09:35:41,787,540,106,540,106,0
09:35:41,813,318,45,318,45,0
09:35:41,671,162,4,162,4,0
09:35:41,721,238,19,238,19,0
09:35:41,782,338,99,338,99,0
09:35:41,773,253,78,253,78,0
09:35:41,794,358,80,358,80,0
09:35:41,738,369,64,369,64,0
09:35:41,839,374,121,374,121,0
09:35:41,782,321,113,321,113,0
09:35:41,625,58,68,58,68,0
09:35:41,745,427,54,427,54,0
09:35:41,765,559,68,559,68,0
09:35:41,670,232,0,232,0,0
09:35:41,711,276,2,276,2,0
09:35:41,630,264,71,264,71,0
09:35:41,715,222,26,222,26,0
09:35:41,470,376,292,376,292,0
09:35:41,798,478,80,478,80,0
09:35:41,700,560,0,560,0,0
09:35:41,684,295,0,295,0,0
09:35:41,767,362,115,362,115,0
09:35:41,802,263,0,263,0,0
09:35:41,799,330,0,330,0,0
09:35:41,774,345,143,345,143,0
09:35:41,660,264,0,264,0,0
09:35:41,668,123,74,123,74,0
09:35:41,806,0,115,0,115,0
09:35:41,782,453,60,453,60,0
09:35:41,705,527,29,527,29,0
09:35:42,750,374,112,374,112,0
09:35:42,761,331,25,331,25,0
09:35:42,822,392,0,392,0,0
09:35:42,744,353,48,353,48,0
09:35:42,793,422,98,422,98,0
09:35:42,683,220,0,220,0,0
09:35:42,749,273,80,273,80,0
09:35:42,751,359,88,359,88,0
09:35:42,686,235,0,235,0,0
09:35:42,797,282,48,282,48,0
09:35:42,798,188,0,188,0,0
09:35:42,688,362,70,362,70,0
09:35:42,674,445,191,445,191,0
09:35:42,841,309,136,309,136,0
09:35:42,816,111,19,111,19,0
09:35:42,747,203,100,203,100,0
09:35:42,824,488,15,488,15,0
09:35:42,766,307,74,307,74,0
09:35:42,814,543,104,543,104,0
09:35:42,842,369,64,369,64,0
09:35:42,695,271,0,271,0,0
09:35:42,754,212,52,212,52,0
09:35:42,834,154,83,154,83,0
09:35:42,769,387,55,387,55,0
09:35:42,671,297,49,297,49,0
09:35:42,729,260,39,260,39,0
09:35:42,652,294,0,294,0,0
09:35:42,697,403,25,403,25,0
09:35:42,722,442,98,442,98,0
09:35:42,738,73,21,73,21,0
09:35:42,723,219,55,219,55,0
09:35:42,669,381,4,381,4,0
09:35:42,729,243,22,243,22,0
09:35:42,748,406,74,406,74,0
09:35:43,789,441,119,441,119,0
09:35:43,745,162,39,162,39,0
09:35:43,775,237,0,237,0,0
09:35:43,743,426,0,426,0,0
09:35:43,776,377,45,377,45,0
09:35:43,848,94,160,94,160,0
09:35:43,792,257,92,257,92,0
09:35:43,789,415,92,415,92,0
09:35:43,761,172,52,172,52,0
09:35:43,637,504,182,504,182,0
09:35:43,711,337,60,337,60,0
09:35:43,723,299,0,299,0,0
