time,ir,red,green,spo2,hr,temp
09:58:28,841,387,0,387,0,0
09:58:28,680,530,71,530,71,0
09:58:28,687,20,95,20,95,0
09:58:28,728,320,83,320,83,0
09:58:28,738,63,0,63,0,0
09:58:28,715,381,8,381,8,0
09:58:28,775,199,6,199,6,0
09:58:28,712,185,0,185,0,0
09:58:28,821,433,104,433,104,0
09:58:28,665,123,0,123,0,0
09:58:28,694,253,19,253,19,0
09:58:28,671,25,160,25,160,0
09:58:28,747,344,116,344,116,0
09:58:28,628,255,3,255,3,0
09:58:28,674,88,0,88,0,0
09:58:28,661,0,53,0,53,0
09:58:28,581,286,202,286,202,0
09:58:28,732,253,188,253,188,0
09:58:28,901,14,0,14,0,0
09:58:28,702,472,158,472,158,0
09:58:28,710,518,100,518,100,0
09:58:28,776,577,56,577,56,0
09:58:28,797,467,54,467,54,0
09:58:28,726,350,172,350,172,0
09:58:28,844,499,50,499,50,0
09:58:28,807,463,107,463,107,0
09:58:28,801,353,135,353,135,0
09:58:28,758,64,53,64,53,0
09:58:28,709,324,91,324,91,0
09:58:28,768,146,80,146,80,0
09:58:28,718,100,0,100,0,0
09:58:28,718,399,0,399,0,0
09:58:28,742,384,106,384,106,0
09:58:28,798,389,96,389,96,0
09:58:28,743,414,2,414,2,0
09:58:28,655,421,0,421,0,0
09:58:28,772,147,33,147,33,0
09:58:28,794,91,81,91,81,0
09:58:28,869,396,167,396,167,0
09:58:28,759,367,27,367,27,0
09:58:28,713,239,0,239,0,0
09:58:28,775,312,155,312,155,0
09:58:28,867,287,125,287,125,0
09:58:28,651,195,149,195,149,0
09:58:28,752,127,222,127,222,0
09:58:28,620,145,20,145,20,0
09:58:28,816,243,116,243,116,0
09:58:28,793,320,51,320,51,0
09:58:28,739,215,36,215,36,0
09:58:28,637,359,178,359,178,0
09:58:29,763,174,97,174,97,0
09:58:29,798,173,153,173,153,0
09:58:29,711,364,18,364,18,0
09:58:29,665,266,64,266,64,0
09:58:29,766,323,34,323,34,0
09:58:29,749,392,218,392,218,0
09:58:29,763,141,2,141,2,0
09:58:29,850,13,0,13,0,0
09:58:29,785,72,0,72,0,0
09:58:29,753,182,113,182,113,0
09:58:29,864,403,28,403,28,0
09:58:29,811,484,79,484,79,0
09:58:29,580,138,129,138,129,0
09:58:29,726,432,181,432,181,0
09:58:29,748,155,178,155,178,0
09:58:29,818,185,66,185,66,0
09:58:29,686,109,31,109,31,0
09:58:29,593,411,196,411,196,0
09:58:29,757,332,153,332,153,0
09:58:29,841,422,0,422,0,0
09:58:29,760,509,0,509,0,0
09:58:29,827,349,130,349,130,0
09:58:29,661,463,91,463,91,0
09:58:29,775,353,47,353,47,0
09:58:29,665,220,17,220,17,0
09:58:29,798,387,146,387,146,0
09:58:29,675,48,0,48,0,0
09:58:29,820,401,30,401,30,0
09:58:29,787,217,0,217,0,0
09:58:29,654,173,1,173,1,0
09:58:29,761,258,147,258,147,0
09:58:29,696,334,6,334,6,0
09:58:29,699,306,35,306,35,0
09:58:29,761,214,46,214,46,27
09:58:29,835,199,77,199,77,0
09:58:29,761,426,107,426,107,0
09:58:29,829,102,104,102,104,0
09:58:29,746,349,22,349,22,0
09:58:29,758,151,142,151,142,0
09:58:29,636,291,162,291,162,0
09:58:29,661,141,121,141,121,0
09:58:29,826,224,174,224,174,0
09:58:29,776,171,21,171,21,0
09:58:29,729,269,12,269,12,0
09:58:29,743,298,90,298,90,0
09:58:29,580,109,206,109,206,0
09:58:29,735,80,125,80,125,0
09:58:29,702,310,81,310,81,0
09:58:29,783,313,55,313,55,0
09:58:29,788,589,97,589,97,0
09:58:31,809,205,162,205,162,0
09:58:31,765,389,133,389,133,0
09:58:31,745,146,103,146,103,0
09:58:31,783,203,44,203,44,0
09:58:31,689,81,76,81,76,0
09:58:31,807,282,174,282,174,0
09:58:31,802,157,106,157,106,0
09:58:31,661,365,113,365,113,0
09:58:31,737,262,58,262,58,0
09:58:31,742,286,298,286,298,0
09:58:31,769,143,62,143,62,0
09:58:31,674,272,54,272,54,0
09:58:31,757,227,84,227,84,0
09:58:31,656,242,0,242,0,0
09:58:31,638,249,0,249,0,0
09:58:31,752,408,176,408,176,0
09:58:31,788,373,146,373,146,0
09:58:31,745,248,82,248,82,0
09:58:31,753,331,83,331,83,0
09:58:31,870,50,156,50,156,0
09:58:31,685,489,138,489,138,0
09:58:31,839,536,32,536,32,0
09:58:31,820,419,56,419,56,0
09:58:31,705,158,0,158,0,0
09:58:31,835,318,147,318,147,0
09:58:31,780,497,0,497,0,0
09:58:31,797,240,156,240,156,0
09:58:31,792,224,70,224,70,0
09:58:31,816,166,72,166,72,0
09:58:31,852,13,67,13,67,0
09:58:31,781,370,6,370,6,0
09:58:31,865,201,100,201,100,0
09:58:31,726,357,7,357,7,0
09:58:31,693,95,36,95,36,0
09:58:31,709,194,37,194,37,0
09:58:31,678,262,169,262,169,0
09:58:31,825,355,46,355,46,0
09:58:31,673,235,22,235,22,0
09:58:31,889,272,178,272,178,0
09:58:31,657,163,36,163,36,0
09:58:31,719,286,16,286,16,0
09:58:31,819,197,97,197,97,0
09:58:31,837,482,26,482,26,0
09:58:31,821,323,60,323,60,0
09:58:31,732,294,63,294,63,0
09:58:31,761,233,25,233,25,0
09:58:31,870,146,153,146,153,0
09:58:31,719,481,0,481,0,0
09:58:31,773,218,81,218,81,0
09:58:31,645,195,8,195,8,0
09:58:31,682,320,170,320,170,0
09:58:31,763,138,81,138,81,0
09:58:31,657,422,0,422,0,0
09:58:31,717,172,28,172,28,0
09:58:31,767,292,48,292,48,0
09:58:31,730,51,90,51,90,0
09:58:31,806,345,89,345,89,0
09:58:31,747,24,53,24,53,0
09:58:31,788,475,117,475,117,0
09:58:31,734,176,27,176,27,0
09:58:31,605,278,14,278,14,0
09:58:31,679,243,79,243,79,0
09:58:31,727,98,21,98,21,0
09:58:31,604,0,157,0,157,0
09:58:31,850,0,131,0,131,0
09:58:31,736,355,123,355,123,0
09:58:31,772,226,54,226,54,0
09:58:31,777,178,1,178,1,0
09:58:31,661,391,0,391,0,0
09:58:31,773,167,89,167,89,0
09:58:31,732,380,0,380,0,0
09:58:31,617,154,96,154,96,0
09:58:31,730,85,144,85,144,0
09:58:31,764,495,155,495,155,0
09:58:31,764,391,145,391,145,0
09:58:31,466,215,151,215,151,0
09:58:31,763,265,35,265,35,0
09:58:31,710,371,45,371,45,0
09:58:31,719,300,146,300,146,0
09:58:31,669,59,0,59,0,0
09:58:31,731,258,7,258,7,0
09:58:31,667,189,43,189,43,0
