time,ir,red,green,spo2,hr,temp
09:27:42,712,657,0,657,0,0
09:27:42,785,547,70,547,70,0
09:27:42,870,468,20,468,20,0
09:27:42,844,579,143,579,143,0
09:27:42,783,527,57,527,57,0
09:27:42,793,570,37,570,37,0
09:27:42,844,413,103,413,103,0
09:27:42,879,536,103,536,103,0
09:27:42,746,482,121,482,121,0
09:27:42,795,531,63,531,63,0
09:27:42,686,421,145,421,145,0
09:27:42,801,494,71,494,71,0
09:27:42,758,490,143,490,143,0
09:27:42,851,478,71,478,71,0
09:27:42,832,481,135,481,135,0
09:27:42,766,587,60,587,60,0
09:27:42,837,453,90,453,90,0
09:27:42,757,516,31,516,31,0
09:27:42,855,442,117,442,117,0
09:27:42,901,572,140,572,140,0
09:27:42,858,665,70,665,70,0
09:27:42,779,480,23,480,23,0
09:27:42,745,399,8,399,8,0
09:27:42,877,570,67,570,67,0
09:27:42,754,430,187,430,187,0
09:27:42,777,411,36,411,36,0
09:27:42,904,453,24,453,24,0
09:27:42,907,334,135,334,135,0
09:27:42,867,613,36,613,36,0
09:27:43,903,385,96,385,96,0
09:27:43,758,454,52,454,52,0
09:27:43,807,460,100,460,100,0
09:27:43,850,597,109,597,109,89
09:27:43,812,485,44,485,44,0
09:27:43,794,524,59,524,59,0
09:27:43,744,473,47,473,47,0
09:27:43,886,532,142,532,142,0
09:27:43,721,448,78,448,78,0
09:27:43,853,412,81,412,81,0
09:27:43,782,418,222,418,222,0
09:27:43,855,504,99,504,99,0
09:27:43,770,483,34,483,34,0
09:27:43,796,587,72,587,72,0
09:27:43,758,442,39,442,39,0
09:27:43,823,479,113,479,113,0
09:27:43,829,659,73,659,73,0
09:27:43,755,378,73,378,73,0
09:27:43,842,469,131,469,131,0
09:27:43,816,545,74,545,74,0
09:27:43,793,634,58,634,58,0
09:27:43,820,404,34,404,34,0
09:27:43,882,597,37,597,37,0
09:27:43,708,567,0,567,0,0
09:27:43,826,665,98,665,98,0
09:27:43,740,460,64,460,64,0
09:27:43,806,248,45,248,45,0
09:27:43,844,641,103,641,103,0
09:27:43,879,519,124,519,124,0
09:27:43,828,291,158,291,158,0
09:27:43,845,429,141,429,141,0
09:27:43,843,591,115,591,115,0
09:27:43,877,603,39,603,39,0
09:27:43,822,529,68,529,68,0
09:27:43,703,562,66,562,66,0
09:27:43,879,403,136,403,136,0
09:27:43,798,491,0,491,0,0
09:27:43,853,598,52,598,52,0
09:27:43,754,422,22,422,22,0
09:27:44,830,478,111,478,111,0
09:27:44,918,503,128,503,128,0
09:27:44,759,411,63,411,63,0
09:27:44,858,342,123,342,123,0
09:27:44,1061,409,80,409,80,0
09:27:44,788,544,79,544,79,0
09:27:44,837,544,85,544,85,0
09:27:44,895,652,147,652,147,0
09:27:44,724,401,158,401,158,0
09:27:44,855,422,100,422,100,0
09:27:44,813,685,95,685,95,0
09:27:44,868,576,38,576,38,0
09:27:44,821,314,69,314,69,0
09:27:44,830,517,92,517,92,0
09:27:44,644,260,221,260,221,0
09:27:44,844,569,0,569,0,0
09:27:44,839,319,226,319,226,0
09:27:44,891,612,169,612,169,0
09:27:44,909,469,95,469,95,0
09:27:44,869,608,157,608,157,0
09:27:44,881,662,12,662,12,0
09:27:44,776,536,31,536,31,0
09:27:44,870,666,67,666,67,0
09:27:44,783,521,79,521,79,0
09:27:44,824,560,93,560,93,0
09:27:44,883,478,53,478,53,0
09:27:44,765,604,13,604,13,0
09:27:44,818,581,91,581,91,0
09:27:44,825,343,77,343,77,0
09:27:44,724,557,55,557,55,0
09:27:44,862,514,82,514,82,0
09:27:44,845,607,0,607,0,0
09:27:44,820,480,58,480,58,0
09:27:44,847,618,16,618,16,0
09:27:44,862,604,122,604,122,0
09:27:44,825,350,28,350,28,0
09:27:44,757,602,34,602,34,0
09:27:44,863,527,143,527,143,0
09:27:44,859,553,120,553,120,0
09:27:44,717,689,47,689,47,0
09:27:44,814,593,111,593,111,0
09:27:45,881,333,151,333,151,0
09:27:45,776,522,33,522,33,0
09:27:45,834,572,69,572,69,0
09:27:45,672,410,0,410,0,0
09:27:45,756,444,0,444,0,0
09:27:45,708,360,48,360,48,0
09:27:45,882,622,153,622,153,0
09:27:45,745,475,3,475,3,0
09:27:45,915,343,93,343,93,0
09:27:45,837,612,172,612,172,0
09:27:45,784,436,22,436,22,0
09:27:45,830,493,100,493,100,0
09:27:45,870,473,116,473,116,0
09:27:45,766,358,0,358,0,0
09:27:45,739,379,0,379,0,0
09:27:45,881,560,75,560,75,0
09:27:45,823,330,10,330,10,0
09:27:45,806,584,102,584,102,0
09:27:45,774,335,333,335,333,0
09:27:45,822,587,47,587,47,0
09:27:45,845,295,71,295,71,0
09:27:45,865,614,36,614,36,0
09:27:45,873,330,71,330,71,0
09:27:45,835,641,0,641,0,0
09:27:45,880,709,175,709,175,0
09:27:45,896,636,0,636,0,0
09:27:45,990,173,49,173,49,0
09:27:45,757,441,29,441,29,0
09:27:45,759,686,59,686,59,0
09:27:45,827,458,78,458,78,0
09:27:45,831,500,143,500,143,0
09:27:45,885,393,127,393,127,0
09:27:45,791,390,22,390,22,0
09:27:45,778,566,100,566,100,0
09:27:45,851,543,104,543,104,0
09:27:45,771,424,21,424,21,0
09:27:45,716,423,72,423,72,0
09:27:45,735,680,53,680,53,0
09:27:45,837,375,80,375,80,87
09:27:45,794,464,73,464,73,0
09:27:46,847,652,116,652,116,0
09:27:46,764,499,50,499,50,0
09:27:46,793,498,115,498,115,0
09:27:46,867,570,108,570,108,0
09:27:46,786,635,61,635,61,0
09:27:46,796,333,94,333,94,0
09:27:46,871,678,142,678,142,0
09:27:46,791,401,6,401,6,0
09:27:46,823,542,106,542,106,0
09:27:46,734,413,264,413,264,0
09:27:46,817,479,90,479,90,0
09:27:46,865,276,78,276,78,0
09:27:46,886,394,90,394,90,0
09:27:46,887,231,63,231,63,0
09:27:46,780,642,73,642,73,0
09:27:46,810,443,130,443,130,0
09:27:46,863,681,117,681,117,0
09:27:46,869,427,113,427,113,0
09:27:46,729,461,14,461,14,0
09:27:46,836,534,72,534,72,0
09:27:46,853,626,9,626,9,0
09:27:46,893,548,109,548,109,0
09:27:46,682,452,117,452,117,0
09:27:46,799,532,75,532,75,0
09:27:46,801,551,68,551,68,0
09:27:46,884,484,125,484,125,0
09:27:46,805,449,69,449,69,0
09:27:46,886,549,0,549,0,0
09:27:46,759,494,45,494,45,0
09:27:46,832,586,108,586,108,0
09:27:46,773,592,146,592,146,0
09:27:46,867,700,30,700,30,0
09:27:46,843,549,118,549,118,0
09:27:46,825,526,80,526,80,0
09:27:46,889,532,146,532,146,0
09:27:46,813,597,105,597,105,0
09:27:46,881,443,120,443,120,0
09:27:46,886,414,54,414,54,0
09:27:46,811,667,51,667,51,0
09:27:46,864,595,138,595,138,0
09:27:46,834,534,0,534,0,0
09:27:46,866,651,120,651,120,0
09:27:46,816,545,122,545,122,0
09:27:47,840,586,28,586,28,0
09:27:47,882,741,149,741,149,0
09:27:47,851,617,85,617,85,0
09:27:47,781,552,0,552,0,0
09:27:47,793,682,123,682,123,0
09:27:47,808,512,75,512,75,0
09:27:47,799,487,0,487,0,0
09:27:47,772,715,49,715,49,0
09:27:47,802,527,106,527,106,0
09:27:47,900,647,37,647,37,0
09:27:47,787,696,49,696,49,0
09:27:47,756,535,37,535,37,0
09:27:47,727,495,9,495,9,0
09:27:47,898,689,99,689,99,0
09:27:47,871,639,23,639,23,0
09:27:47,713,550,17,550,17,0
09:27:47,778,641,214,641,214,0
09:27:47,861,596,159,596,159,0
09:27:47,887,478,120,478,120,0
09:27:47,853,577,111,577,111,0
09:27:47,833,376,0,376,0,0
09:27:47,746,487,214,487,214,0
09:27:47,887,617,116,617,116,0
09:27:47,863,553,96,553,96,0
09:27:47,816,551,132,551,132,0
09:27:47,821,570,112,570,112,0
09:27:47,783,623,77,623,77,0
09:27:47,813,575,80,575,80,0
09:27:47,750,547,33,547,33,0
09:27:47,803,534,95,534,95,0
09:27:47,850,517,102,517,102,0
09:27:47,810,570,92,570,92,0
09:27:47,819,664,98,664,98,0
09:27:47,903,546,166,546,166,0
09:27:47,812,552,87,552,87,0
09:27:47,781,376,24,376,24,0
09:27:47,738,478,5,478,5,0
09:27:47,830,487,107,487,107,0
09:27:47,891,415,129,415,129,0
09:27:47,782,530,0,530,0,0
09:27:47,776,589,59,589,59,0
09:27:47,905,393,132,393,132,0
09:27:47,907,766,3,766,3,0
09:27:47,821,696,60,696,60,0
09:27:47,905,315,133,315,133,0
09:27:48,805,692,0,692,0,0
09:27:48,877,769,94,769,94,0
09:27:48,765,464,190,464,190,0
09:27:48,854,681,22,681,22,0
09:27:48,979,692,182,692,182,0
09:27:48,914,444,130,444,130,0
09:27:48,838,520,0,520,0,0
09:27:48,788,784,119,784,119,0
09:27:48,910,363,142,363,142,0
09:27:48,854,764,54,764,54,0
09:27:48,862,703,61,703,61,0
09:27:48,903,483,131,483,131,0
09:27:48,827,737,76,737,76,0
09:27:48,861,767,85,767,85,0
09:27:48,903,476,137,476,137,0
09:27:48,793,612,0,612,0,0
09:27:48,903,664,204,664,204,0
09:27:48,925,788,198,788,198,0
09:27:48,794,827,0,827,0,0
09:27:48,200,492,165,492,165,0
09:27:48,886,884,214,884,214,0
09:27:48,907,923,245,923,245,0
09:27:48,883,898,173,898,173,0
09:27:48,847,526,136,526,136,0
09:27:48,901,439,184,439,184,0
09:27:48,909,432,0,432,0,0
09:27:48,908,145,0,145,0,0
09:27:48,723,186,13,186,13,0
09:27:48,855,359,132,359,132,0
09:27:48,943,320,87,320,87,0
09:27:48,684,348,0,348,0,0
09:27:48,794,490,0,490,0,0
09:27:48,774,424,89,424,89,0
09:27:48,742,351,184,351,184,0
09:27:48,939,474,98,474,98,0
09:27:48,702,201,99,201,99,0
09:27:48,816,613,141,613,141,0
09:27:48,894,672,137,672,137,0
09:27:48,731,349,162,349,162,0
09:27:48,774,266,84,266,84,0
09:27:48,709,284,39,284,39,0
09:27:48,792,187,124,187,124,0
09:27:48,833,364,67,364,67,0
09:27:49,779,353,20,353,20,0
09:27:49,843,358,47,358,47,0
09:27:49,916,403,40,403,40,0
09:27:49,775,236,59,236,59,0
09:27:49,816,162,3,162,3,0
09:27:49,782,299,18,299,18,0
09:27:49,739,339,34,339,34,0
09:27:49,727,471,68,471,68,0
09:27:49,758,360,82,360,82,0
09:27:49,769,246,28,246,28,0
