time,ir,red,green,spo2,hr,temp
09:18:35,811,524,85,524,85,0
09:18:35,762,177,0,177,0,0
09:18:35,888,8,44,8,44,0
09:18:35,819,231,71,231,71,0
09:18:35,703,353,72,353,72,0
09:18:35,780,44,73,44,73,0
09:18:35,643,418,19,418,19,0
09:18:35,799,465,129,465,129,0
09:18:35,716,270,0,270,0,0
09:18:35,778,487,158,487,158,0
09:18:36,842,493,198,493,198,0
09:18:36,822,486,167,486,167,0
09:18:36,682,289,0,289,0,0
09:18:36,784,201,66,201,66,0
09:18:36,696,356,56,356,56,0
09:18:36,856,224,17,224,17,0
09:18:36,688,425,42,425,42,0
09:18:36,705,194,10,194,10,0
09:18:36,712,343,311,343,311,0
09:18:36,714,228,199,228,199,0
09:18:36,782,112,0,112,0,0
09:18:36,674,142,15,142,15,0
09:18:36,628,323,70,323,70,0
09:18:36,845,361,132,361,132,0
09:18:36,804,227,78,227,78,0
09:18:36,728,274,35,274,35,0
09:18:36,656,212,108,212,108,0
09:18:36,806,257,160,257,160,0
09:18:36,653,156,14,156,14,0
09:18:36,720,204,59,204,59,0
09:18:36,582,44,0,44,0,0
09:18:36,555,243,292,243,292,0
09:18:36,699,394,133,394,133,0
09:18:36,704,295,51,295,51,0
09:18:36,691,346,108,346,108,0
09:18:36,700,241,74,241,74,0
09:18:36,614,490,13,490,13,0
09:18:36,828,451,16,451,16,0
09:18:36,694,427,52,427,52,0
09:18:36,686,239,21,239,21,0
09:18:36,754,367,77,367,77,0
09:18:36,829,215,119,215,119,0
09:18:36,727,406,41,406,41,0
09:18:36,666,226,24,226,24,0
09:18:36,649,629,318,629,318,0
09:18:36,743,267,81,267,81,0
09:18:36,843,140,127,140,127,0
09:18:37,588,231,37,231,37,0
09:18:37,648,67,138,67,138,0
09:18:37,738,154,147,154,147,0
09:18:37,793,179,135,179,135,0
09:18:37,702,121,0,121,0,0
09:18:37,715,289,76,289,76,0
09:18:37,810,88,134,88,134,0
09:18:37,789,153,119,153,119,0
09:18:37,767,301,63,301,63,0
09:18:37,661,255,6,255,6,0
09:18:37,562,268,221,268,221,0
09:18:37,752,270,47,270,47,0
09:18:37,583,143,0,143,0,0
09:18:37,764,231,143,231,143,0
09:18:37,725,171,34,171,34,0
09:18:37,722,360,94,360,94,0
09:18:37,675,359,99,359,99,0
09:18:37,688,259,3,259,3,0
09:18:37,707,270,40,270,40,0
09:18:37,713,319,140,319,140,0
09:18:37,841,372,148,372,148,0
09:18:37,687,311,94,311,94,0
09:18:37,786,356,172,356,172,0
09:18:37,813,231,0,231,0,0
09:18:37,760,297,73,297,73,0
09:18:37,777,264,85,264,85,0
09:18:37,683,273,114,273,114,0
09:18:37,724,270,66,270,66,0
09:18:37,802,405,149,405,149,0
09:18:37,723,460,34,460,34,0
09:18:37,756,468,55,468,55,0
09:18:37,887,376,52,376,52,0
09:18:37,767,406,106,406,106,0
09:18:37,730,147,0,147,0,33
09:18:38,683,296,76,296,76,0
09:18:38,660,152,104,152,104,0
09:18:38,728,215,0,215,0,0
09:18:38,709,407,108,407,108,0
09:18:38,767,218,43,218,43,0
09:18:38,731,329,98,329,98,0
09:18:38,751,317,82,317,82,0
09:18:38,687,431,79,431,79,0
09:18:38,752,518,72,518,72,0
09:18:38,692,185,51,185,51,0
09:18:38,639,329,0,329,0,0
09:18:38,674,353,52,353,52,0
09:18:38,765,384,118,384,118,0
09:18:38,690,103,89,103,89,0
09:18:38,790,248,106,248,106,0
09:18:38,732,144,29,144,29,0
09:18:38,824,416,0,416,0,0
09:18:38,733,155,54,155,54,0
09:18:38,674,438,131,438,131,0
09:18:38,857,187,22,187,22,0
09:18:38,685,294,124,294,124,0
09:18:38,730,485,46,485,46,0
09:18:38,747,358,84,358,84,0
09:18:38,776,89,102,89,102,0
09:18:38,756,552,86,552,86,0
09:18:38,837,182,146,182,146,0
09:18:38,718,475,0,475,0,0
09:18:38,686,372,110,372,110,0
09:18:38,796,227,4,227,4,0
09:18:38,756,422,106,422,106,0
09:18:38,709,277,73,277,73,0
09:18:38,598,219,327,219,327,0
09:18:38,741,251,73,251,73,0
09:18:38,666,377,25,377,25,0
09:18:38,575,296,97,296,97,0
09:18:38,713,240,47,240,47,0
09:18:39,692,228,127,228,127,0
09:18:39,638,476,15,476,15,0
09:18:39,708,331,122,331,122,0
09:18:39,682,271,51,271,51,0
09:18:39,690,378,93,378,93,0
09:18:39,706,466,23,466,23,0
09:18:39,740,399,105,399,105,0
09:18:39,770,177,82,177,82,0
09:18:39,705,393,29,393,29,0
