time,ir,red,green,spo2,hr,temp
10:13:41,695,211,0,211,0,0
10:13:41,763,161,76,161,76,0
10:13:41,674,556,176,556,176,0
10:13:41,732,397,118,397,118,0
10:13:41,617,111,148,111,148,0
10:13:41,765,496,38,496,38,0
10:13:41,658,139,65,139,65,0
10:13:41,700,485,162,485,162,0
10:13:41,697,0,94,0,94,0
10:13:41,919,284,35,284,35,0
10:13:41,863,200,56,200,56,0
10:13:41,694,331,71,331,71,0
10:13:41,795,129,105,129,105,0
10:13:41,830,562,148,562,148,0
10:13:41,763,519,84,519,84,0
10:13:41,748,478,147,478,147,0
10:13:41,705,331,0,331,0,0
10:13:41,651,586,92,586,92,0
10:13:41,813,359,92,359,92,0
10:13:41,605,204,52,204,52,0
10:13:41,605,204,52,204,52,0
10:13:41,853,298,160,298,160,18
10:13:41,742,483,31,483,31,0
10:13:41,665,136,132,136,132,0
10:13:41,681,375,48,375,48,0
10:13:42,678,128,48,128,48,0
10:13:42,827,215,110,215,110,0
10:13:42,802,306,127,306,127,0
10:13:42,725,408,139,408,139,0
10:13:42,745,99,33,99,33,0
10:13:42,838,294,198,294,198,0
10:13:42,785,136,78,136,78,0
10:13:42,765,399,138,399,138,0
10:13:42,722,300,99,300,99,0
10:13:42,642,253,209,253,209,0
10:13:42,848,415,70,415,70,0
10:13:42,807,267,164,267,164,0
10:13:42,568,120,82,120,82,0
10:13:42,763,239,125,239,125,0
10:13:42,829,399,98,399,98,0
10:13:42,784,445,33,445,33,0
10:13:42,616,312,112,312,112,0
10:13:42,684,436,51,436,51,0
10:13:42,730,269,213,269,213,0
10:13:42,759,242,77,242,77,0
10:13:42,820,209,47,209,47,0
10:13:42,712,368,56,368,56,0
10:13:42,779,265,79,265,79,0
10:13:42,853,269,157,269,157,0
10:13:42,868,366,140,366,140,0
10:13:43,779,458,125,458,125,0
10:13:43,857,396,179,396,179,0
10:13:43,761,520,81,520,81,0
10:13:43,760,134,91,134,91,0
10:13:43,808,504,157,504,157,0
10:13:43,864,379,118,379,118,0
10:13:43,773,102,101,102,101,0
10:13:43,801,400,125,400,125,0
10:13:43,670,219,87,219,87,0
10:13:43,852,224,217,224,217,0
10:13:43,789,313,132,313,132,0
10:13:43,751,421,141,421,141,0
10:13:43,823,82,52,82,52,0
10:13:43,724,220,31,220,31,0
10:13:43,634,40,147,40,147,0
10:13:43,779,276,120,276,120,0
10:13:43,784,400,116,400,116,0
10:13:43,780,172,59,172,59,0
10:13:43,735,493,0,493,0,0
10:13:43,835,44,18,44,18,0
10:13:43,725,224,12,224,12,0
10:13:43,714,88,46,88,46,0
10:13:43,737,254,60,254,60,0
10:13:43,770,355,167,355,167,0
10:13:43,749,408,44,408,44,0
10:13:43,781,216,79,216,79,0
10:13:43,847,161,140,161,140,0
10:13:43,828,541,193,541,193,0
10:13:43,673,241,0,241,0,0
10:13:43,766,81,0,81,0,0
10:13:43,929,92,183,92,183,0
10:13:43,803,508,101,508,101,0
10:13:43,965,282,9,282,9,0
10:13:43,808,622,65,622,65,0
10:13:43,846,414,80,414,80,0
10:13:43,817,374,0,374,0,0
10:13:43,724,345,98,345,98,0
10:13:43,887,351,180,351,180,0
10:13:43,779,514,75,514,75,0
10:13:43,740,251,0,251,0,0
10:13:43,772,205,61,205,61,0
10:13:43,873,543,128,543,128,0
10:13:43,706,218,0,218,0,0
10:13:43,766,453,15,453,15,0
10:13:43,842,314,163,314,163,0
10:13:43,746,485,147,485,147,0
10:13:43,761,126,0,126,0,0
10:13:43,827,337,89,337,89,0
10:13:43,854,188,165,188,165,0
10:13:43,815,502,0,502,0,0
10:13:44,791,323,0,323,0,0
10:13:44,714,275,22,275,22,0
10:13:44,702,419,92,419,92,0
10:13:44,708,276,128,276,128,0
10:13:44,875,361,0,361,0,0
10:13:44,857,332,185,332,185,0
10:13:44,856,253,180,253,180,0
10:13:44,677,278,218,278,218,0
10:13:44,748,185,67,185,67,0
10:13:44,874,96,196,96,196,0
10:13:44,859,397,143,397,143,0
10:13:44,755,296,109,296,109,0
10:13:44,657,0,149,0,149,0
10:13:44,818,785,5,785,5,0
10:13:44,670,151,57,151,57,0
10:13:44,716,365,73,365,73,0
10:13:44,791,266,75,266,75,0
10:13:44,687,385,163,385,163,0
10:13:44,724,40,58,40,58,0
10:13:44,773,365,118,365,118,0
10:13:44,718,243,0,243,0,0
10:13:44,778,143,99,143,99,0
10:13:44,785,277,159,277,159,0
10:13:44,781,278,316,278,316,0
10:13:44,714,386,39,386,39,0
10:13:44,741,307,82,307,82,0
10:13:44,787,220,155,220,155,0
10:13:44,824,297,113,297,113,0
10:13:44,809,62,166,62,166,0
10:13:44,773,330,55,330,55,0
10:13:44,625,226,55,226,55,0
10:13:44,742,339,141,339,141,0
10:13:44,807,195,91,195,91,0
10:13:44,845,251,0,251,0,0
10:13:44,804,604,94,604,94,0
