time,cnt,ir,red,green,spo2,hr,temp
13:14:51:993,4067,114694,115162,8931,0,0,0
13:14:52:023,4097,121319,117959,9564,0,0,0
13:14:52:053,4127,128035,120687,10526,0,0,0
13:14:52:084,4157,129298,121037,10842,0,0,0
13:14:52:113,4187,130950,121159,11513,0,0,0
13:14:52:143,4216,131294,121128,11826,0,0,0
13:14:53:135,5316,132060,121430,12621,98,0,28.8
13:14:53:165,5338,132310,121344,12935,0,0,0
13:14:53:242,5360,132314,121217,13168,0,0,0
13:14:53:242,5381,132401,121040,13522,0,0,0
13:14:53:264,5403,132537,121110,13626,0,0,0
13:14:53:283,5424,132557,120943,13906,0,0,0
13:14:53:313,5445,132489,120838,13972,0,0,0
13:14:53:343,5467,132555,120757,14125,0,0,0
13:14:53:374,5488,132628,120816,14177,0,0,0
13:14:53:404,5510,132652,120768,14254,0,0,0
13:14:53:435,5531,132738,120771,14378,0,0,0
13:14:53:465,5552,132804,120751,14475,0,0,0
13:14:53:495,5574,132755,120700,14516,0,0,0
13:14:53:524,5596,132776,120717,14569,0,0,0
13:14:53:570,5617,132626,120527,14677,0,0,0
13:14:53:583,5646,132472,120415,14667,0,0,0
13:14:53:659,5676,132302,120279,14722,0,0,0
13:14:53:659,5706,132282,120248,14770,0,0,0
13:14:53:673,5735,132185,120144,14744,0,0,0
13:14:53:703,5765,132042,120001,14838,0,0,0
13:14:53:733,5795,131938,119855,14862,0,0,0
13:14:53:763,5825,131733,119704,14919,0,0,0
13:14:53:793,5855,131660,119605,14990,0,0,0
13:14:53:823,5884,131464,119445,15019,0,0,0
13:14:53:858,5914,131458,119442,15052,0,0,0
13:14:53:883,5944,131446,119362,15091,0,0,0
13:14:53:913,5974,131427,119362,15073,0,0,0
13:14:53:943,6003,131360,119291,15109,0,0,0
13:14:53:973,6033,131281,119228,15085,0,0,0
13:14:54:004,6063,131203,119162,15122,0,0,0
13:14:54:034,6093,131124,119053,15147,0,0,0
13:14:54:064,6123,130984,119020,15114,0,0,0
13:14:54:095,6152,130187,117855,15525,0,0,0
13:14:54:127,6182,130112,117825,15478,0,0,0
13:14:54:189,6212,130095,117806,15548,0,0,0
13:14:54:190,6242,130022,117787,15494,0,0,0
13:14:54:213,6272,129961,117702,15510,0,0,0
13:14:54:243,6301,129986,117755,15535,0,0,0
13:14:54:274,6331,129890,117695,15475,0,0,0
13:14:54:303,6361,129955,117705,15553,0,0,0
13:14:54:334,6391,129948,117700,15505,0,0,0
13:14:54:364,6420,129947,117631,15542,0,0,0
13:14:54:395,6450,130005,117686,15549,0,0,0
13:14:54:425,6480,129948,117625,15519,0,0,0
13:14:54:491,6510,130021,117629,15570,0,0,0
13:14:54:491,6540,129939,117588,15553,0,0,0
13:14:54:513,6569,129965,117630,15549,0,0,0
13:14:54:543,6599,129855,117558,15510,0,0,0
13:14:54:573,6629,129804,117563,15501,0,0,0
13:14:54:604,6659,129765,117487,15541,0,0,0
13:14:54:637,6689,129755,117487,15494,0,0,0
13:14:54:665,6718,129832,117475,15560,0,0,0
13:14:54:695,6748,129748,117398,15546,0,0,0
13:14:54:725,6778,129817,117478,15547,0,0,0
13:14:54:789,6808,129847,117417,15577,0,0,0
13:14:54:790,6837,129852,117449,15535,0,0,0
13:14:54:813,6867,129915,117433,15565,0,0,0
13:14:54:843,6897,129888,117417,15540,0,0,0
13:14:54:873,6927,129953,117414,15547,0,0,0
13:14:54:904,6957,129913,117334,15586,0,0,0
13:14:54:934,6986,129880,117318,15566,0,0,0
13:14:54:965,7016,129974,117324,15624,0,0,0
13:14:54:995,7046,129936,117265,15624,0,0,0
13:14:55:025,7076,129957,117295,15613,0,0,0
13:14:55:091,7105,129883,117227,15635,0,0,0
13:14:55:092,7135,129867,117260,15590,0,0,0
13:14:55:113,7165,129858,117243,15627,0,0,0
13:14:55:143,7195,129797,117193,15583,0,0,0
13:14:55:173,7225,129857,117169,15602,0,0,0
13:14:55:204,7254,129852,117087,15642,0,0,0
