time,spo2,hr,temp
17:01:35.502,98,,30.4
17:01:38.321,97,82,
17:01:41.351,97,83,
17:01:44.381,97,,
17:01:47.410,95,,
17:01:50.382,94,80,30.6
17:01:53.471,97,80,
17:01:57.729,95,79,
17:01:59.556,97,,
17:02:02.681,96,,
17:02:05.502,97,,30.5
17:02:08.591,99,75,
17:02:11.682,97,76,
17:02:14.740,94,79,
